thickness_mm,length_m,width_m,number_of_sheets,total_weight_kg,casting_electricity_kwh,casting_carbon_kgco2e,casting_naturalgas_nm3,casting_wastewater_l,hotrolling_electricity_kwh,hotrolling_carbon_kgco2e,hotrolling_naturalgas_nm3,hotrolling_wastewater_l,coldrolling_electricity_kwh,coldrolling_carbon_kgco2e,coldrolling_naturalgas_nm3,coldrolling_wastewater_l,heattreatment_electricity_kwh,heattreatment_carbon_kgco2e,heattreatment_naturalgas_nm3,heattreatment_wastewater_l,finishing_electricity_kwh,finishing_carbon_kgco2e,finishing_naturalgas_nm3,finishing_wastewater_l,total_electricity_kwh,total_carbon_kgco2e,total_naturalgas_nm3,total_wastewater_l,manufacturing_cost_per_unit,quality_score,transport_cost,product_type,route_type,energy_source,grade,source_name,outer_radius_m,inner_radius_m,volume_m3,weight_kg,electricity_kwh,carbon_kgco2e,natural_gas_nm3,wastewater_l,transport_cost_usd,manufacturing_cost_usd,distance_km,price_per_kg_usd,electricity_price_usd_per_kwh,scrap_input_kg,scrap_quality_pct,crushing__electricity_kwh,crushing__carbon_kgco2e,crushing__naturalgas_nm3,crushing__wastewater_l,crushing__liquidfuel_l,crushing__fluorine_g,crushing__so2_g,furnace_melting__electricity_kwh,furnace_melting__carbon_kgco2e,furnace_melting__naturalgas_nm3,furnace_melting__wastewater_l,furnace_melting__liquidfuel_l,furnace_melting__fluorine_g,furnace_melting__so2_g,separation__electricity_kwh,separation__carbon_kgco2e,separation__naturalgas_nm3,separation__wastewater_l,separation__liquidfuel_l,separation__fluorine_g,separation__so2_g,final_casting__electricity_kwh,final_casting__carbon_kgco2e,final_casting__naturalgas_nm3,final_casting__wastewater_l,final_casting__liquidfuel_l,final_casting__fluorine_g,final_casting__so2_g,total__electricity_kwh,total__carbon_kgco2e,total__naturalgas_nm3,total__wastewater_l,total__liquidfuel_l,total__fluorine_g,total__so2_g,prep_of_mining__electricity_kwh,prep_of_mining__carbon_kgco2e,prep_of_mining__naturalgas_nm3,prep_of_mining__wastewater_l,prep_of_mining__liquidfuel_l,prep_of_mining__fluorine_g,prep_of_mining__so2_g,actual_mining__electricity_kwh,actual_mining__carbon_kgco2e,actual_mining__naturalgas_nm3,actual_mining__wastewater_l,actual_mining__liquidfuel_l,actual_mining__fluorine_g,actual_mining__so2_g,grinding__electricity_kwh,grinding__carbon_kgco2e,grinding__naturalgas_nm3,grinding__wastewater_l,grinding__liquidfuel_l,grinding__fluorine_g,grinding__so2_g,pressure_digestion__electricity_kwh,pressure_digestion__carbon_kgco2e,pressure_digestion__naturalgas_nm3,pressure_digestion__wastewater_l,pressure_digestion__liquidfuel_l,pressure_digestion__fluorine_g,pressure_digestion__so2_g,clarification__electricity_kwh,clarification__carbon_kgco2e,clarification__naturalgas_nm3,clarification__wastewater_l,clarification__liquidfuel_l,clarification__fluorine_g,clarification__so2_g,precipitation__electricity_kwh,precipitation__carbon_kgco2e,precipitation__naturalgas_nm3,precipitation__wastewater_l,precipitation__liquidfuel_l,precipitation__fluorine_g,precipitation__so2_g,seed_separation__electricity_kwh,seed_separation__carbon_kgco2e,seed_separation__naturalgas_nm3,seed_separation__wastewater_l,seed_separation__liquidfuel_l,seed_separation__fluorine_g,seed_separation__so2_g,washing_filtering_1__electricity_kwh,washing_filtering_1__carbon_kgco2e,washing_filtering_1__naturalgas_nm3,washing_filtering_1__wastewater_l,washing_filtering_1__liquidfuel_l,washing_filtering_1__fluorine_g,washing_filtering_1__so2_g,washing_filtering_2__electricity_kwh,washing_filtering_2__carbon_kgco2e,washing_filtering_2__naturalgas_nm3,washing_filtering_2__wastewater_l,washing_filtering_2__liquidfuel_l,washing_filtering_2__fluorine_g,washing_filtering_2__so2_g,calcination__electricity_kwh,calcination__carbon_kgco2e,calcination__naturalgas_nm3,calcination__wastewater_l,calcination__liquidfuel_l,calcination__fluorine_g,calcination__so2_g
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_a,,,,,,,,,,,,,,1.334,0.995,0.02851,0.00082652,0.0,0.677358,0.014577,0.0,0.028391,3.5561548000000003,0.09412698,0.790391,0.306925,0.123874,0.0,0.668427,0.1586492,0.0049742,0.069185,1.347791,0.029237,0.0,0.073901,0.267138,0.00854928,0.031295,0.129263,0.069073,0.0,0.1258,4.010452,0.10847698,0.890871,2.461337,0.236761,0.0,0.896519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_a,,,,,,,,,,,,,,1.321,0.933,0.0279008,0.00087492,0.0,0.723792,0.013649,0.0,0.027659,2.7924412000000003,0.10031148,0.684694,0.251023,0.159193,0.0,0.841283,0.1817724,0.00564064,0.074397,1.443271,0.027571,0.0,0.072793,0.3054864,0.00902932,0.030972,0.148582,0.075673,0.0,0.145218,3.3076008000000003,0.1158563599999999,0.790063,2.566668,0.276086,0.0,1.086953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_a,,,,,,,,,,,,,,1.198,0.856,0.0311004,0.00081674,0.0,0.717708,0.01397,0.0,0.029068,4.1284128,0.11326366,0.659459,0.270085,0.144764,0.0,0.796457,0.2021384,0.00517528,0.076293,1.494845,0.031576,0.0,0.071428,0.269788,0.00929942,0.027588,0.147126,0.077701,0.0,0.146684,4.6314396,0.1285551,0.76334,2.629764,0.268011,0.0,1.043637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_a,,,,,,,,,,,,,,1.378,0.851,0.033376,0.0011874,0.0,0.793399,0.016934,0.0,0.038149,3.5139076000000005,0.1080249,0.957461,0.347764,0.177062,0.0,1.005519,0.2182428,0.00577942,0.083581,1.775523,0.037563,0.0,0.080778,0.3595608,0.00980314,0.032115,0.173421,0.085446,0.0,0.156473,4.1250872,0.12479486,1.073157,3.090107,0.317005,0.0,1.280919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_a,,,,,,,,,,,,,,1.031,0.853,0.0233704,0.00076226,0.0,0.61342,0.013687,0.0,0.026338,2.6356336,0.09132426,0.756885,0.228034,0.133885,0.0,0.663637,0.162916,0.00441146,0.060492,1.249514,0.025256,0.0,0.070869,0.255658,0.00763434,0.023821,0.120872,0.063567,0.0,0.133556,3.0775780000000004,0.10413232,0.841198,2.21184,0.236395,0.0,0.8944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_a,,,,,,,,,,,,,,1.272,0.988,0.0268008,0.00073612,0.0,0.586438,0.012871,0.0,0.027499,3.3428104,0.09595098,0.681028,0.253265,0.135365,0.0,0.669727,0.1607772,0.00474526,0.060883,1.563758,0.026917,0.0,0.066404,0.2475992,0.00761024,0.025492,0.124053,0.066871,0.0,0.125724,3.7779876,0.1090425999999999,0.767403,2.527514,0.242024,0.0,0.889354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_a,,,,,,,,,,,,,,1.123,0.995,0.0218852,0.00068566,0.0,0.522731,0.012361,0.0,0.022227,2.6765568,0.082144,0.656648,0.244427,0.098489,0.0,0.485235,0.1412,0.00414844,0.059945,1.196571,0.023176,0.0,0.05353,0.2437308,0.0068177,0.024288,0.104156,0.053519,0.0,0.121426,3.0833728,0.0937958,0.740881,2.067885,0.187545,0.0,0.682418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_a,,,,,,,,,,,,,,1.196,0.992,0.024558,0.00072838,0.0,0.657918,0.010757,0.0,0.027432,2.9057916,0.08532678,0.68055,0.237784,0.124308,0.0,0.528438,0.13978,0.0047038,0.062992,1.232179,0.025204,0.0,0.066729,0.2317372,0.00783802,0.024211,0.111876,0.062345,0.0,0.13191,3.3018668,0.09859698,0.767753,2.239757,0.222614,0.0,0.754509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_a,,,,,,,,,,,,,,1.386,0.915,0.0309284,0.0009098999999999,0.0,0.809272,0.016113,0.0,0.031583,4.1647472,0.09011424,0.688723,0.329821,0.172728,0.0,0.737562,0.1861052,0.00502954,0.071885,1.483087,0.027632,0.0,0.09524,0.341854,0.0094258,0.028509,0.140911,0.074262,0.0,0.144476,4.7236348,0.10547948,0.789117,2.763091,0.290735,0.0,1.008861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_a,,,,,,,,,,,,,,1.144,0.903,0.0257268,0.00082316,0.0,0.55622,0.013761,0.0,0.027799,3.2526288,0.0936016,0.781361,0.229424,0.115716,0.0,0.653873,0.1518196,0.00466088,0.062633,1.234235,0.02762,0.0,0.063363,0.2497768,0.0079938,0.029096,0.132514,0.065012,0.0,0.139698,3.679952,0.10707944,0.87309,2.152393,0.222109,0.0,0.884733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_a,,,,,,,,,,,,,,1.33,0.893,0.0312736,0.00087484,0.0,0.740099,0.016546,0.0,0.031553,3.7246552,0.10513706,0.57286,0.283416,0.139978,0.0,0.637891,0.1930532,0.00550384,0.067081,1.606967,0.027011,0.0,0.076188,0.3190432,0.00980862,0.033594,0.162776,0.076283,0.0,0.154471,4.2680252,0.12132436,0.673535,2.793258,0.259818,0.0,0.900103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_a,,,,,,,,,,,,,,1.311,0.985,0.0245744,0.00081556,0.0,0.747998,0.013782,0.0,0.028785,3.8673528,0.10669278,0.644247,0.274602,0.141978,0.0,0.765059,0.14258,0.00466578,0.062356,1.32008,0.026125,0.0,0.069503,0.255558,0.00820018,0.023612,0.136074,0.069675,0.0,0.13789,4.2900652,0.1203743,0.730215,2.478754,0.25156,0.0,1.001237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_a,,,,,,,,,,,,,,1.072,0.938,0.0213428,0.00067144,0.0,0.53085,0.010969,0.0,0.023547,3.0525012,0.07476014,0.499258,0.233946,0.088246,0.0,0.502087,0.1326076,0.00393626,0.056301,1.287833,0.023622,0.0,0.060061,0.217244,0.00748696,0.024266,0.104851,0.052942,0.0,0.117424,3.4236956000000003,0.0868548,0.579825,2.15748,0.175779,0.0,0.703119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_a,,,,,,,,,,,,,,1.267,0.946,0.027388,0.00079656,0.0,0.727188,0.015021,0.0,0.025845,2.8050072000000004,0.1029037999999999,0.649432,0.259772,0.124574,0.0,0.69284,0.1629816,0.00500752,0.066533,1.40169,0.030565,0.0,0.068765,0.2964548,0.00807444,0.028017,0.135465,0.06251,0.0,0.14505,3.2918316,0.11678232,0.743982,2.524115,0.23267,0.0,0.9325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_a,,,,,,,,,,,,,,1.32,0.87,0.0327816,0.0009713,0.0,0.865656,0.016887,0.0,0.032691,4.454246,0.09698282,0.756968,0.305393,0.152863,0.0,0.786766,0.1838672,0.006187,0.077489,1.618243,0.032491,0.0,0.077063,0.336312,0.00894582,0.033825,0.153998,0.082602,0.0,0.165584,5.0072068000000005,0.11308694,0.868282,2.94329,0.284843,0.0,1.062104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_a,,,,,,,,,,,,,,1.163,0.886,0.0261356,0.00093496,0.0,0.720379,0.013983,0.0,0.028124,3.6605592,0.10641388,0.718762,0.289129,0.118884,0.0,0.706997,0.166604,0.00428804,0.065092,1.281596,0.030321,0.0,0.066325,0.2500328,0.00829168,0.025389,0.139262,0.060795,0.0,0.136577,4.1033316,0.11992856,0.809243,2.430366,0.223983,0.0,0.938023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_a,,,,,,,,,,,,,,1.302,0.975,0.0255544,0.0009156599999999,0.0,0.661033,0.013883,0.0,0.028007,3.4729428,0.08863886,0.610457,0.219522,0.114965,0.0,0.646996,0.1558596,0.0047891,0.070548,1.331556,0.027685,0.0,0.068582,0.288158,0.00748,0.029362,0.122027,0.060688,0.0,0.123609,3.9425148,0.10182362,0.710367,2.334138,0.217221,0.0,0.867194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_a,,,,,,,,,,,,,,1.23,0.973,0.0252156,0.00073554,0.0,0.587885,0.014473,0.0,0.027607,3.4511992,0.08512672,0.730172,0.271465,0.13303,0.0,0.456406,0.1509524,0.00405642,0.061618,1.244256,0.022208,0.0,0.062847,0.2551032,0.00688318,0.023043,0.141103,0.06993,0.0,0.136539,3.8824704,0.09680186,0.814833,2.244709,0.239641,0.0,0.683399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_a,,,,,,,,,,,,,,1.248,0.938,0.0240976,0.00074862,0.0,0.717051,0.013785,0.0,0.028873,2.7891476,0.0933727,0.620943,0.304665,0.132179,0.0,0.66749,0.1702856,0.00559532,0.069826,1.235102,0.024887,0.0,0.072139,0.268774,0.0079285,0.026675,0.141106,0.067968,0.0,0.140346,3.252304800000001,0.10764514,0.717444,2.397924,0.238819,0.0,0.908848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_a,,,,,,,,,,,,,,1.381,0.94,0.029894,0.00092478,0.0,0.721839,0.013986,0.0,0.031655,3.1132968000000005,0.11767064,0.782746,0.358126,0.148775,0.0,0.667125,0.188452,0.0056571,0.086097,1.510449,0.029196,0.0,0.075754,0.3019272,0.0086873,0.029718,0.160279,0.07393,0.0,0.1584,3.6335700000000006,0.13293982,0.898561,2.750693,0.265887,0.0,0.932934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_a,,,,,,,,,,,,,,1.096,0.92,0.0268708,0.00068494,0.0,0.635373,0.011628,0.0,0.023475,3.0985952,0.08958256,0.594334,0.298808,0.130981,0.0,0.558957,0.149916,0.00456574,0.05591,1.32122,0.024912,0.0,0.064537,0.2469764,0.00686936,0.026486,0.132671,0.058685,0.0,0.112876,3.5223584000000003,0.1017026,0.67673,2.388072,0.226206,0.0,0.759845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_a,,,,,,,,,,,,,,1.197,0.957,0.0265056,0.00074928,0.0,0.653121,0.013938,0.0,0.023552,3.1847576,0.08947732,0.614858,0.237778,0.130418,0.0,0.571512,0.1523256,0.00387506,0.059711,1.293038,0.026685,0.0,0.061795,0.2407528,0.007757,0.024868,0.116747,0.068097,0.0,0.13971,3.6043416,0.1018586599999999,0.699437,2.300684,0.239138,0.0,0.796569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_a,,,,,,,,,,,,,,1.194,0.988,0.0246608,0.00068666,0.0,0.57082,0.010104,0.0,0.024306,3.4256336,0.08606816,0.500973,0.230294,0.120792,0.0,0.630248,0.1529796,0.00441434,0.062234,1.13705,0.024459,0.0,0.063236,0.2295392,0.00776116,0.02555,0.121344,0.058931,0.0,0.118087,3.8328132,0.09893032,0.588757,2.059508,0.214286,0.0,0.835877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_b,,,,,,,,,,,,,,1.071,0.983,0.0218808,0.0068916,0.0,0.52817,0.010935,0.0,0.023843,2.5855624,0.8525778000000002,0.561345,0.197111,0.100903,0.0,0.545183,0.1332688,0.0353528,0.058516,1.102581,0.021786,0.0,0.060251,0.217534,0.0652882,0.02295,0.110008,0.057588,0.0,0.11045,2.9582460000000004,0.9601104,0.642811,1.93787,0.191212,0.0,0.739727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_b,,,,,,,,,,,,,,1.203,0.977,0.0235968,0.0069181999999999,0.0,0.587481,0.013033,0.0,0.02448,2.797706,0.8914838,0.660551,0.270847,0.109832,0.0,0.583399,0.139056,0.0490836,0.066915,1.317342,0.023934,0.0,0.061953,0.2286012,0.071821,0.023056,0.131478,0.066755,0.0,0.123556,3.18896,1.0193066,0.750522,2.307148,0.213554,0.0,0.793388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_b,,,,,,,,,,,,,,1.087,0.941,0.02513,0.0067074,0.0,0.564604,0.011631,0.0,0.025514,2.8556100000000004,0.7342332,0.615226,0.203798,0.137172,0.0,0.568307,0.144394,0.040826,0.055964,1.207653,0.021564,0.0,0.054868,0.2200016,0.0707566,0.020635,0.118834,0.056877,0.0,0.118187,3.2451356,0.8525232000000001,0.691825,2.094889,0.227244,0.0,0.766876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_b,,,,,,,,,,,,,,1.12,0.96,0.0249716,0.007149,0.0,0.603485,0.011362,0.0,0.023062,2.9108828,0.847947,0.468811,0.272548,0.139747,0.0,0.645541,0.1477708,0.0417994,0.058848,1.268123,0.021533,0.0,0.064041,0.2291832,0.0778142,0.024968,0.127004,0.059247,0.0,0.116476,3.3128084,0.9747096000000002,0.552627,2.27116,0.231889,0.0,0.84912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_b,,,,,,,,,,,,,,1.195,0.908,0.02851,0.0078044,0.0,0.768748,0.013266,0.0,0.024878,3.5989648000000005,1.0792528,0.640522,0.247729,0.131056,0.0,0.722726,0.174882,0.0497018,0.061106,1.502023,0.028207,0.0,0.061917,0.2723172,0.0824686,0.02759,0.141841,0.065076,0.0,0.13084,4.074674000000001,1.2192276,0.729218,2.660341,0.237605,0.0,0.940361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_b,,,,,,,,,,,,,,1.129,0.921,0.0268936,0.0078456,0.0,0.629658,0.012933,0.0,0.027831,2.6693516,0.7902502,0.627258,0.258523,0.157009,0.0,0.670092,0.1445304,0.0430902,0.05981,1.330789,0.026854,0.0,0.05996,0.2324091999999999,0.0766578,0.026143,0.128719,0.066522,0.0,0.136715,3.0731848,0.9178438,0.713211,2.347689,0.263318,0.0,0.894598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_b,,,,,,,,,,,,,,1.134,0.94,0.0238356,0.007355,0.0,0.595334,0.012193,0.0,0.025905,2.8869452,0.919659,0.535022,0.25083,0.138841,0.0,0.607038,0.1568284,0.0470046,0.063656,1.293992,0.026423,0.0,0.059869,0.2582492,0.0822216,0.02469,0.116563,0.066705,0.0,0.121257,3.3258584,1.0562402000000002,0.623368,2.256719,0.244162,0.0,0.814069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_b,,,,,,,,,,,,,,1.363,0.854,0.0288244,0.0100058,0.0,0.789616,0.017702,0.0,0.032335,3.6343444,1.0971126,0.711737,0.323052,0.160329,0.0,0.852056,0.1807296,0.0620584,0.086681,1.658761,0.034662,0.0,0.092899,0.3567824,0.10548,0.030774,0.167727,0.087369,0.0,0.16719,4.2006808,1.2746568,0.829192,2.939156,0.300062,0.0,1.14448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_b,,,,,,,,,,,,,,1.345,0.865,0.0365776,0.0100686,0.0,0.784796,0.016866,0.0,0.033817,3.8573632,1.306793,0.698084,0.307783,0.166212,0.0,0.856018,0.183908,0.0628036,0.089269,1.81076,0.033394,0.0,0.084978,0.3344568,0.0985746,0.031332,0.160799,0.082168,0.0,0.163752,4.4123056,1.4782398,0.818685,3.064138,0.29864,0.0,1.138565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_b,,,,,,,,,,,,,,1.048,0.998,0.0182656,0.0066898,0.0,0.531828,0.01059,0.0,0.020252,2.7408740000000003,0.7993684000000001,0.567302,0.196318,0.116461,0.0,0.539824,0.1174708,0.0395326,0.049585,1.118841,0.018809,0.0,0.051804,0.2115608,0.0682148,0.021194,0.109018,0.049262,0.0,0.099415,3.0881712,0.9138056,0.638081,1.956005,0.195122,0.0,0.711295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_b,,,,,,,,,,,,,,1.261,0.854,0.0297568,0.0095814,0.0,0.685146,0.014321,0.0,0.029943,3.7118656,1.1284076,0.68752,0.299636,0.143789,0.0,0.755237,0.1782004,0.0581172,0.074697,1.388996,0.030294,0.0,0.071822,0.3148372,0.0939772,0.031369,0.176455,0.075345,0.0,0.149608,4.234660000000001,1.2900834,0.793586,2.550233,0.263749,0.0,1.00661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_b,,,,,,,,,,,,,,1.3,0.868,0.033156,0.0095342,0.0,0.765612,0.015451,0.0,0.032832,3.6006284,1.0235012,0.773829,0.282293,0.157645,0.0,0.766061,0.1761988,0.051958,0.079549,1.493187,0.030834,0.0,0.076449,0.3342084,0.0901736,0.031359,0.147218,0.076206,0.0,0.15336,4.1441916,1.175167,0.884737,2.68831,0.280136,0.0,1.028702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_b,,,,,,,,,,,,,,1.074,0.915,0.0239188,0.0079404,0.0,0.638049,0.013746,0.0,0.026386,2.5477688,0.9873532000000002,0.622418,0.273894,0.111074,0.0,0.540044,0.1434936,0.039369,0.0607,1.157157,0.023372,0.0,0.052306,0.230132,0.0690706,0.024945,0.130334,0.060077,0.0,0.130236,2.9453132,1.1037332,0.708063,2.199434,0.208269,0.0,0.748972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_b,,,,,,,,,,,,,,1.203,0.997,0.0258044,0.0072938,0.0,0.649841,0.012332,0.0,0.022637,2.8672432000000003,0.8935088000000001,0.586411,0.228288,0.121531,0.0,0.62611,0.1497648,0.0432738,0.061979,1.210405,0.025217,0.0,0.062602,0.2432464,0.075802,0.022325,0.1183,0.067377,0.0,0.139722,3.2860588,1.0198784,0.670715,2.206834,0.226457,0.0,0.851071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
