Sample_ID,Grade,Prep_of_Mining__Electricity_kWh,Prep_of_Mining__Carbon_kgCO2e,Prep_of_Mining__NaturalGas_Nm3,Prep_of_Mining__WasteWater_L,Prep_of_Mining__LiquidFuel_L,Prep_of_Mining__Fluorine_g,Prep_of_Mining__SO2_g,Actual_Mining__Electricity_kWh,Actual_Mining__Carbon_kgCO2e,Actual_Mining__NaturalGas_Nm3,Actual_Mining__WasteWater_L,Actual_Mining__LiquidFuel_L,Actual_Mining__Fluorine_g,Actual_Mining__SO2_g,electricity_kwh,Grinding__Carbon_kgCO2e,Grinding__NaturalGas_Nm3,Grinding__WasteWater_L,Grinding__LiquidFuel_L,Grinding__Fluorine_g,Grinding__SO2_g,Pressure_Digestion__Electricity_kWh,Pressure_Digestion__Carbon_kgCO2e,Pressure_Digestion__NaturalGas_Nm3,Pressure_Digestion__WasteWater_L,Pressure_Digestion__LiquidFuel_L,Pressure_Digestion__Fluorine_g,Pressure_Digestion__SO2_g,Clarification__Electricity_kWh,Clarification__Carbon_kgCO2e,Clarification__NaturalGas_Nm3,Clarification__WasteWater_L,Clarification__LiquidFuel_L,Clarification__Fluorine_g,Clarification__SO2_g,Precipitation__Electricity_kWh,Precipitation__Carbon_kgCO2e,Precipitation__NaturalGas_Nm3,Precipitation__WasteWater_L,Precipitation__LiquidFuel_L,Precipitation__Fluorine_g,Precipitation__SO2_g,Seed_Separation__Electricity_kWh,Seed_Separation__Carbon_kgCO2e,Seed_Separation__NaturalGas_Nm3,Seed_Separation__WasteWater_L,Seed_Separation__LiquidFuel_L,Seed_Separation__Fluorine_g,Seed_Separation__SO2_g,Washing_Filtering_1__Electricity_kWh,Washing_Filtering_1__Carbon_kgCO2e,Washing_Filtering_1__NaturalGas_Nm3,Washing_Filtering_1__WasteWater_L,Washing_Filtering_1__LiquidFuel_L,Washing_Filtering_1__Fluorine_g,Washing_Filtering_1__SO2_g,Washing_Filtering_2__Electricity_kWh,Washing_Filtering_2__Carbon_kgCO2e,Washing_Filtering_2__NaturalGas_Nm3,Washing_Filtering_2__WasteWater_L,Washing_Filtering_2__LiquidFuel_L,Washing_Filtering_2__Fluorine_g,Washing_Filtering_2__SO2_g,Calcination__Electricity_kWh,Calcination__Carbon_kgCO2e,Calcination__NaturalGas_Nm3,Calcination__WasteWater_L,Calcination__LiquidFuel_L,Calcination__Fluorine_g,Calcination__SO2_g,electricity_kwh.1,carbon_kgco2e,naturalGas_nm3,wastewater_l,Total__LiquidFuel_L,flourine_g,so2_g
L-395,Low,0.025489364053725514,0.01560445824360179,0.0017045702910912924,0.2050119289230034,0.006035541494960903,0.000332881794581191,0.002589006530302014,0.06920417597283393,0.04307462501888815,0.005159777741494316,0.5181976415713418,0.014290259341588401,0.0008339214659163033,0.006719869140763483,0.1990160769997017,0.12418734042102149,0.008850397046896661,0.8386224952074182,0.010238032942224196,0.0013497496669312838,0.0094324652051194,0.48762975374367945,0.2695942466577842,0.033219013996125535,1.6430924833544238,0.020073397261171085,0.002030398142577799,0.012152905027857208,0.17339856816552626,0.09863132478948465,0.006534035721207105,1.1462806869046414,0.006855340320504337,0.0006853257707655235,0.005141657115393296,0.15231403481381692,0.08807086366965905,0.006058829767929603,0.7651205795503195,0.004163060324348062,0.0010391307840769133,0.004295973504560233,0.0834579569093065,0.045623069340399246,0.0034452559374739946,0.5009593101571272,0.0025623009719803144,0.0004923347890173997,0.003329485290848255,0.1114375790844068,0.06726240288913858,0.002517041149118024,0.8255265741257831,0.00368142421169075,0.00040960664924782837,0.0035094801968720644,0.0753579645787804,0.04542647605042558,0.0017316056757054649,0.5432012032275945,0.0023517332763185656,0.00026481090687756906,0.0024363329175187674,0.5878170097176608,0.3764017586460974,0.05272617504775758,0.33660389315974093,0.02561074844361009,0.0016691722369265938,0.01553310990394482,1.952556568009687,1.1829212128703772,0.12052521391894357,7.330639865693801,0.09631542612051609,0.009188236673963984,0.06441684989265772
L-396,Low,0.025913297739351655,0.01590059509608821,0.0017147486562689327,0.20133921334190036,0.006167273516308668,0.00033165658066765805,0.002587685219950686,0.06719842172156867,0.04123093241599037,0.005202848918784074,0.5151945519684055,0.014598388841546968,0.0008273748083864283,0.006826519524660318,0.20542577076779175,0.12320984059091511,0.00826022697020939,0.825437727374417,0.010264812136514834,0.0013542878622277773,0.00948482357887367,0.47696429630912385,0.27146305240269586,0.03353588493663409,1.6953701834025277,0.020471913386340333,0.002092216744146033,0.011609903153749875,0.17023553970114014,0.09583124472823333,0.006969700818312326,1.1170621077018388,0.0067335453963360955,0.0006617061249113008,0.005036740476243457,0.152232478843176,0.09155377460640762,0.006194306374360272,0.7828847768201413,0.004317338341695814,0.0009706664771103013,0.004239824114647403,0.08510876688254328,0.04651315967892766,0.0034779855840325765,0.5060978623594843,0.0026326589221497285,0.0005101077865438025,0.0034009548077198457,0.11124044590011009,0.06407274936752876,0.0025971169879979356,0.8304218937981199,0.0035115643276818274,0.0004159481887683251,0.003593564916389568,0.07257298019014903,0.04474625486577093,0.0017569605614720326,0.5306643692720122,0.002288801329768632,0.0002672929050777315,0.002379085986695822,0.5948757567846094,0.3760653134488063,0.05050333405728765,0.3459581307607391,0.024991155342497223,0.0016801432368186064,0.014974377359714113,1.9472799778190792,1.1872449997721708,0.11913071503571435,7.251554544557321,0.09606970894893313,0.009255704307528523,0.06434494826664071
L-397,Low,0.02628788069414826,0.015324609784534399,0.0017156369566496126,0.2050790765955204,0.005922233092411185,0.0003412130539168117,0.00261483421282768,0.06895704390121218,0.042345670116276435,0.005129974504316459,0.519843958675234,0.014351428411434372,0.0008559320749639508,0.006694433851765314,0.2005436446758914,0.12017829342889313,0.008711397356057833,0.834897938659347,0.009864974366699251,0.0013810122426800592,0.009519003052158376,0.5016932311305413,0.2697153197740826,0.03288953340804896,1.7260073699140617,0.020457600994470516,0.002068559026396905,0.011522945132302894,0.18172799447974894,0.09656043284410593,0.006807476417111732,1.0905022755527816,0.006836451684636315,0.0006607338742738094,0.005113985251317697,0.15354080696325959,0.08029374322280462,0.006079399769513477,0.7734257611750445,0.004224790236764758,0.0010328764160395334,0.0042526677897719144,0.08392031619651363,0.04760695141120181,0.0034699262306025517,0.5114869522440307,0.002618765683404672,0.0005131878446022961,0.0034453848116614573,0.10947960093348269,0.0654727385479358,0.00258381138577751,0.8072457991447869,0.0035017037613525757,0.0004259545226740622,0.0035177041170757193,0.07340085847799059,0.04574565393513255,0.0017990009975474828,0.5490216643650799,0.0023323588746188,0.00027158927678666984,0.0023237206679178886,0.5918861206687654,0.3966604763398715,0.05368768502193524,0.3520184776503513,0.025980343443069376,0.0016873157069524612,0.01538427618455419,1.9784596824691474,1.1854451657197285,0.12068698041266152,7.372780133069237,0.09487970067975994,0.009189533011747714,0.06428033393397539
L-398,Low,0.02502972585017069,0.016304164237665817,0.0016981161284660505,0.20308347469203653,0.006010883961595287,0.00034980626012380827,0.0024901949190088125,0.06882628505033365,0.04446605610317535,0.005064022474905153,0.5134779491703296,0.014635315647515643,0.0008522559328361691,0.006807438423351509,0.20147220621204162,0.12129152560965613,0.008445144699277188,0.8363640998009777,0.010063255869051083,0.0013860323083680142,0.009638731218646255,0.5003884475678424,0.2617532844411911,0.03264031750994861,1.6896672497577254,0.019924089789014717,0.002126279419400941,0.01200674881689192,0.17088953609394497,0.09841108562461147,0.006493911178784889,1.112167961704649,0.0068353788673021915,0.0006687526689716798,0.004900089355507438,0.15446130819613602,0.08905162952234247,0.005851605377897539,0.7536526559070476,0.004168438093066634,0.0010434000562902302,0.004201268781247905,0.08543893187652853,0.04633785804477706,0.0033309161114123665,0.5290278680096625,0.0025651085369730155,0.0005249875016796506,0.0033614232556584554,0.11542392818111023,0.06621478520621361,0.002744226049079009,0.7994191742709593,0.0035502230798655,0.0004059235511688679,0.003501046215165691,0.07361214189336517,0.045181287844913605,0.0017323720398833612,0.5427193226343402,0.0023568739524261646,0.00026883297745362145,0.0023535222826050503,0.5826783309179309,0.38084712696159795,0.052648201672096495,0.3367103670923104,0.023887869684660685,0.0016530448633690997,0.015881547469193298,1.9407581456167735,1.1675859350043454,0.12187956895044764,7.328963521175629,0.09579918569091336,0.00904681345741612,0.06376373721055578
L-399,Low,0.025476878724160098,0.0162266091119717,0.0017115079150669885,0.20628353563412033,0.005861064661443567,0.0003442191305594218,0.0025399983696821333,0.07108684596423501,0.04266615782457844,0.004903547013888242,0.501407906550019,0.014586395151466572,0.0008283251583268967,0.006898333362632533,0.19928295838426016,0.12615369109393582,0.008557966925294883,0.8308998424048573,0.009873537997331755,0.0014146492479525288,0.009378711586513542,0.5043258338218218,0.2683902104164062,0.03540623439496634,1.74225531389261,0.020946141417602593,0.002089218070983824,0.011947996336630146,0.17027864539787263,0.0976079942272255,0.0066004904312612234,1.0901546310073573,0.0065980812552203895,0.0006981002219655679,0.005014686702323397,0.14857681401869885,0.0862242301298629,0.006030076374530996,0.7474643145426703,0.004113947930163582,0.0010418178450010255,0.004352494553819988,0.08552285688358208,0.04704229527546106,0.0033709320191714514,0.5172237642350651,0.0024891226650014405,0.0005091292495234,0.0033590777948076756,0.11256541345099823,0.06891371092124082,0.0026118288352379583,0.8083009015668869,0.003648140260350737,0.00041059502352797355,0.0035670697367038,0.07497842362722752,0.04486147918529183,0.001700439190820212,0.5426265334996859,0.002300756188454702,0.0002727481041084433,0.002403263154693495,0.5892868463205787,0.4009406481867889,0.050347475137059,0.35360590288198224,0.024831993723444825,0.0016625101373586697,0.015569435846365562,1.9553413421211727,1.1723696148861094,0.11900759305701025,7.359595263977067,0.09531624577043629,0.009305486294824708,0.0655565583664429
L-400,Low,0.02523098690854039,0.016239577217532785,0.0017629166386425549,0.2072513944291399,0.006079852989926456,0.0003477238760008192,0.0025365277100172,0.06822109885727602,0.04404129553517929,0.005110622473122372,0.5156412499844208,0.014519254738758437,0.0008043339911982391,0.0069303193955385055,0.20176850147775824,0.1216094777130851,0.008336952541913287,0.8563775992786249,0.009915167164461322,0.0013625764399920698,0.009448292396511912,0.47868632274764555,0.2719568666745171,0.03336467841217204,1.7023949101519897,0.020311309538781137,0.0020630580701278215,0.011392121085064657,0.1708848896350437,0.10172476922857432,0.006654328870085567,1.0610997774949444,0.0066071495642872425,0.0006904516019460622,0.0050586187212362565,0.15346055296919112,0.08708069997610175,0.006101519876444731,0.7674395984010792,0.004143692032265056,0.000982440660715733,0.004273845409440332,0.08363169971361649,0.04454210745252109,0.0033901102032213694,0.5149775958950218,0.002512091341124702,0.0005167326911621778,0.003385635969980316,0.11276956226154214,0.06838128429552849,0.0025102436775716924,0.8169629939219001,0.003351456691159282,0.000402041170969407,0.003702802970299279,0.07548509680367832,0.043472669626122444,0.0016843103956896426,0.5397397729284157,0.0023268498173483485,0.000264287611003509,0.0023154924929520327,0.5921316796268931,0.3871922293261051,0.051897043073211496,0.3417538021525619,0.02452109174617357,0.0016747894344524084,0.015220457391913574,1.9586605685737914,1.1896749234220905,0.12135323604327419,7.322770902393103,0.09460464666986741,0.009109164036703843,0.06495999361513412
L-401,Low,0.025393416790561157,0.016490921368488305,0.001701427305937708,0.2073117674400295,0.005994858880171338,0.00033858021660014635,0.0025285318263535265,0.07029189534951033,0.04291483724120601,0.00502127389182049,0.49331497214697334,0.014545711859776655,0.0008801411263131302,0.006761331083070827,0.20738883733302255,0.12153975241933936,0.008703596233274434,0.8636619933849402,0.009740036149618705,0.0013511151839833485,0.009226290734664112,0.4652203649012439,0.2722470174529148,0.033217329703131945,1.654158227604449,0.021430238226289894,0.0020468421831597835,0.012058255942739099,0.16387873418711973,0.10211601335850559,0.006924720625791851,1.0909524644623967,0.006837962349578008,0.0006751242419764309,0.00514780847209003,0.1481390696608173,0.08539010589864549,0.005864085377483792,0.7605084903879823,0.004185018037409106,0.0009922274773744354,0.00423773784971872,0.08443518624497512,0.04663356325404466,0.003373977535005636,0.4965128901575646,0.0025747293287638816,0.0005055681396254328,0.0033411537734541275,0.11223243671718952,0.06710987854897507,0.0025191455774188016,0.7873211793624223,0.0035708417505516347,0.0004127178815814988,0.0035256866743703726,0.07524487145688923,0.043314562955836675,0.0017544113341922852,0.5502377200995459,0.0023701089354011117,0.00027761243621087574,0.0024143540889190584,0.585545949405389,0.3794189475077857,0.050515011889390275,0.3473595221136661,0.02385645581979509,0.0016315415905638763,0.015447457601795608,1.9675286454108571,1.1803124285653044,0.1193580881925527,7.278526115458125,0.09311101353324791,0.009243644451574209,0.06524683157057437
L-402,Low,0.025914490485528713,0.01614736523117643,0.001730110216132625,0.20522828343867222,0.00622271311566132,0.000335923697865109,0.0025413723877006893,0.06849762048543981,0.04471539811783569,0.005190663408582241,0.5159207702527548,0.013994926630962455,0.0008443188554972882,0.006881484150890383,0.20947456407649964,0.11702643654079309,0.008336748706667823,0.8436802423262262,0.010393024470625402,0.0013894741411516617,0.00974983575020564,0.4992271654765916,0.26472530430410174,0.03425877265333657,1.580764519309461,0.021246936399523183,0.0020582382306351477,0.012243948465309195,0.16860991138080994,0.10037126982852351,0.006579674204535054,1.1269179841943242,0.006772239833748315,0.0006820395176926117,0.0051802059494677165,0.1549984799113449,0.08615105828032467,0.005864609716455734,0.7493329965523812,0.004198511898559979,0.0009899599249360508,0.0043404159370256145,0.08313102382757533,0.046516095400485125,0.003468149723780235,0.501668891343355,0.0026121042358546627,0.0004979914900373236,0.003433606282951969,0.11101601018831736,0.06966707179411294,0.0025910076768347616,0.8202625969390709,0.0035093317421335947,0.0004083436901156085,0.003594007620395767,0.07281816538640098,0.04481724356570174,0.001702276492466244,0.5489704754630379,0.002390111163498315,0.00026933373259236895,0.0024236396046067523,0.5774913533640124,0.3845278095922048,0.05086818986079584,0.33555786567342716,0.025828556854950963,0.001679771177925926,0.01574674461540253,1.956210614855615,1.1673023339823236,0.12094092294621692,7.27965009489059,0.09552004477337134,0.009146526521879455,0.06437849060687113
L-403,Low,0.02519158590414061,0.016685267610171098,0.0016136950915312041,0.21108535711317256,0.006080004787070272,0.0003306860303481734,0.002564140462613284,0.06753745989048743,0.04410736972311105,0.004971564360930856,0.5146714249236344,0.014278456417344638,0.0008623295538547408,0.007006388398848569,0.20446964812894494,0.1256967268540998,0.008365760366806951,0.8331841010769209,0.010253371963475873,0.0013819190019891577,0.009454693665694621,0.48494935024368513,0.26522929852757715,0.03390366135174571,1.7576241261519008,0.020174861668486605,0.0021448202611233235,0.011611221856652535,0.16469776981895093,0.09716642075985464,0.006714100623936822,1.1357431591370895,0.006969761057708923,0.0006650319828465366,0.005023773660591165,0.14626725132418997,0.08116834460264163,0.005853091222795496,0.7634693330075915,0.004160471640485403,0.0009901284488924114,0.004243102999328057,0.08651907925451413,0.04791718168570181,0.0033952906401012607,0.5024170781396615,0.002664758729946513,0.0005279161894860393,0.003385093861123582,0.11515954418034675,0.06395983527369375,0.0026347464728539837,0.812402291974815,0.003536525716053076,0.000394369776493607,0.0035029393771451936,0.07407284622551673,0.044290822305670864,0.001747911085246334,0.5364792788630707,0.0023013091337565892,0.00026648108711657914,0.002355853689675967,0.5815590055118715,0.37764952632131843,0.05128394734590719,0.3327516993123554,0.025102097850113293,0.0016459637919049145,0.014804291689126519,1.981460752493106,1.1908015487790555,0.12311092357909093,7.316078358024664,0.09469076388178514,0.009199402905351971,0.06406091148459173
L-404,Low,0.02596241641077095,0.016415891972104735,0.0017080036563072753,0.20872879549696396,0.006078083563784497,0.0003510634861801087,0.002528366737999866,0.06717775121361398,0.04481316157970433,0.005158088413767708,0.5066231097509226,0.014691884184005157,0.0008120774711771653,0.006548005209836912,0.19927829968456048,0.12633485956250043,0.008832089107038981,0.8503017083692892,0.01009517346041,0.0013756803321086954,0.009499923650404288,0.4838296352229106,0.26266166964204923,0.03282898600703775,1.663829832254295,0.021019823584525612,0.0021300496221104514,0.01178803476857887,0.16892159644975155,0.09700771327519127,0.006925931171364463,1.079661511584834,0.007089899119248888,0.0006708588380617424,0.00508822355699583,0.1453184773705289,0.08310359836286058,0.006039354277232109,0.7365383384901316,0.004204079506422508,0.0010524174105899712,0.004221527396654628,0.08461812432883706,0.04656161962435735,0.0034900680329438176,0.5105221442498701,0.0026589029997605386,0.0005199903123832743,0.0033365749378601833,0.1142862627404077,0.06816062036863103,0.0026108892933680056,0.8206532971219919,0.0036701956020569297,0.0004065556473316102,0.0034779454049683137,0.07296766791259687,0.04527905590556855,0.0016505966754187743,0.5538016885408426,0.002235248871774503,0.00026263637132982183,0.002432236297114479,0.600384064783511,0.38778644541167173,0.05091473201924783,0.3461623492946978,0.02462282645686782,0.0017245312397110475,0.015621265021767321,1.973626292443516,1.1874888307976348,0.12022198908557985,7.360164149779797,0.09577230549767796,0.009282168591163308,0.06439487889028923
L-405,Low,0.02675108390704148,0.016615734186755257,0.001690015722200315,0.20516114791718323,0.0060861992255947924,0.00033587947349319336,0.0026040055368005423,0.06785606203621589,0.044373606257231135,0.005118259285248042,0.5031790907875086,0.014353830627041793,0.0008082061983589119,0.006781494366631508,0.19936571046219953,0.12290413067682576,0.008794550809820043,0.8369935989106408,0.009832897391314516,0.0013611339892581084,0.009638616476654148,0.49032979795506587,0.270047779760664,0.033631961749728136,1.6883877989553981,0.019694662098972592,0.002088393357855244,0.012220528330029535,0.17454627586884197,0.10141996091953517,0.0067039314633883336,1.0729334265672086,0.006831192406172205,0.0006573400079192011,0.005173528241751989,0.14929957299860713,0.08488929319272435,0.006194043638782591,0.7904533926837307,0.004462567032840844,0.0009996359160690095,0.004356939346281915,0.08331037416547885,0.04595759991248124,0.0032915044264897934,0.5092292720720614,0.00262329869914584,0.0005245476293866466,0.0033729859622878763,0.11489146074681439,0.06642602512372929,0.0025701680474988957,0.8069277108210107,0.0036899949263792327,0.0004240591969329785,0.003478164938210417,0.07486982981050788,0.04397888762062813,0.0017048037339083776,0.5576111799065037,0.002365100032464036,0.0002645258128141975,0.0023650985193419153,0.5837890859412859,0.38933360752296653,0.05147643270484253,0.3437965568609854,0.025830267855653878,0.0016556069540345148,0.015268322675213332,1.9766106359171398,1.1665535164125294,0.12020735388275933,7.311766958457409,0.0946966149183485,0.009215466602553981,0.06482432370624315
L-406,Low,0.025775017128288495,0.016618580866113584,0.0016982459899972,0.20689654326281273,0.005946445944766055,0.00034885886865266104,0.0025171962549426037,0.06553561206826984,0.04227795031671251,0.005095638062394346,0.5006222544323492,0.014749854777294893,0.0008605386197553854,0.007057631978765876,0.1979765722179278,0.11951867176188555,0.008658690264753004,0.8295986390774057,0.010130320348179876,0.0014226587370702389,0.009659173643229563,0.48632993275089303,0.2689335512938984,0.03417669725034035,1.7279946023643995,0.020560093158651437,0.002088379770405148,0.011835623504625348,0.1755726743497194,0.09878232630784986,0.006651054097864796,1.1164036596275386,0.00681249312226875,0.0006791701576094642,0.0051347790480356864,0.15248070809002068,0.08562833258991975,0.006059189372175491,0.7746628545990513,0.004062129595684185,0.0010600816916433852,0.004341400771556199,0.08466542205387491,0.04744343824560578,0.00351464002310382,0.49446548332784945,0.0025816607078263712,0.0005339928088574088,0.003291165911877976,0.11330793691209647,0.06681353201362482,0.002642690276717632,0.805204321210712,0.00359853117058783,0.00040220582235965085,0.003708052788797586,0.07327826643390978,0.045231440067347965,0.0017523408485494133,0.5281765567261568,0.0022666477498952983,0.0002592897662318243,0.002356833031693529,0.5957740541115054,0.3804296245026684,0.05268321421031923,0.3387932372861918,0.024767130721560438,0.001647607143788739,0.014908020906142279,1.9490520140377257,1.1702897468866966,0.12281311242122846,7.4439425229186424,0.09562080919284868,0.009104554059500482,0.06493383062220087
L-407,Low,0.02612213276777378,0.01590829413574834,0.0016823086829031784,0.20591291755241142,0.0059350880063036675,0.0003440943406101403,0.0026146987034146862,0.06709140787322251,0.04259264978967715,0.005224079034702464,0.48914117072571034,0.014317294162728677,0.0008586633711031405,0.006435213244804545,0.20557247317357186,0.12225054709727076,0.008325741139735547,0.860079858922659,0.010315525047748521,0.0013840630233094755,0.009742495464169798,0.4708549182230384,0.27041493698130475,0.03362155585895322,1.7053658236358062,0.02038698194730918,0.002115189243379536,0.012136208082864254,0.1746706595107268,0.09998940531968098,0.00701629972367733,1.1400129559178351,0.006892753848148081,0.0006506190770018335,0.005248316476278437,0.15479074014726604,0.08547684566187205,0.006013042200167617,0.7125563498775809,0.004209254713006718,0.0009816184209527718,0.00427247646544121,0.08442424671192394,0.04812747128521642,0.003412899869675534,0.5148449792855994,0.0026031001386656004,0.0005364346187186354,0.0034322932669989133,0.11153784930276633,0.06658640028287575,0.0025733200855130463,0.8062002428775822,0.0035608120770224895,0.00041925051437133586,0.0034729287147136443,0.07414944717114885,0.04566248494135204,0.0017029920090287046,0.5468989583385019,0.0023088207150626845,0.00026238425599099793,0.0023011815238476326,0.5848298806031852,0.377666269938995,0.05146819136314748,0.3285201515130431,0.02525974603187408,0.0017021523377351996,0.015143644932856757,1.9940986597029902,1.1586750638552885,0.12213471287945725,7.297079240022457,0.09638722482567648,0.00910244454581197,0.0644947015632375
L-408,Low,0.02590893658697263,0.015769649321550998,0.001770802344280135,0.2040418313436385,0.006055686426139451,0.00033993396923553883,0.0026631284840637533,0.07095931039115053,0.04345846744553648,0.005110396417514035,0.5038569526881311,0.014352990118040006,0.0008477984197344628,0.006682320362554246,0.20360392202425345,0.12582493930747268,0.008490613382808938,0.8188558365067122,0.010037456804214645,0.0014160044338471086,0.009386886086907057,0.4894795208106336,0.2729621747846212,0.03456318605948582,1.7302452747777024,0.020095352847445996,0.0020841472185554794,0.012336273797244264,0.17446021485900792,0.10059334850637808,0.0067723527243766166,1.1110136267988289,0.006746546829161224,0.0006639294299708322,0.005238962913089153,0.14692785781677767,0.0841227666330789,0.005908559403194487,0.783631419160132,0.004222869344945565,0.0010124675801600688,0.004170293561211036,0.08569909073284294,0.046842910956974994,0.0033636136796922995,0.5146700114682109,0.002504660113287769,0.0005153393942503743,0.0033136896752111442,0.11375002420180608,0.06629218442757298,0.0024834102545845654,0.81674067198389,0.0036684821646247403,0.00041883484710491815,0.0034290591987736936,0.07644712491622732,0.04337669472946823,0.0017064133934809782,0.5358871808287726,0.0022377652137746036,0.0002713697925557322,0.0023927131692659913,0.5807555592281072,0.39038794184469783,0.05344040893478018,0.3306654804472825,0.02503540739209457,0.0017111409099620492,0.015086844417421549,1.9938889379679159,1.1813835903265928,0.11929667977107349,7.388146516363631,0.09522330587591273,0.00928014842842826,0.06421811928421178
L-409,Low,0.026021331105618918,0.01573174220845534,0.0016701747712481914,0.21108586465588974,0.006159124162196856,0.00034544460149220645,0.0023898626485081248,0.06888902643887551,0.04272601541311914,0.0051602747805648535,0.4942998740461934,0.014727441019253776,0.0008448410715086646,0.006938839457987342,0.21127512223633127,0.12321191947296282,0.008699732035521341,0.8157475025952594,0.00999404605269292,0.0014105833481804337,0.009506547689982955,0.494300226822867,0.26037418591521305,0.03416542633966917,1.7126229500534262,0.02011226655933564,0.0019965942239982067,0.01151195889070029,0.17355660132180614,0.09829585482347175,0.006789972192133511,1.1053629718432598,0.006853157559826578,0.0006713532759900535,0.005116157806472309,0.14833331724412593,0.08394206418004425,0.006070377875133822,0.7626276716452974,0.004252978099061774,0.0009887565162473649,0.004203252925961587,0.08172233475299644,0.047068547566567136,0.0034125001456959737,0.5099105931177372,0.0025992537715706057,0.0005195016525033139,0.003339656259282349,0.11477638954155017,0.06683362566655839,0.0025421592565692728,0.8135773761695114,0.0035199224728500356,0.00041857477101293916,0.003472014542639094,0.07319814987869169,0.043442163036048906,0.0017628423342801723,0.5214140846131008,0.002265401042219887,0.00027753310834951084,0.0023616297521461462,0.5934036949418873,0.3863433515732927,0.04998468222054957,0.3416550911758993,0.025008444992447823,0.0016870940440005292,0.015084263623793295,1.975110980837252,1.172548902908824,0.12114436372892994,7.270179368555588,0.09580529635317915,0.009363218493320872,0.0646473258480999
L-410,Low,0.026202594373751654,0.01575303383375719,0.0017271674125382886,0.20225854372432284,0.006031604148417034,0.00033016134012224416,0.0025343186172711875,0.07079205143300876,0.043497431609795724,0.005201155319019215,0.5103879376254059,0.015167407430174128,0.0008659894733035067,0.00680478227378998,0.20136190777408658,0.12261829941143765,0.00870963639358468,0.8459835055036237,0.009941307862244758,0.001371549197602942,0.009466853213795982,0.49064551657219635,0.2756830937757614,0.03349111783301404,1.668359334746492,0.020103171317356935,0.002062597948725951,0.011759675115095816,0.17527952636857114,0.10059611760764883,0.006517581979793239,1.1247606170935218,0.006664852244933819,0.0006624088519162932,0.004893859433970131,0.15439039317399178,0.08224096420449689,0.006069335525592419,0.7922525137958556,0.004241789977004956,0.0010210084061246891,0.004216553613054283,0.08556889827467196,0.04692975811838191,0.0033790239937105896,0.5113889506555929,0.00258165094585684,0.0005120717403304272,0.003389932374765237,0.11351784528471036,0.06806114901031286,0.002475203215634718,0.7856793974306387,0.003644150629401967,0.00041543350445450317,0.003441856550156828,0.07233005540731238,0.04455843487270697,0.0017618003219947594,0.551258258064161,0.0023731340528333573,0.0002742650416861731,0.0025373526437244935,0.5863338358261926,0.38388377733043433,0.05104884644352154,0.3416173628869859,0.025521238830896405,0.0015996012180079686,0.015587557969557804,1.9459926793653481,1.1731325909429215,0.12261271077097398,7.214299387899238,0.09531973854026667,0.009098825985958242,0.06453578989921646
L-411,Low,0.024705590788058587,0.01661571438443318,0.001744834743363887,0.20260386602180763,0.005982686717955996,0.00033405645346814097,0.0025850225942534487,0.06809511987507362,0.04197520494559935,0.005335644730026328,0.5002352041647944,0.014833171576666963,0.0008462766846672831,0.006658820561964456,0.20966554822599692,0.1258787143328792,0.008331033392411346,0.866145468417682,0.01019753158534586,0.0013702607136275161,0.009265201439812897,0.4787704684935417,0.26525413975115547,0.03404351878701749,1.7904151078710375,0.020939320391004657,0.0020252325192178637,0.01199033046999794,0.16832841535895793,0.09915816644484095,0.0068944981764166675,1.1358774601490427,0.006579921230042615,0.0006867569699920572,0.004971333495616136,0.14922421148847279,0.0817434660622477,0.006105966186079852,0.7678681805268933,0.004070187741944586,0.0010192774894475626,0.004316696807885646,0.0824589531985485,0.04635602736940442,0.0035116776365160854,0.5188921128862231,0.002546662292843652,0.0005502111872713187,0.0033411527302660824,0.10833657017120465,0.06774183036174562,0.0024984893978999495,0.831849206482113,0.0034831217857719684,0.00042919373987326516,0.0034452460717672878,0.07330980950328904,0.04402297326757572,0.001730484526388239,0.5534955328531015,0.0024296371272321086,0.00027376556656706104,0.00235087794670305,0.5970923530899188,0.3878058043302765,0.04967733441268045,0.34400822070270637,0.025884837733484652,0.0016977516841644082,0.014581468506170127,1.938887110517783,1.167757045888541,0.12057651490238727,7.230659665279617,0.09498565658221651,0.009280293413129114,0.06562125101385072
