Sample_ID,Energy_Type,Thickness_mm,Length_m,Width_m,Number_of_Sheets,Total_Weight_kg,Casting_Electricity_kWh,Casting_Carbon_kgCO2e,Casting_NaturalGas_Nm3,Casting_WasteWater_L,HotRolling_Electricity_kWh,HotRolling_Carbon_kgCO2e,HotRolling_NaturalGas_Nm3,HotRolling_WasteWater_L,ColdRolling_Electricity_kWh,ColdRolling_Carbon_kgCO2e,ColdRolling_NaturalGas_Nm3,ColdRolling_WasteWater_L,HeatTreatment_Electricity_kWh,HeatTreatment_Carbon_kgCO2e,HeatTreatment_NaturalGas_Nm3,HeatTreatment_WasteWater_L,Finishing_Electricity_kWh,Finishing_Carbon_kgCO2e,Finishing_NaturalGas_Nm3,Finishing_WasteWater_L,electricity_kwh,carbon_kgco2e,naturalGas_nm3,wastewater_l,manufacturing_cost_per_unit,Quality_Score,Transport_Cost
NON-517,Non-Renewable,5.496235169820506,3.484312686944604,1.8847092559299838,29.96636880751972,2800.6676800414207,5615.8194078286515,747.3875349925931,425.5913656454206,17423.971477307266,3884.827621561476,2163.332198909111,242.32088069322833,17989.59884075365,1998.1114469132415,590.5313189247669,104.8935649852719,7286.851405285602,1428.7805841298525,792.6005407813041,1104.6325859098465,2325.971628739585,1286.5933448788392,795.0819358094627,113.31635401392589,3110.605768301323,12788.78888734229,5919.276437975135,1828.944886101377,44269.39663043871,4075.4432592907024,80.90895312172353,478.70230585495756
NON-518,Non-Renewable,6.484173135596155,3.115996746065987,1.580163662909545,27.946410152938277,1100.0019142786232,6550.490456931783,3102.133745521598,628.1687255954542,14428.425426594986,4722.3404782865655,1973.9501605034477,385.643192226032,11443.948937364512,2649.0843360998433,476.88878733771696,175.1636376942146,3926.721249720167,2373.074469845516,0.9377599999999999,1259.4200643535476,5353.120384485955,1887.1571146388892,550.3729158334902,138.28327874284292,2460.1779740352645,20375.571542760743,9066.949598432475,2669.9900892115224,48239.986837539815,5177.790879680442,81.43528472846843,429.8583360751076
NON-519,Non-Renewable,5.81359438630887,3.2349404403155875,1.4369167059461287,17.727349294711622,2629.969167505176,6436.4744728321,2887.698534141852,690.973655095881,10504.1408521656,1041.439135595329,1527.3582145908115,184.8510027536285,9263.554284491383,2295.4993790710896,539.1214801128481,99.53342486085582,5335.769723766022,857.2320567111462,635.1583619977607,765.213379122474,6118.409338678366,864.352668344023,383.7119561320173,81.68408382169717,7368.421028988316,19030.526780872944,5105.040257220713,2462.134178380018,49848.59904368543,5361.6341733275285,80.8988436185944,325.3029779681493
NON-520,Non-Renewable,5.668692083388375,2.86351374231961,1.7607508451547713,22.651589015575894,1359.504836954309,4870.657764127469,2107.2702258031827,703.0535295938954,10959.960860680067,3620.8256972460176,1607.936809703092,282.89953329421047,11240.862028746777,2055.2544685171224,742.2763925001968,87.5448019384965,6202.336651791747,3993.387708537824,1026.436517283098,838.3061555299846,9330.141762356358,1693.4722500597472,619.8020027852174,124.44700084420528,2394.800829943206,18421.25564230634,7783.425351359856,1849.0954553097592,14690.42550099664,5482.673190223359,82.02249819308238,161.10113573389822
NON-521,Non-Renewable,6.112443580361816,2.845131368231861,1.908482967631266,24.761980690643032,1791.4334031558146,2672.5939860510834,1702.8193084229456,412.2923294151129,18744.486225175337,3772.0905493997743,1042.0430982251423,218.88050919461912,5155.584916743349,3093.6985866391087,999.1029100667357,135.3422630764106,10352.576426188978,2692.573818415067,1328.1688183368296,1315.5825467414352,5483.2382226433165,1425.6280173321043,547.1595749802179,50.68729057267081,4556.539719602817,20888.73440634319,4088.6017335797223,2027.067328844354,24796.276108906197,4162.840035255843,81.5611362031976,524.9578899994617
NON-522,Non-Renewable,6.490330232622226,3.075799936667905,1.7207533694275297,15.934902576307785,1139.2233463407897,6523.049261530427,2149.601048064532,832.5750912853523,17170.515280376705,3444.2187796890416,1474.1938503376632,247.94794472738852,17087.862750264198,2825.325398123794,734.2205219264536,147.96636934278084,8870.659510243726,3227.60783138739,1478.5385156933025,374.67230785766435,7425.844003967262,1078.8827905566525,801.6823206830798,153.5165969559913,4166.574670828486,22863.592039530937,8492.584527712981,2214.966302965325,68989.2344689311,4865.184449516345,81.76201170089375,442.0436555733796
NON-523,Non-Renewable,5.622165247831241,3.0996127616129447,1.6735713916459038,33.98783414247684,1884.3188740960977,1478.2598840522105,1529.460205338106,341.9304718982554,8370.400973786578,4535.734694143249,1643.085683248968,200.46089336895392,7983.273803980478,1497.22711608981,1062.9287983558006,181.98801091565082,7321.325635654566,1772.7212640382713,415.3696154531807,1542.0698128179197,10159.881283150386,462.14258334591966,890.917943634534,93.91078662709711,4373.43124675463,8585.702014091486,2160.8421845868215,672.4676410919465,51207.21244553546,4785.2271507455935,82.47341381349663,473.1522841390333
NON-524,Non-Renewable,6.181449054229126,4.046283318911719,1.7212714849475221,24.788969800690555,2315.158603022355,4398.835709004102,1454.0213532484377,424.21910784923773,7492.186236659306,4756.8565122481705,1082.4180307364927,376.75752332023154,11757.091786176858,1982.8169271692088,890.2214387859044,93.94686425198957,4380.98717723663,3348.592642885545,257.1208030384847,1127.540854490484,7668.31013901983,1986.4099605855313,757.3691440569028,93.03517074991075,5293.69118569245,11155.235568998414,4530.030806082806,3068.1158074334085,37995.40558848517,5162.358177629497,80.89963682952734,390.44060737459097
NON-525,Non-Renewable,6.259921160055239,3.591135939303845,1.8480459339032302,29.736486618970492,1911.2259456972356,2076.667377547648,1844.2312385525745,359.8561103760966,9101.20676852288,2269.5088524005764,1090.1906812754369,222.6891675402581,1599.4424089907516,2502.6481230724435,1234.1105468802953,167.13259226789256,5546.111141773152,2654.978341291044,834.4943081896577,1153.2575732108605,6491.353000863916,917.0800683935283,788.1639302672811,44.090190564783725,5214.31182424225,14673.537640540766,8702.079230302143,2390.746525936244,34046.877500351875,4528.577445832236,82.03003993131372,208.2248420711704
NON-526,Non-Renewable,4.7249566836700385,3.2091512046385313,1.718946688876164,23.930278471738607,2816.267142841693,4757.230318488661,2381.4347732418164,542.6788987021098,15708.094398991581,2119.110121049689,372.4442895671017,279.19010959402345,6946.261965897927,3052.4291561851596,672.6067126077015,148.8815834182782,5335.391023904837,2116.409244286898,990.1662775911128,1468.5128751253903,5974.478067401538,1144.7784899129351,626.6429237871605,36.965636306169515,5932.8924781211235,11145.21023367325,7000.25929476642,2359.728306374412,12773.828603484886,4932.4134838456375,83.37253730574812,305.91655642814413
NON-527,Non-Renewable,2.9416003716336867,4.087263750919742,1.6264919449967528,35.508239028678815,2207.2809634172017,5065.622235440511,2017.8746035334314,408.4138609393593,12185.977504265606,6046.662036375434,919.9579220846412,324.61795727329235,7392.464537289318,1878.3475063790793,1174.700239883063,163.3651379896843,7460.000872950103,2768.3559034837435,1848.40283579902,798.7961715120637,3598.4988542817127,2172.8181402371065,408.40491462279255,112.53373667990898,6739.733310460038,17299.21510794795,9289.337156771824,2255.728151783719,29750.138675982562,1252.559965050379,82.30461339630708,80.92000253253053
NON-528,Non-Renewable,4.647361158694838,3.3298332814602647,2.1638896068877056,24.04866377786491,1238.7927181707637,2822.212789192536,2117.270898398669,875.5516122336043,8441.05618101983,1209.9376653729196,1973.0441506707202,503.48134010208855,12551.863256070137,2308.759978326173,709.1217508071333,170.6643046585857,7236.312870189012,2959.8634144223934,661.6344736844285,1217.234793680856,6376.181616385317,936.4594027345079,529.2494865149857,80.19673577279917,4219.916233392831,17463.981199175978,6383.777729950285,1861.3944937682172,44045.220535736626,5976.787064267266,83.01394467524422,376.7389804500833
NON-529,Non-Renewable,3.601343851908984,3.608373987535909,1.464536083796152,28.476028823698535,1567.6032636564414,6675.855718034758,2194.6627837504366,438.1796086268266,8528.982414787604,4380.666774238654,1003.2146631102269,376.5404319918839,6999.028515343797,2251.0941425627902,597.7345147462905,138.7724233084453,4542.147545839661,2543.1650026047573,138.0212458105707,845.4072660696821,5458.642130295218,1299.2942033877353,716.4793497169676,72.56630519463715,6277.574658478527,10869.68706618524,3347.2171713277385,922.8779772471034,45974.96726782817,5047.770409781881,82.56480510318859,356.57293015189765
NON-530,Non-Renewable,4.802970576127288,2.93937329839033,1.7535351211637489,25.24045592348594,1677.2690808796324,8599.474573602129,1792.1709770038478,312.6973731278184,5651.30963713939,4899.312845048216,839.6374355870577,279.25258199548153,6853.565786165607,1925.7788210740312,777.685703643588,74.01379539282604,5036.107095303297,2096.3235740842556,657.3854761229709,994.4824183755312,5390.76685619284,1768.8128806752209,346.9301086757324,113.99696998585696,4751.952613368825,7668.935078948907,4419.313770528476,2093.2736542161933,41762.73318524057,4546.21611088447,83.08561049374246,353.4445745782647
NON-531,Non-Renewable,7.759347283356599,3.490323908365337,1.5980488990293464,26.37892510953908,3091.2775864277955,8711.004712113754,1502.8686652318368,574.1851980458781,6388.870402363127,4669.635629627456,1910.7698240909135,280.0966958620664,7575.481975506484,2258.126312633499,794.621136645987,142.3346504755622,6316.105932279272,2547.490555147373,1295.4794119364537,1373.5636997904746,4716.859218369287,832.8317815825386,431.8049975815152,124.31406947342262,4342.683653291617,11961.816476676015,5784.687738143454,1947.647672289511,49352.20213766987,5432.091576455985,81.65586842396489,368.2015846121003
NON-532,Non-Renewable,5.8953347580893265,3.2090587546809104,1.5383951796418012,22.97870440820764,3104.1100476438305,8029.611821893097,1525.3446563268667,436.33080880457845,11524.462776457174,5151.509628524975,575.5400168213012,226.4282395815885,11344.881266022707,2211.9302814682437,588.6064837535172,126.5879075455387,6623.277232147901,2333.9191576668827,625.4780759562964,1059.3490741158766,6915.9223285632415,279.33927060167935,550.7464377273946,132.875352142669,3570.3437940442773,13483.088486252514,4005.159396099709,2065.3540823737158,31600.448900540854,7166.025248548582,82.11926735607123,91.27012631628821
NON-533,Non-Renewable,6.544337224323661,3.3869758422581944,1.9494417803610564,27.28627635808414,1373.4165523040592,6517.69052903,1246.7407005421237,690.6499676494336,12794.29665649557,3733.8977549076285,1105.8748416661997,348.52894622059864,9356.677276314045,626.0014937141993,274.9675313671739,78.56019903417058,7537.691942348299,3480.982173414767,1077.1913390619159,1229.7517743654776,9273.132217060249,1505.3778201026876,595.977167961445,97.34718176869507,3411.693583533935,13777.70453683074,8968.913496985017,1448.9810134096235,42366.11215520317,2556.4079056715927,81.34484791363579,431.3289657569234
NON-534,Non-Renewable,6.498114563265144,2.955893898555251,1.7401013749804932,21.443596781522523,1771.784120527931,5346.379604912039,1362.0408603347491,365.151955708842,13060.896418265997,2731.2636085158956,955.5033778815048,191.80086878550424,9635.335353905699,2677.707473962127,1060.106980222211,104.22052463949032,10293.996222365115,1797.4134009215754,1323.9769628804067,876.5092355670413,4927.263547297798,964.9292787288005,468.9493588232893,118.65563247244887,5140.238401825431,10456.556993387225,3558.0383865650856,1561.1813807612634,37113.775557582536,4586.997562432458,80.9870323267288,372.6348668605884
NON-535,Non-Renewable,7.141783252125965,2.9970866797385467,1.6063301999137556,28.329303338167627,3300.293291658647,5747.068974477761,733.1923956841927,597.8159623126503,9905.917341803117,4264.9792969486825,733.7939674721795,143.38540195310495,8870.196972518519,3187.1461916324947,358.4925541479354,123.37400432846309,3002.1604648465463,2966.079124557568,1043.520982412787,637.1005761018012,8976.02933076127,379.8349958948088,768.5851544934234,147.31473987642403,4583.778573754498,19663.684123065497,5002.30647595212,1149.7100137199177,41405.8083845112,2470.020460291534,81.97653830443247,197.2767142927666
NON-536,Non-Renewable,5.959438171398169,3.2932556734438787,1.6189507968647192,21.220823396420045,2220.214353909994,4579.3439019442785,1984.0380624504721,203.44391758704376,9887.073239655729,3585.4371302201916,1674.159759683882,193.30988925961293,4715.509226499801,2318.9465721990696,677.2406321241044,57.1786690690346,2581.782325076074,2120.4397024617456,944.2109006326314,1596.2126579250578,4532.982766297924,1602.7380224551941,117.89916103615042,110.75545129852858,6419.107464412749,15888.926596549916,4130.184015932141,2978.9753186098433,42792.67785717228,5152.894434821146,80.91586352235018,383.59630190906506
NON-537,Non-Renewable,5.209697515480746,3.546832896281545,1.8696564990257256,26.061967194066,3083.3599621037024,7857.873748025059,2318.9920106177906,591.7438275220973,10950.462368054561,2960.6704980177356,1605.3330715481889,258.5423588431666,6363.956253986376,1422.4521710430527,529.481612453997,221.3154404655358,7666.107391721158,2735.342214810604,1106.130979976409,1303.2641474350169,4931.637189089954,754.8275767434554,672.0280387089314,49.04761721118351,4089.7427280888273,11568.64230004792,5712.561765404804,1998.9443093997288,45076.65291722996,1318.3974175006633,83.16857633667786,426.85408409371996
NON-538,Non-Renewable,4.2341110124856725,3.8442042945990216,1.9452879069616653,33.1588625549153,969.0509896500765,3870.6967192081497,2905.710509550041,207.28000376697344,5699.7406664053415,3145.1193111296757,1360.6616779496194,420.1307565133283,9260.186127610703,1561.8784327640058,768.7643478039224,160.67962861315658,6845.77561194287,2543.7249063722197,335.39274876436616,809.7137878758138,9224.622596456134,1427.9684539556736,419.26924749975075,138.06946733933165,2389.074943286151,14052.336741904186,5564.438840091646,1874.7074927420108,39731.11185205403,4621.941845588433,80.51385421265323,362.3765657245747
NON-539,Non-Renewable,5.147111701223684,2.747902590953867,1.6828908598341044,31.010994625482606,2258.860521391928,4136.258960968677,2295.246772689062,396.6137627939735,1200.0293230870157,2279.88429995943,1468.3292709639222,346.1739825594049,15909.690022074552,2244.5005119575962,1021.257025867875,168.259208724381,7846.833570587264,3698.96656755226,1129.902464643138,1489.0108896387735,5250.5607504161435,129.1845593688381,598.3004783011827,111.25388171043751,2778.5887989101257,8863.069924262943,5551.832732966128,2638.8286379930014,44903.01294207247,3327.650643703204,81.15009859896477,419.1831640822609
NON-540,Non-Renewable,5.083880950570046,3.558210457415743,1.7091374928856868,21.70440870291553,2554.258035716917,3648.7541421749047,1943.6074759651315,561.147254479668,11479.707858998854,4862.532644688628,1514.4658918373377,317.4074389085747,10146.811686742272,3333.87599158059,1049.9023036341528,181.92332402598146,7479.025236226271,2160.7178808305216,955.4897883428667,1339.331789623496,8533.108375721215,1778.2840166572619,585.464944035089,169.90149491930111,3909.1492436593007,20249.49938390778,6905.722729152429,2458.8276730679445,44416.730876293725,5630.114715358513,81.24190447467863,387.91389867724916
NON-541,Non-Renewable,5.6113779036942475,2.699673342649962,1.564009958070264,26.661387643723746,1509.6770569804348,4340.348593241175,2562.3307959000945,685.145346472325,9726.010129875187,5071.597976309198,995.929056843526,429.269810723242,11785.96518890071,2207.8335521851236,599.0511750413185,109.75852059024177,1261.5886269511548,2438.863154087495,968.0425461870177,499.9810307856676,8105.102370609591,1255.3196076874533,702.0430359406528,73.07384213216002,6006.178669038767,12933.115071069136,5229.788502185649,2308.12049849819,37973.720150973015,5387.439543341531,79.96057364376155,325.0261441363379
NON-542,Non-Renewable,4.433653239174412,3.3580989624931594,1.694423229157108,22.901551967059437,1424.9702328146013,5919.615347410975,1375.1912347278644,232.0866360571738,12033.479006494967,2273.4524783442894,617.8730945801037,288.1899811276979,9338.309145674948,1376.3090767926874,748.6653326338522,158.52310264264025,6439.40832045508,2888.1298866124907,449.1645550415219,1563.4666926846846,7606.355785662198,862.5472258259338,476.4342065601921,104.16617584493304,4056.258549464638,24151.671807018,1857.4255115441906,1192.044825652213,10120.982851383415,5038.208320493176,82.56109558998206,383.34360109274934
NON-543,Non-Renewable,5.107338633099569,3.5586878882174884,1.925004225209623,20.794637767144117,1788.3611574745462,5203.768433085089,2860.5774445355746,390.4717764235521,16216.527299499514,2009.8371467458353,1785.5800178982674,353.3494252773193,9363.649057095668,2658.274682937962,570.7400521945299,94.92201177867653,9398.48807121996,2215.8545160618833,1191.7119391222827,1500.6001241651602,8073.119845985733,1632.7987536971216,603.7152911445913,135.87933939968048,4602.004906520987,14981.537694085393,2883.053316295106,2375.7466177037254,51176.56216949015,3201.516988419028,81.74669891050455,390.7672335760691
NON-544,Non-Renewable,5.076184503721255,3.3365960717604883,1.690379190678317,22.134867755653083,1984.0423501779844,5632.128006142297,996.4370549551622,540.159322660138,4995.544485885568,5941.849097878256,1241.6277114250595,179.85412901013245,11700.955295009382,1462.326983092907,685.7237152803935,160.01396560342783,3904.255659382177,4464.4795081599295,1636.746121112024,943.415006704708,4453.857207540027,1071.6410800105366,390.93511217690104,137.78745426059683,3332.7373383164104,9367.389951322284,5500.042654505006,1182.376276363942,51665.89014771728,5847.369013872962,81.35604293213453,284.12911846857793
NON-545,Non-Renewable,4.890081225677257,3.3191408389623662,1.7723354027143314,22.292252757249987,2883.494479655,3425.2843134815967,2070.825574377549,572.9681666048613,11736.525674493007,2206.2362949524418,1634.9654860664,343.5738363401945,7546.882309590133,2507.87179415285,784.2482645284886,78.02466690934003,4232.643912108697,3731.971585328284,1072.122067334016,930.1698868101979,4950.609823166319,1078.9031972069351,396.83521707222286,67.21925768377474,1454.2102056508102,20884.074813407642,7046.659072361775,1325.9240778754638,40169.7481183239,3510.30436425706,81.71245054067516,301.1189837968659
NON-546,Non-Renewable,4.8942016890363025,3.5807538810680786,1.8694483986232633,26.658230256804828,293.11872685666185,4027.3268828553755,2210.5947934545798,825.5163360886665,11890.90437255668,3823.4201492614848,1237.356361455197,158.65357950921407,11137.340431085846,905.3630600679462,672.0762944198609,142.7080151066551,6054.994572673634,1532.2767627391534,740.7836101630448,1357.3722979987374,6697.417265831661,985.9399968760522,281.56248079938575,126.69385392783698,4168.908872808661,9522.015761841056,4983.546749425343,1634.097835248956,42206.54385594614,6864.234294177082,80.84938354113922,359.54749035198074
NON-547,Non-Renewable,6.458561459686231,3.2064155384791704,1.6266290574417084,25.61514815502425,2433.5950367981804,7812.644940253576,1587.2253979332718,456.856205358074,11079.576414312238,4907.07454889015,1306.1292970437555,471.8763548368723,9344.951928092714,3267.12349739416,475.15907686817735,72.8659629474043,5750.887523339031,3732.969550766078,816.2774713969421,912.3615954359474,8483.280589893682,1685.3864557098855,332.8325600999566,67.04166544364658,5383.908079959307,7014.644871772184,7240.444066758593,2622.2748747294227,10343.379524384109,4938.16282176302,79.90335023052361,200.97297722294712
NON-548,Non-Renewable,5.163600816822159,3.193762402969768,1.8732273075908048,29.364533492059973,1629.2883618034875,7356.7874214244675,2310.683549684987,712.6713988043745,5717.9495849204795,3225.35735452729,1213.2122958598213,234.20543470201332,16607.43149254213,1704.5054552398747,807.0373253352743,145.7205537158655,5369.968172659234,2064.6826119206303,1640.3033906697797,1046.9158069676002,8203.009800182286,1330.2164150856931,394.2153810654246,101.64115682900663,4587.319654204732,12830.266761610843,3958.526769146654,2480.0090915354194,39923.65667025395,3899.5173336241837,80.99940001920163,381.9094660456795
NON-549,Non-Renewable,5.645688686589458,3.7361320452860203,1.9468903399647843,30.68808393504149,1995.5931561227314,6424.669113451223,2805.0096608816348,423.14979535320344,10709.154008577178,3730.721106464252,1646.5955871047395,359.05828458243434,9100.848686643829,914.5216863141945,752.8688824585684,95.13437724849706,2949.43596872848,1563.4534081052752,1077.6413738391138,1586.5820597322702,6633.715768359736,1440.0493447775928,696.1902797809873,42.02323906255111,4911.444172836733,15121.900472170046,6326.658043391246,1846.9302246645243,28395.176512083377,5132.536623699741,83.72534985546903,441.4659967191482
NON-550,Non-Renewable,5.2466943800124195,3.6037114686942444,1.766342476062858,22.79426098536901,2662.0831479401913,4338.864308733049,1992.1580071556555,316.99865855495,8269.151233096338,3734.2842336497497,1001.736714962221,255.83648269466306,14147.202479049643,1909.4974551745572,912.2148784414477,101.63281524597045,7062.999469170518,1801.4884864853407,890.1938129841105,1323.5374197116844,6584.692730512571,1803.2555165929548,601.3861484814859,86.61006077532542,6098.691288371385,17362.992309574413,4885.598425386685,2262.0416158224607,39609.6386634303,5227.5658951571295,81.83866284352894,384.61575631987927
NON-551,Non-Renewable,5.58290654366613,3.144606309602548,1.5315045887096665,26.238361588476923,2708.3033979712554,4575.315624940938,1252.1441090866556,559.0009711572243,6753.130809647549,2945.322129517055,1777.0362304365703,282.11542759889284,3340.003275432354,707.1779336157829,732.367993276729,179.2296346819779,2691.818273576712,3110.3733621256997,1404.2688224132608,1766.1929720095304,7182.005973528823,1586.8493528127058,86.19843969348744,173.47719299294485,3236.7865727478675,10509.1642485506,4865.102440089997,3163.1199982301196,65733.09664664527,5109.044761054638,83.03943737326541,346.2807751159646
NON-552,Non-Renewable,5.705946359751318,2.9494367687194294,1.9792553509187907,21.535146140243768,3053.7731156416066,3142.1956911641855,2078.3465171384287,793.4662791914338,8576.324821554977,3808.6591020313053,1750.7249510032443,73.0510018416349,13146.460063332206,1935.9777411320122,1044.3654601683677,99.42336805400834,3157.57221543092,2214.1796271748563,787.9935098623687,1052.1615230592352,5681.898236377537,337.25309116876133,461.12990130191065,106.09623742813537,3821.02826994249,16615.068348528624,5470.455337486772,1254.1903991501958,34775.53593764094,5091.140244665349,81.73815126754668,167.48309550930156
NON-553,Non-Renewable,5.669740738901359,3.4130571943749497,1.8354390222688743,23.5963954566117,2144.7815722218766,2659.3259026521073,1194.8493172252097,691.71103575707,12646.941780567518,4264.5824488897115,1041.2933819804089,211.06834786688944,8427.526492770205,2170.0885548986394,860.0640715246376,126.73815419882028,2607.1578415198087,3066.432520057101,1058.3394260083642,1285.9253323736784,8167.211277829891,1721.3923990326502,728.9184815051677,98.75994515788881,3456.2128233471126,20387.8544262894,6935.827177187323,2012.2703481032931,52133.42810572565,5029.888931943789,83.3325496454679,542.5412020930551
NON-554,Non-Renewable,5.799956389689963,2.933023630980218,1.6412702650951232,33.11499358247829,1714.0582828009865,3996.2248930396527,2687.702852848998,349.548060222491,9252.557594680497,4381.554339222761,1662.2792860564368,386.59776343029733,7296.498413479132,2427.7199047524673,579.231238160382,109.9000123540707,8383.131818919106,2208.29566116152,1061.9677421234896,1175.6016053747412,4552.460767358961,1815.07821759435,581.6606062963019,26.08532915950353,4540.407935547406,11312.232503631756,7271.679979031322,1212.3617655133771,34089.18296093645,5477.155012607493,82.04524508784262,430.0638941235629
NON-555,Non-Renewable,5.773402691788969,2.7472907960577295,1.9783026108316584,22.732324209412848,1888.4207489507955,9890.658682785013,1743.9930295239683,657.9304050343667,13948.634773927233,2164.545287805543,879.096400980557,460.15071654729536,11931.391304921959,1987.063009007039,562.2792896739647,153.61848144669415,6793.132227668002,2908.889990665629,1319.2309465807987,827.0186662204694,4683.851905373417,1853.3296679674713,867.2253316394759,128.1288783010541,6099.922198389593,14805.417784154624,5792.867737053476,2332.5562268800286,37803.87388347757,7109.538729482892,83.16349557435038,294.77866836004813
NON-556,Non-Renewable,5.294378090718739,3.147200446864998,1.8355303881017884,22.442485810677915,1715.5882048062526,6281.374526937998,2579.671489251794,689.0599984615562,10937.955907524425,2244.0480922091174,1166.1001188751266,283.1370872706501,6014.055489579925,1777.6781463656496,987.1141089638696,145.467391907216,4864.836703185224,2730.4340899949784,998.7031686174074,995.2717594097278,8009.439205204999,426.44791601858344,565.3774121376943,77.06027307434823,5714.680829105453,8802.07681309112,6989.608040077541,1645.2068809229902,42460.806333450935,4190.528862719989,83.1754654186122,319.00887520209557
NON-557,Non-Renewable,5.853681483212,2.9409691625816543,1.5709929841591543,25.836186060935994,1532.057937055,6209.28318274593,426.9085500419519,446.6036902215987,18935.409075109208,4222.394190963902,1350.4786372583994,455.58082244657965,1744.8652793295041,1412.9958744222724,595.0606493880346,179.0388735759828,7722.254175830054,1922.6216880111213,1296.1298913455512,985.0560800128002,8833.313893674349,821.873733853071,455.9139650272954,80.05353080768975,5730.4632626130015,12564.097154994482,5243.7349192423835,2500.22033863092,45215.78959288471,6293.800986879887,82.21041058108129,292.56525922864734
NON-558,Non-Renewable,4.188375490390483,2.7807516876042677,1.653458502669321,31.64938484767539,2419.637339445797,6871.386230265463,2705.7190291953852,578.9961284140501,10171.440426963783,3234.901362908189,949.4092329945897,349.6623339386889,6635.981635420452,3502.130978976631,472.7511196268758,196.2551874951115,8433.749114136011,3268.0288934862824,1498.6912935826408,1055.6564510471876,6801.343426296011,1446.53205316241,587.1495691893494,32.1210428206704,3954.1641915487457,19474.1709919187,4657.401027538242,3458.5981766335362,40067.57937525456,5714.399312172811,83.62190581540256,356.31826451486785
NON-559,Non-Renewable,6.912750626587255,3.646158265668419,1.366243943280705,21.521189776826965,2122.299443578378,6009.926963137803,881.8506314285303,730.1262931846366,15156.968319479563,4271.6438079917225,1831.3157438938176,317.3047426459442,11475.08790919418,3119.1509144742326,961.3035465004718,98.7617267365087,7233.06462903986,2104.7392922161807,1135.47791537215,1285.0527240102692,3965.9370781747193,1274.4637469865859,527.391050745596,81.99698795437546,4597.401570757264,19212.29061603697,5264.833408354002,2314.0473285462076,55558.001221328646,5650.108603973544,82.1995594750615,229.72619620542682
NON-560,Non-Renewable,5.375939251855432,3.4322163016090044,1.6661491335212841,30.183012332880914,993.7750250378812,4554.053260470684,2196.0466462784125,732.2560645267234,11893.92497987781,2803.7170985469847,1197.8685752831145,243.40546850809218,8785.966375678063,1686.3070159262572,586.8772138128239,57.46601469696722,6561.1204166191565,3313.508638873084,1458.942394721981,1415.8985557517576,8078.799255383538,1482.1040749801175,154.37613330499903,107.84011842545459,4288.1478961838975,20332.97731612003,6329.1872273799445,2080.204827082132,62649.631050600714,6233.911395623897,82.34603230538613,394.252483976882
NON-561,Non-Renewable,6.182504010527239,2.8975336036907886,1.502250248294788,28.24933137194037,2800.7617479504897,6200.146645228857,1546.410172323353,537.7889711820235,13629.379357723323,3608.1163095055626,910.8020359520815,372.4594795700257,16471.0219079491,3024.873816622873,163.58421086401984,193.0947196299157,7122.105849822953,2111.046364792946,333.0839809885914,1083.8168595969075,7242.8856343113275,784.9964780984612,705.2705053767324,141.31057115354957,4831.567288830284,8310.858191539806,4852.877482866023,2643.295369899517,46603.72273173505,3826.4426661769876,81.40608091906533,256.87926657187904
NON-562,Non-Renewable,5.053164359245446,2.5108768950358087,2.307660053861083,24.20694339887638,2623.9088160152032,3208.2029424201023,2569.43064790316,850.5249849080743,11713.088972983342,2538.3512523830186,1226.9936869339895,75.64520161987889,9775.185156477779,2589.4626675093823,684.1391151718977,125.08385886646077,7019.951528248068,3249.6771014955775,431.4262862828491,1152.8421048171128,11129.69359442814,671.6193579578182,462.88432841304405,167.77758075038832,5804.049541061947,12611.05372597723,5686.125410592072,2164.4877411321104,29257.25394245479,4798.426618465449,81.69306810611629,354.37616056733606
NON-563,Non-Renewable,6.5010991240488245,2.9492206068874167,1.6252336431650396,24.83408286712962,1126.6489424197666,8595.928069458649,1892.7079211965513,672.6060208040277,8223.70268817067,4538.505994891807,1604.9728414470746,361.3762491096334,16564.36970632575,1597.8294971808043,647.3561247732634,98.58502938020965,5761.380381446492,3303.924524010088,1169.9902751642016,1681.946117150333,7480.177971675466,1335.2900251993162,277.77010635030797,128.98479257594857,3877.1923011519775,19628.310862301878,4563.336468469965,2957.9783680744686,43254.59386480687,6457.618536038512,82.39443655752592,233.5376520084282
NON-564,Non-Renewable,5.528082933583075,2.6827054009602573,1.7719105408338087,9.05789645230242,2479.7788229475577,3449.4509104075637,1245.967792721841,766.8658674658864,13191.223267668622,4694.793031369047,876.8368057976193,363.27292525506175,9427.225004386008,2083.766362978728,1056.1501179613697,83.58393558334348,7797.671278547481,3052.3250241587884,902.130664806317,749.532484269843,6140.034084933422,928.358067352578,696.9185093924217,101.04476894456829,3081.6806505262934,7986.6867014016525,4495.221317112075,2981.4154996511966,39862.76403289606,4633.614081005981,83.77749256930112,292.99628444908706
NON-565,Non-Renewable,5.75339255789917,2.8241235128942126,1.463758837659246,28.71822333734845,1680.5383063353663,9769.03973881448,1447.1369658114945,444.9133302881842,13344.566047989374,3949.6242095495195,1249.061330577119,266.76801798531915,21239.264365243693,3193.27267633926,898.484246785762,80.63114947546373,5806.408169990324,3300.699429083467,1214.8814647378413,1558.1380215025183,5358.220470117248,1315.861695204089,339.71232822657976,145.881886230182,5184.500486054856,12641.346726063628,5719.480390210399,2199.0695215105034,27630.21730111909,6361.029685214764,82.0690901955396,279.63599539940583
