id,outer_radius_m,inner_radius_m,length_m,volume_m3,weight_kg,route,ore_grade,energy_route,electricity_kwh,carbon_kgco2e,naturalGas_nm3,wastewater_l,transport_cost_usd,manufacturing_cost_per_unit,quality_score,distance_km,price_per_kg_usd,electricity_kwh.1
ren_148,0.09392451322360226,0.047840155914694586,3.005545179636237,0.07364761730133557,240.09537450851087,recycled,medium,renewable,4679.497991237002,1347.4552950768189,49.06422393250753,3760.3442297324214,6.065922869545041,495.3105372089393,0.7431734595671502,576.2020161359146,2.7701225263152387,0.1208727973193849
ren_182,0.1082169050955442,0.07468415011536647,2.3975473178725344,0.07561861076387488,228.7102047152647,recycled,high,renewable,4222.414044703456,171.86075803604604,40.09718579446174,4043.395428644677,9.503096551132025,1183.7998682095267,0.8056946563145656,507.5001838879493,2.746379851984394,0.12522256595586836
ren_010,0.1279480070228208,0.053149001095255846,2.682723921172472,0.06380957530396088,280.0814353190647,conventional,high,renewable,86.963269750358,830.784707577084,70.11970011650467,3986.2113726274774,5.081782524726526,1836.4868365632803,0.7679604934769881,542.6895215049927,2.4084124324910103,0.13179929476007418
ren_122,0.10181316077188406,0.05409585625515271,2.8220141051152616,0.08380941430707248,208.2309793563588,conventional,medium,renewable,4709.391096808756,1669.8142210952806,37.48525357487237,4908.884602259057,6.267050523427642,1999.059560771072,0.7119980147043767,545.3934678497145,2.8049948801520426,0.12463209208814095
ren_177,0.11082751718675908,0.05535979242094624,2.874808431927223,0.06700083518029218,233.30531348895488,conventional,medium,renewable,4708.456167229875,1259.1534693159072,49.952522526395015,3765.7755233844623,10.251909776088645,1686.141517493274,0.8147078961611164,570.7228435234628,3.1060337128147624,0.12054153674701049
ren_158,0.11150814244346337,0.037424533653002676,2.2407706053060394,0.13730093647103211,347.70312243711146,recycled,medium,renewable,4308.029714761728,1375.3450180219468,30.384738102504652,4432.700582504367,10.181223027113138,772.6729492134334,0.8099403960472089,582.6376272470973,2.37794885744753,0.1177164959527135
ren_178,0.14111373966843288,0.07456909906599779,2.6885072948393582,0.11354850622358642,336.7198598046374,conventional,high,renewable,4307.721380491984,1629.222360369833,51.237830353950805,3419.1718131680964,9.824508438751659,1664.5133142347904,0.7221425154029264,626.6054624994745,2.280703235260343,0.11859156229612028
ren_020,0.1110973351605704,0.05133876538645962,2.8075468052381547,0.04580936289521846,242.95505954907665,conventional,low,renewable,4566.158774700978,669.0332096323382,7.185491990914706,2739.773329528475,10.266381264218422,1610.5658754665558,0.7502182843542087,818.8445158757072,2.695782736676611,0.12256656767521446
ren_058,0.11861670558183024,0.05968834273550012,2.647984061606645,0.07656402121774877,207.1921337714021,conventional,high,renewable,3378.7232240937433,2218.2759485934266,42.67281007090998,3764.604809311909,1.4514409128582013,1487.8493980315677,0.7033831997275289,644.841852873467,3.3346933328577424,0.10648963069899521
ren_035,0.11265557711495089,0.049371322045626186,3.895474462524695,0.08274098809351538,354.5519362724064,conventional,low,renewable,4215.908313143169,1169.9629257883396,76.85469855327612,2284.996781400512,8.847252612041132,1427.8748185336165,0.7106816909660456,680.9443546142728,2.8734304955831416,0.12038974176486243
ren_117,0.1300273143554359,0.06711914679949775,3.8839863314457705,0.031203168544460036,319.1031501594408,recycled,high,renewable,2054.166740409336,1741.4078686290059,35.527844799516565,4281.4659925113365,7.959506719792422,1379.6293603551508,0.718287895253408,632.8234137931001,2.507243380036922,0.1101456003915449
ren_112,0.10884645101195613,0.04371540157219342,2.99835450563664,0.07735519460082685,318.26311245505826,recycled,high,renewable,5708.635520040244,1761.6933565843156,62.446645855344244,5554.393089736459,9.829760344826358,2083.7480548093827,0.7577564665459195,742.1539112236383,2.901617089670111,0.1339358066501798
ren_146,0.11938849989556985,0.07193755424065675,3.475501295180226,0.11938170857167875,183.56898903231098,recycled,high,renewable,3844.614206781721,1917.3653928797428,37.05842476405904,1825.7920690626559,12.96429186146723,1302.3981580585132,0.7123364038585389,651.17655863746,2.56231551359177,0.12664291736865158
ren_107,0.0984013874755808,0.034488592904357095,3.403618665591661,0.1388756030541334,121.77682670902104,recycled,medium,renewable,3391.8928387316246,979.3403897735342,34.19055949700663,2711.5218162516794,13.159087270720565,823.5155889055867,0.6983613599321155,594.8238254161126,3.227622142736749,0.11024106666255439
ren_100,0.08709278464090155,0.03879074233606228,2.5612946635884555,0.10229208429511294,305.3496100686019,conventional,high,renewable,7053.0724380271995,887.5226051653993,61.35401108288604,4361.088884274807,15.014534722892448,1252.3494455295747,0.7452617603444798,568.5370944349846,2.9765955378918707,0.10367649414044734
ren_098,0.10157836287694437,0.03732071135790067,2.5921165439429776,0.03025509891809927,278.35232233931424,conventional,medium,renewable,3871.8883555796965,1433.580464453098,71.28584448664542,3603.8494095016626,3.134419635874738,1132.2376217160638,0.7898275025354798,639.8012639757485,2.5494771186804353,0.11711242491306398
ren_095,0.10209632269872339,0.045466698657515466,3.3743165111657087,0.08270999320707628,361.61095459302925,conventional,high,renewable,5051.747232164043,1240.8870015273878,58.79177764233583,4282.853850954917,5.385718521723999,1407.5606410726882,0.7703902502375763,481.5771529921491,3.08452995834925,0.12276297799717804
ren_157,0.12517445842370709,0.03305138953119914,3.1166424810878643,0.09851265977219686,158.09993528212948,conventional,high,renewable,6761.959727166055,828.1626903819331,48.91325465632033,1692.0685973016325,6.559746064435718,1074.7824922984385,0.7873829017532659,572.8229867256098,2.4616487630952544,0.11951553945907294
ren_098,0.12860084607221622,0.03389289655307248,2.743102726565917,0.0873576013442286,164.51021705419225,conventional,medium,renewable,2659.4039377781837,1568.8261018477683,47.39083619425797,2243.1893571640694,7.56017037167832,2069.076286009442,0.770459678609093,600.3262524939963,2.586098539757974,0.12651564644749172
ren_160,0.11199842971776487,0.036994870022774254,2.5000435282810307,0.11471105597302729,309.0933204846463,conventional,medium,renewable,7348.787553966778,1810.0908210625498,35.52019363553148,2324.52530278345,15.098073422995387,1680.409655461668,0.7726728494077345,552.0343567371132,2.3920029007151253,0.11807152104202374
ren_016,0.11016189832265473,0.06703553941294398,3.2749828367318763,0.07369256436135863,143.61954517133904,conventional,high,renewable,3326.567073972277,900.4080544279431,53.691286469172596,2482.2491082944534,11.027578380161103,947.0267575821978,0.7999699658607384,539.6521783329848,2.6437179103789163,0.11395836453348658
ren_039,0.11985337066250444,0.06113652919140384,3.6040968642397715,0.09809984686551398,157.0377126438869,conventional,high,renewable,4351.276853160976,1351.5433380092486,41.95267860121175,4387.088164897061,7.831957075782459,530.3494806239652,0.8242621371281369,572.4099240559395,3.2910650903181002,0.12665718568872048
ren_036,0.12388698371687841,0.051821943272004733,3.902201796496734,0.09845731482574015,417.7509846308412,conventional,low,renewable,3651.9100447898663,61.53418282339908,52.82339863626627,3088.522481478598,12.84942816056259,2081.6627964733375,0.7922710252533478,438.29751285327336,2.621574293573534,0.121020269425239
ren_151,0.1279658055711927,0.03830165273839557,2.926805932826787,0.16372624260619156,245.19697343009932,conventional,high,renewable,3150.50705892864,262.20787495120453,30.486490639513633,4959.379299666233,12.568381102326775,1158.9292635040529,0.8099256889610048,678.6146839308965,2.334991170061634,0.118242110251373
ren_121,0.12753034265082794,0.03317020553687601,2.7566981817632277,0.11245469056703422,214.31727734034914,conventional,medium,renewable,2152.215737912116,249.7281228527837,56.045114784617056,2074.785119933342,9.410978076534205,1572.1806958623658,0.7515874494079489,569.2819737417391,2.620068300554828,0.11764758173147268
ren_104,0.10854682143372775,0.06838376099833174,3.940685256975981,0.12402170272462204,471.11176807263496,recycled,low,renewable,3285.7945029966163,1342.7651411031602,54.54849483126774,1888.8894315536556,5.20867310855186,1005.3042282271506,0.6786359302481512,614.197646784376,2.8419378790484044,0.12583632042030274
ren_029,0.13037419206554757,0.0441406424295389,3.397808297983523,0.1451244591919849,74.82140429903495,conventional,high,renewable,5607.761207858234,2349.4460621898024,87.93220243803816,2395.041190022176,6.3177653323242176,1252.1719897286644,0.7371791709418595,576.5090360028355,3.0352242663422544,0.10983262303431016
ren_072,0.11110267897518208,0.04996492378948871,2.697852336565997,0.09496926704396916,375.48738425187423,conventional,high,renewable,1732.3225445563266,1373.17609561859,64.77617511254157,7102.985884013526,7.943456534054381,1067.0401884374864,0.6761446413385136,426.8637805243144,2.905198634877868,0.12796828029269255
ren_177,0.10757890093553915,0.0754720951010313,3.0796551135025854,0.11241602409441909,245.68099339376755,conventional,medium,renewable,841.3405573050636,1037.3027706107823,38.81811124379299,2797.974858335779,5.2164122539084445,1784.1569191674166,0.7051092828220805,452.2666915396137,2.596354338141047,0.11925419472153266
ren_011,0.13699324947006175,0.07579616879021973,2.0672907885536116,0.07800772835148406,343.37209095840024,conventional,medium,renewable,5061.019794394644,586.7922649255513,26.24337134807469,3380.979604186154,15.145817171773558,989.8532102962919,0.6732217960822692,524.8481649246528,2.5515713389401853,0.11651977992988137
ren_009,0.10761263525005563,0.04756930078615347,2.482211287095111,0.11794272242036928,265.3495930701435,conventional,high,renewable,4645.975777556236,751.2346121414591,53.019906972701556,2334.0137581454387,13.007095614000207,1423.1964007757795,0.7730964824466763,570.484549660061,2.359534101135177,0.117652797940913
ren_011,0.11256592277672194,0.048623807832356855,2.136385027750538,0.11201160074409203,208.42444321166693,conventional,high,renewable,3683.9684518737413,1241.402964787963,51.52040442396466,4510.3569509872905,6.749739233881845,1020.9903012403604,0.7114853210944645,519.7683257416166,2.760867821248982,0.1185061631728525
ren_087,0.08562309128114623,0.06754240925123323,2.487607195603637,0.043826102397893765,372.51181758750494,recycled,high,renewable,1823.6411877963224,1020.3318041111249,40.32331089660386,6075.030082077556,10.356803192819244,1638.4902768053907,0.73391053891396,423.39056835179474,2.7410796813841145,0.1247113915006618
ren_113,0.10497167729127616,0.0715541395074861,3.1776140311726437,0.09043108582147331,158.78552638787545,conventional,medium,renewable,3350.914483006298,883.8353304796435,76.01086234024336,1175.2960492495697,3.9633997416662643,1043.1610760236367,0.7381122905579836,563.4123807574626,3.1920093618416336,0.12682630852327162
ren_050,0.07503070018841254,0.05200515259117984,3.3062852175230724,0.15916392675157837,370.4516387049443,conventional,high,renewable,4604.599705318329,134.82167594285693,35.50662240616555,3562.5629118281754,9.471118637057913,1406.2900733915087,0.7062895590820679,668.1559224880987,2.980878293361899,0.12767569650098673
ren_061,0.10029616555554885,0.03270384210724247,2.910478977736001,0.13327437148838467,227.69735311513392,recycled,high,renewable,3962.635639265138,1193.4329561604095,29.83156056736683,2178.7044086810633,12.365275513839244,710.7202820988468,0.7208078121379443,571.6104374956204,2.95127048249295,0.12593975788760184
ren_026,0.09556159365812866,0.05800234252919227,2.983013383170322,0.11879965726104612,285.9061119888817,recycled,medium,renewable,4960.349860959227,1987.5785881822771,61.50966646128476,4302.771135402505,19.61551834491504,776.5200844005848,0.7508731962540013,690.551885350305,2.9338078795492724,0.12498990316627548
ren_055,0.10462481657187675,0.05776963898038007,2.9894332660586858,0.15083603649782587,313.68864041873604,conventional,high,renewable,5759.230762663281,1587.9141450465477,36.399795362242784,17.2272,17.8328177644545,1188.4673518013726,0.7659226350179491,680.1481170386526,2.5704550176048344,0.11624896832322196
ren_027,0.12870527409242763,0.041570241570458376,3.040957224710543,0.09712482380213047,283.811265690164,conventional,low,renewable,4375.292690324201,1209.1362231797734,44.369665624331866,4803.571381344332,11.68359793246158,1390.8227434102873,0.6921950802658747,545.6915058589937,2.721434305782396,0.11534792343465715
ren_044,0.10811714299506155,0.0727001644887892,3.0371194680291804,0.0825499365098016,341.98758284456244,recycled,low,renewable,4315.42962212376,584.9414115812717,61.02962227008686,4420.978424732795,16.540008556026958,1506.2124930355728,0.7807160231890459,649.4079260624161,2.680208948853084,0.12663337254803042
ren_197,0.10414904905138776,0.06951016945923523,2.806046824647034,0.07291598234484897,258.8517907507811,recycled,high,renewable,5190.826844302594,1428.7702928664587,43.59840690947608,4592.935137427399,12.417757033236015,357.91658298007656,0.7534406516041265,749.3718356415077,3.19439117652301,0.1200458429063533
ren_172,0.11640501284467006,0.04382365649778768,2.6845207859431217,0.10442137195708381,319.99075897841624,conventional,high,renewable,7639.8566098385145,1178.775751770938,78.93230171179073,3282.020253725188,9.133234980869798,1329.477267824467,0.6737421536896824,556.9022926133364,2.757019353182881,0.1252881472168462
ren_002,0.11361087144895464,0.041709474146570946,2.7145424541571805,0.15961975698405995,447.8642934172218,recycled,medium,renewable,1190.3874148768377,1817.9558903965954,26.969325844583096,3655.7132864700798,13.0230135794551,1698.344484378659,0.7459762961946872,617.2041295807767,2.553821222227587,0.12527682079208666
ren_122,0.1028620711633241,0.07040012715556532,3.4013705756819297,0.11660316124899477,322.26678069163586,conventional,high,renewable,4719.146570390684,1649.4409333528379,39.953326923238144,3642.3068709911154,14.027947114214673,1070.466681108082,0.7862120201056297,603.6982665145362,2.6154018579515075,0.1189529919995678
ren_172,0.11188214918644027,0.055394877964929236,1.7923528419309676,0.09960481993366414,239.30843450893605,conventional,medium,renewable,3231.8483664728496,1375.4908657662268,41.43971989939399,5087.885400084559,10.609058626089904,399.25233945987907,0.7527628738662838,471.4316862335761,2.9015078303729647,0.12472119793404575
ren_051,0.13478004946952166,0.06288630236557016,1.992276290177931,0.10539553268655914,355.3754460790112,conventional,low,renewable,7307.332861290848,1336.0885224202416,56.00498381140927,2461.3979506826627,20.21214905465075,971.6243449148762,0.619033715685733,680.8736010610546,2.7077927554138856,0.13021415321916616
ren_125,0.10220486502075726,0.0553475801766178,3.5837956979779833,0.06500948853554694,421.3494455169413,conventional,medium,renewable,4920.186563072942,853.788621431652,44.3680502662517,2624.7362489023412,8.545400402101704,1826.3129043865238,0.7040353390180264,474.86107001308574,2.935586054532772,0.12471916940994837
ren_055,0.13368714753542293,0.039706701804406996,2.983775200520332,0.049601785302172754,254.68477350828704,recycled,medium,renewable,5656.838261452563,1130.4132930848766,35.137770147943506,1911.5761091159038,12.821763509509163,93.83637993500133,0.7836496114815658,820.6311259164133,2.865720148892451,0.12220767136821693
ren_140,0.08489811230768951,0.03353921395389059,3.466484967773873,0.08773145735783437,384.2932685186395,recycled,high,renewable,5309.140519554049,936.8757734048594,12.74922316163233,3502.3176435393425,7.945985992033804,1283.3344009176767,0.6831220026325712,671.9111960572471,2.7112997529501732,0.11212875694377913
ren_017,0.11076995172108414,0.04062873198429868,3.390252349891837,0.10681632352942541,269.1005621013594,recycled,high,renewable,4711.307897414056,1299.4530244188236,88.24598170032885,5407.452614297111,0.027200000000000002,1690.3106248081363,0.7074941708093255,677.1043313086718,3.0368999728269657,0.12206786412690918
ren_115,0.11830640138035457,0.061076794831818874,2.656278929117886,0.1110702885772151,369.3461818087104,conventional,low,renewable,6233.640128778043,1071.2539387125255,23.54869542140832,2535.859249046208,10.82700097565276,898.2150005646743,0.7290989051692159,733.4285636979085,2.5873561976375297,0.12774857700965425
ren_174,0.10173622073934266,0.05702092071140233,3.127836890681027,0.08067227803635565,358.01203016355316,recycled,low,renewable,3892.5311057870276,1406.2568132106578,25.1031847067291,3971.5194237793253,9.187831868169875,1722.6269594817445,0.7337903572319029,673.8062929799969,2.679781432864268,0.1312226489570424
ren_045,0.11323802639861245,0.06741988106181064,3.2539959259824025,0.17077437848123672,353.4421846959417,conventional,high,renewable,6108.70471788225,1728.247447800405,77.55900689885333,4564.092286997335,7.874853855673095,1432.1280581634096,0.7295484676760473,509.19791512155314,2.6127310607936365,0.11815280803214032
ren_172,0.11496838176966052,0.051995417709737875,2.598718999371488,0.12772711196014422,382.239420039601,conventional,medium,renewable,6743.408638819399,347.44280562363724,51.54991094155824,4960.632882589335,0.8435316244159949,1186.8721844346896,0.7027124269511679,699.616718823829,3.085513341838386,0.1263813827671679
ren_109,0.13519147733768913,0.07495650191187456,3.2623348837647117,0.16110345612030855,331.73495454678937,conventional,medium,renewable,3674.0310784165786,1987.6631050025521,22.80483680458188,1696.1400861819372,3.816423997395413,1601.9151718439812,0.7570646994716766,666.0349641146207,2.3022276703494895,0.12586741508767366
ren_123,0.11947485387584161,0.06491166362226333,2.906583983180135,0.11518869659839381,169.3778663367084,recycled,high,renewable,4723.947193643978,1481.6002183728483,28.530240030693577,2088.320206847639,8.489776148598718,1607.5002827911349,0.668867760887758,566.3427940429364,2.990222487207025,0.11512903689096239
ren_064,0.1367617863037759,0.048822588220442616,3.7492137724793397,0.0378811224034209,360.9345155859398,conventional,high,renewable,5047.51286646652,1347.908673981697,33.69969076819398,2955.3396259671204,11.497990475838957,1414.0965273035672,0.7504539395161245,630.3120359679053,3.028857874426015,0.1144503945851655
ren_034,0.09768714204048007,0.05244809520837254,3.90279652912,0.21415780681924457,284.9992309536938,conventional,high,renewable,5754.968020569528,1645.496022523985,44.98938799925094,1600.286823889633,13.18555877746619,1768.4437463776492,0.6990966777308781,696.0291429354435,3.058272778966278,0.11357691767674657
ren_069,0.10444346476930796,0.046789287283864285,3.09516670793052,0.15431990301999532,451.48423676259966,conventional,high,renewable,4509.27880312468,1004.4786806893491,27.206389756603393,4091.1119762005496,5.405661391200274,1015.6221322852044,0.5967177009749427,645.3693128098752,2.83186804345255,0.12114180303844475
ren_037,0.11578874118339147,0.07444568190777837,3.7490756500689475,0.11897927975375167,384.1601891514591,recycled,low,renewable,3394.5341917094574,2233.120735912015,71.72666176085434,3005.879940390553,6.576361828148755,232.15481623134406,0.7531031789565045,496.73446275191486,3.04670440851143,0.12271618343697155
ren_065,0.12601712233138346,0.04281777580055024,2.2149853214633537,0.0980234568560565,501.7796374110384,recycled,medium,renewable,6156.383702014849,410.98463639918384,48.80264847028262,2780.1155676955814,4.4224783114871995,2309.2651608809747,0.7377086042482114,513.2631721691919,3.1400045131462964,0.126593512915747
ren_045,0.12941498770470145,0.05237383072918478,2.8042200581605377,0.10127017947024933,156.59537221369567,conventional,high,renewable,2673.425206132126,4.3848,27.374546099276348,4517.93043039268,7.709974467278186,1715.9310377094632,0.6994291057308645,831.8030364061254,2.904952498339099,0.1351871929972911
ren_060,0.10028509321115733,0.06139957118349776,3.87914303307372,0.12852951225969503,275.3605749751636,conventional,high,renewable,5199.818225774491,1640.5121165422427,58.50187715986738,3032.523203677369,10.9913430780453,1232.4575832102844,0.7350815220965274,604.4836488713237,2.702742067809018,0.11394843627023475
ren_059,0.10586692614281294,0.02235349485025669,4.048679159383316,0.08185002256443534,168.70680226560637,conventional,medium,renewable,3754.6360671851603,1200.4613000281022,69.1903448713608,4475.299683730582,7.250820615684498,982.8516695553752,0.7728923774035981,682.0847072337574,2.331134768663767,0.11966131629295887
ren_043,0.12589122396277116,0.056497824939733626,2.9148397307018317,0.07558075513100691,195.34802028126768,conventional,medium,renewable,5054.768799832444,831.8405211035027,20.176152154685777,2172.0605643981294,13.90556595162719,1881.2738219571604,0.7057357303630244,488.1151068376354,2.4610877869952366,0.11368404313384414
ren_030,0.11718499900018829,0.058740025582282036,2.6381556510882676,0.10434443002464282,302.198477593713,conventional,high,renewable,3265.5107948822706,4.3848,38.83800383476307,1874.2502565526754,12.025592047340623,1321.1914495459973,0.6669427304712813,611.362273578519,2.81965352307921,0.1160947528420093
ren_160,0.12508773157536365,0.07353933693732079,3.1728887226764395,0.07478480913274763,456.0709612642519,conventional,high,renewable,3005.6247167535266,807.5975242630134,41.760870565145474,1922.432932135004,2.7886932658987575,811.7394526530494,0.8071210457503419,634.4817871645677,2.892729817039811,0.11868329943831063
ren_094,0.09120114136366402,0.05894555155643309,2.3429225334904915,0.13451764854102444,302.01723471947344,recycled,high,renewable,1853.8198223962231,1240.437847175583,40.91023952050067,2455.8127466062815,3.2015967744661804,899.8313916965071,0.7798701273425944,734.8061087560532,2.620393024829917,0.11926323510572485
ren_036,0.10823343110759344,0.05217824902421212,3.31427462788696,0.078784246803901,325.0831525274815,conventional,low,renewable,3971.293547087706,1569.0116630685282,63.24651951238372,3097.6081578238495,14.061707219375236,2240.70660711264,0.7721039118782195,581.3936294769959,2.723022799944947,0.1198726087033384
ren_107,0.0892463537178315,0.055634268608354145,2.2094758857079566,0.08307089370648313,225.05166333606667,conventional,medium,renewable,4419.664233696902,1750.3178668382293,69.24619216447805,2981.96296758695,7.905451485210718,923.6159405208496,0.7887243469975365,578.1562401162322,2.1109536034638148,0.12744170758263276
ren_125,0.11581528042836325,0.029900463760170335,3.2274444520531973,0.09556704682933911,102.27666712334917,conventional,medium,renewable,2680.4488992025035,166.02375763266411,9.195787344701095,1264.094952662086,15.447815048986108,2149.378835613997,0.6020081401396571,439.21714219121384,2.679147281991787,0.12001647949053666
ren_111,0.10856460173491013,0.02588823578400853,2.926294503509081,0.055797413230821456,375.5832580774889,conventional,medium,renewable,3051.680252317359,515.9603805396857,76.44027403460308,3965.474797540457,13.50598775897164,1159.361650824979,0.6908442755558435,650.263938582341,2.7714100582760817,0.11051648335046123
ren_002,0.11892174707118493,0.08836327204699673,2.729473029834763,0.07046702638354282,427.79047520554894,conventional,high,renewable,4025.9880813554255,1550.5240415162484,67.18670134605297,4734.695338176503,12.140836696504277,1131.0660667484929,0.724324872639129,626.7717138046174,2.4780009406266372,0.12264574615661616
ren_094,0.08993975103713761,0.06469559960984558,2.8048106113849673,0.1189072284723695,205.06969796499322,conventional,high,renewable,3065.7161811538826,1136.383889156995,31.618346605927776,3151.7150984636087,18.397857014917044,1346.0662401632146,0.7554012840959609,604.5798435147074,2.455899603920878,0.10811815628017521
ren_069,0.1101794730743128,0.039819838690126265,2.7088977478852527,0.14419219137971834,343.6473228365621,conventional,high,renewable,31.387200000000004,1782.1428417193365,29.362714769435605,4829.695219198804,5.2795461743834045,1929.990324338714,0.7170098959406562,502.54062713508904,2.616648446272863,0.12133915504873873
ren_086,0.11522733396544657,0.0545381248395509,3.2680054442275024,0.12242443556185643,515.0959255274146,conventional,medium,renewable,3613.388825784862,1861.2170305039733,27.780301094394694,2256.6989728348894,8.579657933642007,1152.5910549882701,0.7861234068090618,708.3487751302957,2.703169866501524,0.11596830383564041
ren_045,0.11400098126955636,0.038157105212463995,3.214870245529549,0.09663680223754961,120.97509044229761,conventional,medium,renewable,2817.1060567084915,2003.5467134480164,56.03111259327183,3663.700043512118,11.63143973309162,983.9476849536912,0.7565937210813912,514.2689492524813,2.56750119101115,0.12549971601145474
ren_075,0.108459736228642,0.037673143882012025,2.9709373687769833,0.12624745359684633,91.86361969179927,recycled,medium,renewable,1699.0999947625683,1423.9065481736034,28.056274316778353,3970.012594781083,12.175152068199452,1223.7249294071987,0.6953722075847745,653.4953995500849,2.5830008167010647,0.11876129991940042
ren_161,0.12080249836370535,0.05058801447079448,2.5576345289253193,0.06608845358856433,297.4867978525019,conventional,high,renewable,5398.758860473577,967.80803264047,39.75231968288675,2079.5056435224787,9.900476636949099,1543.5518834055842,0.6917063338201312,672.1087613748147,2.7019694231985785,0.10874150059603019
ren_188,0.11784577467451082,0.06464563366422248,3.300614362208317,0.1398353979622596,268.5654037614023,conventional,low,renewable,5496.782445147808,748.0124484874793,55.511238915259696,4150.436308949467,6.370609920005154,1115.4558949391158,0.7184053887275811,657.6647383727666,2.739294258965724,0.11936936893778112
ren_025,0.12653794301400412,0.030720355073585552,2.880245001894253,0.07921717912022536,150.12174263226422,conventional,high,renewable,5039.350818782695,1264.0680853822296,15.21197261099994,2944.345558004902,10.325821294074228,1216.9893608237344,0.7379151931540122,531.2998980085707,3.118556428298223,0.10885538799642261
ren_065,0.13013308638211665,0.03990691812652307,2.785129957994242,0.1475070543662704,228.38655808612978,conventional,medium,renewable,2529.470491725569,1315.7030207820608,32.98198341535357,3238.6164916343932,5.920876365877094,967.1637104447616,0.8359811072401385,448.4338927146381,2.3440112649069142,0.12253271221218809
ren_181,0.13247914899893,0.062013533597948735,2.742239297264515,0.11545288197954598,215.27565424774204,conventional,high,renewable,4733.400157641539,1839.8878571142545,2.168392850874561,1480.967659272241,9.92652948783103,1060.2760655579016,0.8087275018937286,398.15148655575933,2.0260322694858983,0.12215471013925415
ren_084,0.12273851215768058,0.04897495136361012,3.359512246901273,0.0961103095415826,308.46758547300414,conventional,medium,renewable,3456.2861435692257,1072.45289832503,52.53765555984414,17.2272,10.47902030263065,726.464579450402,0.7503256880646046,641.3434407160197,3.005851871906402,0.12362912071872971
ren_163,0.10381744693608971,0.06490611834174781,3.1850803692041,0.08205150509588806,152.24867638660527,conventional,low,renewable,5271.351299542772,508.45649180409396,61.02655632592537,3500.4662304823987,7.0101723239063745,1889.6371623629198,0.7096316317005193,578.190227597276,2.2723074089164093,0.11573853644275985
ren_108,0.12380072187613854,0.030589545096290596,3.665144414656435,0.07513541219951962,273.145726149798,conventional,high,renewable,3814.2584683051455,641.189243692894,44.10259233565119,4244.343048645572,7.822075962565205,1144.341093758241,0.7487037250435372,436.88270203443165,3.008689497493024,0.12061076693127391
ren_028,0.12533846869774584,0.040536242944091784,2.370355289150516,0.15750101073300693,301.0922146328193,conventional,medium,renewable,5717.866092303743,870.2420254548616,46.816191527160804,1213.3443909650925,7.198200526719114,1465.421180037708,0.7631580260956736,519.7697492751167,3.097383165305175,0.11622875018024385
ren_145,0.11033408481720317,0.03563121643895879,2.9762288011357088,0.09884922892518412,140.9897997645259,conventional,high,renewable,2966.760169801365,2603.293705406769,26.366870976699285,2714.9871527159894,11.706469725792479,1719.275608786992,0.7873850967658843,555.2770589560486,2.18570648650912,0.12396863714696113
ren_149,0.12191909671635556,0.0491011297568216,3.010468368886751,0.1592250715540298,167.22915622789304,recycled,high,renewable,2747.155943304857,349.726427512477,46.559697915440836,6036.566272497377,10.307067831595294,1545.900642929548,0.7033392944839404,513.7275249782093,2.7068172052876704,0.11592060153736573
ren_100,0.12014036468189365,0.019480316145298597,2.2100403617757705,0.13123495093374857,141.3349424641849,recycled,high,renewable,830.033122131485,987.9299224270392,40.188228741120454,4313.4276203337595,10.832214589926563,1592.9496484990873,0.7272405221763146,412.79270301170516,2.6319267285341996,0.1324866624070447
ren_081,0.101139527720495,0.05670609722597081,3.1289329267516064,0.07417430634184598,150.056581215584,conventional,high,renewable,2608.3862052440504,478.5868941183169,11.896819506818911,1544.9070082289488,9.381711003803332,710.9094088701731,0.671000303061508,636.1795070199818,2.7519384553977115,0.10814444353365267
ren_117,0.12235932836910862,0.05027845473359117,3.5949721215719004,0.06777291461757515,322.72805412919433,recycled,high,renewable,3869.16386130325,861.5136752601674,21.51034551678212,4092.5289627359366,3.7753821683585445,983.193868887058,0.7616867441575503,613.3246213038225,2.469856865001829,0.11174944693647239
ren_080,0.11325530331992463,0.05048123693067594,3.1608247645629435,0.05393015384180708,435.6920588456006,recycled,low,renewable,2827.0577191956772,1128.2097248558896,21.159877476517917,2931.7162691413296,10.50859416498471,528.0050102986343,0.7636360566433134,446.7854448423986,2.457138631116997,0.11739070524813315
ren_016,0.10726807401903976,0.037937634512200426,2.9938834583608127,0.11376466604991617,429.3431167803685,conventional,high,renewable,6670.651370738518,323.37819973463934,35.06437636519607,5243.526013052336,10.434990166589778,374.2203930947667,0.8023692910249999,620.5872302749272,2.5730278428803373,0.1239949392693288
ren_079,0.10146759316188987,0.05397473313516505,2.201371451870661,0.05003603059141567,384.8490619378504,conventional,high,renewable,2232.7156745035873,1577.2033735907708,32.80384491044418,5292.53289560974,13.403247893132994,907.860710410208,0.7472727184944423,578.6242432995426,2.788568252632652,0.12019287108550225
ren_158,0.14097263935760304,0.04603110855369432,3.041909114152055,0.1348165161511254,223.5581763159162,conventional,high,renewable,5074.118520208629,1264.8990226126423,41.51771394008962,3662.3220668524373,16.02870371193032,480.9919300265659,0.7977459290375766,741.5907138071902,2.5863661699538922,0.11652691256190459
ren_121,0.10949458457340627,0.03566896485826483,4.533566173060869,0.10354577413027036,272.78759081121893,conventional,high,renewable,2457.276528039515,1159.3330891660678,31.52608871609008,2868.6560700145938,8.555390065199147,2178.3142910460583,0.7428736026416952,512.4609736402879,2.4956693452538476,0.12204094759752553
