Sample_ID,Scrap_Input_kg,Scrap_Quality_pct,Crushing__Electricity_kWh,Crushing__Carbon_kgCO2e,Crushing__NaturalGas_Nm3,Crushing__WasteWater_L,Crushing__LiquidFuel_L,Crushing__Fluorine_g,Crushing__SO2_g,Furnace_Melting__Electricity_kWh,Furnace_Melting__Carbon_kgCO2e,Furnace_Melting__NaturalGas_Nm3,Furnace_Melting__WasteWater_L,Furnace_Melting__LiquidFuel_L,Furnace_Melting__Fluorine_g,Furnace_Melting__SO2_g,Separation__Electricity_kWh,Separation__Carbon_kgCO2e,Separation__NaturalGas_Nm3,Separation__WasteWater_L,Separation__LiquidFuel_L,Separation__Fluorine_g,Separation__SO2_g,Final_Casting__Electricity_kWh,Final_Casting__Carbon_kgCO2e,Final_Casting__NaturalGas_Nm3,Final_Casting__WasteWater_L,Final_Casting__LiquidFuel_L,Final_Casting__Fluorine_g,Final_Casting__SO2_g,electricity_kwh,carbon_kgco2e,naturalGas_nm3,wastewater_l,Total__LiquidFuel_L,flourine_g,so2_g
R-555,1.1772971890828505,0.9350763778880073,0.025741001206638605,0.0007747777538085889,0.0,0.6955512008932205,0.013703068741488985,0.0,0.025549557376193802,3.1243372041033726,0.09692667214249409,0.7034885779491391,0.2552496206650626,0.12483062447859217,0.0,0.726125892382951,0.17505707421162361,0.004881203342255309,0.06756327860392618,1.406847562318207,0.02606514024720523,0.0,0.06902273914776537,0.2730952392327795,0.008345705076229686,0.025811324005418825,0.13527732240774967,0.06414741110177045,0.0,0.13127014919343072,3.654884331017556,0.11423679792737905,0.755935182770332,2.4057369066103274,0.2275598043381853,0.0,0.9081069645761074
R-556,1.2431278552300602,0.9443821309097337,0.027833467665407053,0.0008275785029083851,0.0,0.6485164834847691,0.013216622688102357,0.0,0.02713518067947724,3.0357777459915476,0.09352117112883328,0.7165170398200038,0.25376007348692453,0.1356064106564775,0.0,0.6851082412509124,0.16117290689271685,0.005149590833538732,0.06463800096640075,1.3324094442109533,0.027279252163040953,0.0,0.06575232355278578,0.27365542991650343,0.00788550180265881,0.027129848041154748,0.13924465921902487,0.06416343481558584,0.0,0.14050045377508502,3.858235955534717,0.11542248840684381,0.7369123712602492,2.3333522108199136,0.25300719112745057,0.0,0.968153696295193
R-557,1.2567254409705306,0.9394336802196239,0.026436039814136357,0.0008143684214835708,0.0,0.6238515224391769,0.013120321833096246,0.0,0.026741820746315502,3.1450348943505806,0.09426801068610911,0.6822001455583866,0.26863383482281983,0.12991596892536542,0.0,0.6952511160618707,0.15007665272307524,0.004488265179575822,0.06635024607246345,1.3633321186502396,0.026994992981575556,0.0,0.06274668986425827,0.2678235723598989,0.008640523792360924,0.027821480001353097,0.1365912392656004,0.06385784936643553,0.0,0.1377923678635218,3.9201473357836085,0.11148823836194181,0.7617367832000885,2.407036304108783,0.23621533345512896,0.0,0.8611568818929094
R-558,1.2103415512576305,0.9303738157193272,0.026656185299572685,0.0008102233235503362,0.0,0.6508861104678035,0.013267880451764733,0.0,0.026882067038467773,3.154697900984972,0.09730446180502383,0.6714684622157389,0.26215264305440716,0.14243787288454587,0.0,0.697174205686121,0.16403625481892975,0.004999043633290189,0.06984245333412213,1.455694001017859,0.025766975739481092,0.0,0.06820264219953087,0.2734270410130432,0.008661738280174008,0.026971218475302337,0.13749202572131702,0.06862886445741234,0.0,0.13364408604149894,3.6024093365582868,0.10914786826512736,0.8014674898733691,2.4037515177616093,0.2573851198585126,0.0,0.8999957064421557
R-559,1.175363012154931,0.9184167474519539,0.024771929836145283,0.0007488853118869772,0.0,0.7138079531224689,0.013372668147695983,0.0,0.02807101165380215,3.471665257011808,0.09066222920756087,0.6468814810526955,0.26273730708993953,0.142986816016959,0.0,0.6863822266806942,0.1635597385135936,0.004795980691468862,0.06516384885127172,1.2772704870505387,0.026464270931728862,0.0,0.06674048900404142,0.2919363842484741,0.008283440587981044,0.026345165123531203,0.12582171633548755,0.0618724052024479,0.0,0.14512135682385294,3.5750151260740965,0.11011789243617312,0.7190880341441909,2.432831028497245,0.23380541582926184,0.0,0.8472118100205851
R-560,1.2179410717182344,0.9318324179185246,0.026048082185405372,0.0008423807880317365,0.0,0.6090800951871284,0.012875319355030347,0.0,0.028118056601355766,3.394127821250169,0.0978177193220012,0.6245005420896196,0.2739219032286782,0.13105123438000732,0.0,0.6894011880910245,0.16305703367482857,0.004770320447351647,0.06724841922025819,1.302706043453976,0.02607673934180822,0.0,0.06541707433827967,0.258532929015979,0.008026163136275816,0.025247984558221803,0.1346416570269203,0.07095115353560033,0.0,0.1383041767171814,3.64239769413449,0.10346647733829926,0.7972156574397837,2.304437186787664,0.26100089753575884,0.0,0.9043996171774269
R-561,1.2469279870390026,0.9160965741327645,0.028607211187218345,0.0007826595742081447,0.0,0.7181697474799937,0.01354570087908153,0.0,0.029509786942224857,3.419117560300238,0.09909093532530201,0.6589611360566886,0.2757487363238641,0.12828190689475555,0.0,0.6845268826405805,0.1575007532587236,0.004701229778944935,0.06519495528307352,1.3527026083268754,0.026482831099944856,0.0,0.06845903350009507,0.26881116582953984,0.007947717656577695,0.027267906704258757,0.1284334660197455,0.06700670004593388,0.0,0.14032089468897938,3.6853502631313186,0.10820993076329354,0.7979319339932894,2.456312468919327,0.2305229032831068,0.0,0.8369445850758104
R-562,1.2549261576379218,0.9340226182271253,0.02712240819468721,0.0007963264261109857,0.0,0.7028746430066294,0.014198607520675735,0.0,0.028780173500454496,3.046540807273051,0.09376710354331957,0.6826239714314789,0.27250324817716465,0.127833770916592,0.0,0.6655748280429927,0.16199748001291375,0.004700722984960753,0.06449445248190096,1.3407721073023058,0.02556975604478072,0.0,0.06590692185042311,0.2712029546505118,0.008059866923722193,0.02630102056291839,0.1337052447940455,0.06317416009005196,0.0,0.13489595218465011,3.6842862376805643,0.10487128686586182,0.7442300818209865,2.5045795218787528,0.2543322332523975,0.0,0.8859788901126916
R-563,1.1657011978549663,0.9433165188583188,0.02807866407719816,0.0008103796414074268,0.0,0.6877774207230256,0.013249989234020914,0.0,0.0267484335555508,3.1323585773727918,0.09237857556673237,0.6506948673842766,0.2857439469406576,0.13804551005938795,0.0,0.7310753778155055,0.17070855976528693,0.004983200579523763,0.06422713604088706,1.3068231530015868,0.027018445113143323,0.0,0.06313640964927242,0.2940723071823533,0.007784335290012575,0.026082723472227256,0.1285802186100584,0.07524660023992605,0.0,0.13807559526349208,3.526688725288572,0.1057203295105221,0.8194718305888006,2.4603312920523863,0.23817724272975246,0.0,0.8647054715159628
R-564,1.1773290417168032,0.9474420153883288,0.02530854624629889,0.0008390842578793575,0.0,0.6436606352745264,0.013844747644770854,0.0,0.02693666488118843,3.2413121967004677,0.09435696518270327,0.6928422512285095,0.2615569184264197,0.13458358953379976,0.0,0.6359173086398682,0.1529719561039451,0.00487565307291382,0.06270856133769777,1.2892669263193186,0.02712866138793612,0.0,0.06498968277876221,0.26897101773132315,0.008060122484641077,0.02798054547622594,0.1325082110344015,0.0678870136409489,0.0,0.13377546644391267,3.766202811215699,0.10959962484081678,0.7174687835829998,2.4631503625000457,0.24523270883514295,0.0,0.9800473385461189
R-565,1.1597036800238316,0.9645285636489405,0.02622351947972729,0.0008740220446523258,0.0,0.6365546551859284,0.013350188608450643,0.0,0.027146583732631357,3.338651462687891,0.08831005520794784,0.6590608677027392,0.26511313863610325,0.13801274369333696,0.0,0.6550937875863745,0.15887734418067992,0.005134194081256701,0.06934838500484504,1.452517390954355,0.027344292778039587,0.0,0.0653445753754639,0.2889262052062656,0.008352168060924906,0.02610815751079309,0.13349152146554524,0.06632453235715616,0.0,0.13454920235834184,3.6946861500751123,0.10814578971461943,0.8077863035026216,2.5283420664020153,0.2331665505236988,0.0,0.9435907540199875
R-566,1.1738496478430056,0.9397405235712716,0.02718063520886342,0.0008456253856702698,0.0,0.6775272286281482,0.01360761469921548,0.0,0.0272939231697908,3.1665048373048945,0.09219708945675972,0.7060734778464648,0.26413038015809215,0.13126398165000058,0.0,0.6762494572617839,0.1673684485068175,0.004555546895170475,0.0664688842421672,1.4029611053964708,0.028183491979743316,0.0,0.06827833925179677,0.24859974138800014,0.007987869889580272,0.02713873876343084,0.12725667972398286,0.07077548241154683,0.0,0.13974657571046123,3.663714051149103,0.11352085122995255,0.7768191496947514,2.4000333073530675,0.25650980429815157,0.0,0.9782641026019376
R-567,1.1984958632161054,0.94454345072933,0.026530629906953488,0.0007982634751789639,0.0,0.6717963745162797,0.013676203612402685,0.0,0.028124765587341567,3.201139351473434,0.09339964022784032,0.6546454087776532,0.26519448156456144,0.13835927663230976,0.0,0.6224038048938663,0.1607653744105053,0.004897557731041818,0.06624769045017015,1.355227674295101,0.025778463746708103,0.0,0.06897897682582843,0.2812648292691979,0.00811647389175039,0.02766029193279698,0.13720563580540981,0.06681404497073415,0.0,0.14242902516943523,3.652985763665187,0.099405405296197,0.7601033116730538,2.30886002460906,0.24736117108993447,0.0,0.8576669388779299
R-568,1.2861945549093865,0.957579493501589,0.026284633690742003,0.0008003144796994702,0.0,0.6881714402528548,0.012879519980132377,0.0,0.02839481478394489,3.3024733267796256,0.10127267075155662,0.6538127639354824,0.2979453675630345,0.13382760815489347,0.0,0.6792062989921921,0.17134925330161668,0.004711149337436457,0.06490198570471671,1.3259667131732094,0.02630793379813821,0.0,0.06944058272760575,0.2682459776847592,0.007844107839996351,0.026522437854894533,0.13504301424958076,0.0614161190386312,0.0,0.1393213930449473,3.398613679693655,0.11589228742983333,0.7036380374255471,2.5047407978169876,0.25212999921427787,0.0,0.899996079957585
R-569,1.177252970787202,0.9112853881224449,0.02657315780193011,0.0008119354117212292,0.0,0.675137622719308,0.013882313795452846,0.0,0.0278703276965285,3.4379350935135187,0.09742792685812957,0.6308449122228297,0.271764848573971,0.13703743047849629,0.0,0.6786229675907838,0.1567734661043893,0.004806591259602295,0.06494825922858796,1.3852126855187459,0.02635571214028709,0.0,0.06733900834003448,0.2816153139523002,0.008296010309618754,0.026168125013289634,0.13254725887926286,0.0639507801403338,0.0,0.13829137327715016,3.9177379463697792,0.10250715180331188,0.7613064599532903,2.502669587674401,0.2687969929922613,0.0,0.8908932108186535
R-570,1.1885599773818398,0.9430295606469817,0.025828152878365183,0.000869662975121847,0.0,0.6785609112810586,0.013127482845376676,0.0,0.027427276346277344,3.1317793580528717,0.09396532431036862,0.6776535641687514,0.2745568391807684,0.13016938424882,0.0,0.6915474282136983,0.15535832328383126,0.00503798733642888,0.06593162021487974,1.3803278216922537,0.028263361807920204,0.0,0.0705524048872143,0.27211111100673113,0.00827467739632125,0.027833591248280002,0.1364998698723763,0.0660483122089107,0.0,0.126685118460495,3.4404640157688826,0.10584653857338211,0.7377951717131458,2.4632026331764614,0.2456979353277215,0.0,0.921369014723935
R-571,1.2345376626446911,0.9425076417477555,0.025821326479922895,0.0008733954124756544,0.0,0.6146391602995459,0.014003495761732751,0.0,0.02827420515703645,3.1560038485615753,0.09818198886984726,0.6718477898013854,0.2625222131948586,0.1303328606932542,0.0,0.6838814410156367,0.1626227022418829,0.004696546908887068,0.06286576573096174,1.4207001818583749,0.027640206759613338,0.0,0.06672681134586221,0.2606251085455716,0.008371360682231264,0.027948061749363005,0.132856628312314,0.0642556396724671,0.0,0.12992605558259795,3.3600893259286053,0.10541766442391551,0.725366542971874,2.1663927689311455,0.2364435760672717,0.0,0.9186793127368131
R-572,1.208930605321266,0.9121463379193855,0.026982952013154156,0.0008172648762778706,0.0,0.6584758681719949,0.013340199763832168,0.0,0.02535645997803027,3.2767682317226927,0.09737393314678759,0.6224659458083527,0.2623861461224922,0.13221995849652735,0.0,0.6492403968561495,0.16885522849074655,0.004931101363114509,0.06577444826745155,1.3625643675408212,0.027261924219220045,0.0,0.06795371309587396,0.3006396195246799,0.007973255964967297,0.029407715098412203,0.12399433326361763,0.0678993442541931,0.0,0.13165842188162935,3.540713620734019,0.11465566773302333,0.7850638564941573,2.5627269852651793,0.2386096298811189,0.0,0.8860384534686236
R-573,1.201268755154321,0.9210883587077793,0.026426345742507677,0.0007813681172539729,0.0,0.682119510981596,0.01424781813898086,0.0,0.02633483298698535,3.189612525057417,0.09774211290908254,0.7014807477333327,0.2558737067217367,0.13611149655154386,0.0,0.6825449532960295,0.1695260929508108,0.004592537491544965,0.06491471562682957,1.4092842069454097,0.02591447901566955,0.0,0.06428922134976081,0.25573976478695065,0.0076726528805573764,0.024364117980546107,0.13228630696928376,0.06855932287400794,0.0,0.1453093441074013,3.6112506150734207,0.10774963466948403,0.7403896556871566,2.4540910005363306,0.26298126976935166,0.0,0.8768667231115107
R-574,1.2267470691878037,0.9487399227391287,0.02519634582188099,0.0007841475901752706,0.0,0.6988764458424981,0.012261821892885261,0.0,0.026012006155536442,3.0156240507387357,0.10530962532571667,0.732063734866225,0.27233245106917053,0.1374989531734815,0.0,0.6788909623976158,0.16576359040711539,0.004721612002765505,0.06808239491061534,1.4219981482778554,0.025972608318015778,0.0,0.06324012411939024,0.2820736117733202,0.00791798072069168,0.028088777616829354,0.13099725462187242,0.06558813748296782,0.0,0.13128073175526156,3.325386762371895,0.11444990541653141,0.7202612360813709,2.351717650019489,0.23742344357812653,0.0,0.868396558090013
R-575,1.2470374103993103,0.9251473746720499,0.026361555311948403,0.0008388639022317126,0.0,0.7014070817802056,0.014092036443074935,0.0,0.02626108563138027,3.300682069840215,0.0937117319119299,0.6746718563033426,0.2538527971289687,0.12801227913439062,0.0,0.6156814340232375,0.15683049097921348,0.005173180943343871,0.0612662529452298,1.2953316856690897,0.02466702757563513,0.0,0.06781882681037091,0.28512190586280467,0.00807802204207961,0.027197409533531874,0.12901186128750813,0.06769481335499355,0.0,0.13579622084720178,3.7669076551629734,0.11310244834061023,0.7183421652095161,2.2775163338184963,0.2574167134715585,0.0,0.8731989187608918
R-576,1.2091568976015072,0.9186508130395422,0.025936982003385897,0.0007527570677807504,0.0,0.6963139378812682,0.013006411910554471,0.0,0.027109621437121027,3.136629279940915,0.09673637134192647,0.599505233457943,0.2721003050999491,0.13797691519381527,0.0,0.6323779778767824,0.16998287502157172,0.004723768426951716,0.06817283446424363,1.3448290859439245,0.025501070157057937,0.0,0.07032718610782904,0.2596518910816411,0.007859426098807238,0.026996371172463257,0.13424693620344047,0.07024548736289642,0.0,0.13926609341608834,3.7347072907465653,0.10639938472522069,0.7339517947978647,2.4577489271695216,0.23676474377765297,0.0,0.9202231410985157
R-577,1.1999060044808572,0.9343180202897887,0.026633589706410665,0.0008038118679789152,0.0,0.6022058257344096,0.01365564764913835,0.0,0.027228904410835725,3.1846832453668457,0.09058381838438403,0.6604295692313334,0.26018613328655327,0.1295571206381418,0.0,0.6112467323327003,0.16817888553118152,0.005004383235087289,0.06422295855441934,1.2757505247891463,0.0267345332551313,0.0,0.06686458010347054,0.2636660445011296,0.008088598675179524,0.027815790909949827,0.12578381679303452,0.06448814661881276,0.0,0.13721980720711258,3.573247190759235,0.10960610176126608,0.7506077447276125,2.5204865965119074,0.23026866427340953,0.0,0.863651119239956
R-578,1.284070807654914,0.9257750422418748,0.025606981133897574,0.0007956680018076143,0.0,0.6291947207894713,0.013698517084157846,0.0,0.026011184499594112,3.372071503323455,0.09130787269415924,0.6412628738245726,0.268842175216415,0.13872158436880244,0.0,0.6587145347797894,0.1509481693209393,0.004471905080383096,0.062101168324282995,1.2665384819894947,0.027701770708178766,0.0,0.06652476001215998,0.27614702933818003,0.008090371642553803,0.026203066909858908,0.13693112820253361,0.06352241021843694,0.0,0.13622251826579915,3.818951414102466,0.11416841934253925,0.7946492838049143,2.3592714388681553,0.24049251766047516,0.0,0.8986692518694439
R-579,1.266790618411741,0.9109395626092448,0.026491105763054613,0.000778469305702321,0.0,0.6441570136387835,0.014155497894543893,0.0,0.027977834764156315,2.964538294975073,0.09708851996056703,0.6827238179315026,0.26050327234778536,0.13702842836618184,0.0,0.6532231471208041,0.15479326892060302,0.004545234307834276,0.06387695615929352,1.3194505538691539,0.026532481121432628,0.0,0.06429002842609849,0.28870064760987113,0.008049057154923026,0.026965014733886187,0.1280308330743539,0.06317032380312544,0.0,0.13701574552835433,3.6259201168434827,0.10881919162463752,0.7783714882564619,2.4006130468153213,0.259234049648833,0.0,0.8776761162924324
R-580,1.2187505873237343,0.9341320538656502,0.027030675983530913,0.0008319126298721906,0.0,0.6298596679417123,0.014100385232397213,0.0,0.026073494228442365,3.041951940459621,0.0981606798091303,0.6566808962127523,0.2544523577183432,0.13970182598202943,0.0,0.6892227109237206,0.1703175189807998,0.004915313410476943,0.07096519205668231,1.2477684129091433,0.02697606321330032,0.0,0.06620894556986498,0.2587124267759345,0.008140650571872412,0.02676742092607493,0.139298201733952,0.06605336211064326,0.0,0.13436661901016195,3.4686284131801064,0.1156726989293384,0.7621273268156336,2.1511242517839975,0.22926401265852614,0.0,0.9168105428752767
R-581,1.2037451312234446,0.9192167474789116,0.02661374962767649,0.0008175557784593322,0.0,0.6607916891327122,0.014429126369037542,0.0,0.028308862015165533,3.0409082717353373,0.09983937639237173,0.6824415500910623,0.24746621709736086,0.14507674854426553,0.0,0.6482811183536921,0.1565839016616803,0.004595856967714253,0.0695326034647495,1.3806412721861416,0.02711553378557508,0.0,0.0687549127707803,0.26623659678900957,0.007513826151764818,0.02556562295014816,0.12850864688553668,0.0723316604668592,0.0,0.1262728244919012,3.930864383952786,0.1127040972593431,0.7751356998932681,2.4585706902673192,0.26867183165686237,0.0,0.9191526438340798
R-582,1.1951374435909627,0.9382697699940229,0.027627228713573142,0.0008131670612167289,0.0,0.6089435277250682,0.01408613321725925,0.0,0.026208391543721118,3.424822893184903,0.09002590867658494,0.6222110049489088,0.278966680048611,0.1363003148188647,0.0,0.7244381516556683,0.16156073799754458,0.004609791538344799,0.07420063892686324,1.2557667786567557,0.026499270739482828,0.0,0.06864348094557357,0.2720457094868261,0.008245072764538416,0.027521249586233216,0.14200607138762186,0.06776926632671566,0.0,0.1447215593998419,3.4887832428706336,0.10105112120927073,0.7345321945179744,2.457966017916775,0.23671903911704964,0.0,0.8770701528660917
R-583,1.208402102834511,0.9254242323657186,0.026592448189649284,0.0008477237823959797,0.0,0.6284096422935022,0.013059195632911781,0.0,0.029770723702334384,3.131511465048613,0.10567985872057252,0.6581468136116929,0.24318575502237538,0.1351976090164159,0.0,0.6676562713607727,0.15984428892016564,0.004932801173229932,0.06423660030476112,1.301937688822712,0.028082286792720502,0.0,0.06566418800419521,0.27248672215927927,0.008460605379071342,0.027467241001105255,0.13142089375349253,0.06444856928320543,0.0,0.14801556507973446,3.670122647251614,0.11298398248317645,0.8332259806017573,2.4722111955997788,0.23117684543154562,0.0,0.8977456686111488
R-584,1.2218298298913954,0.947465045331365,0.024561596104664928,0.0007826785118743597,0.0,0.7186162662288513,0.013444960910968442,0.0,0.02819343608143718,2.977537343084141,0.09482977311523236,0.7120904664645448,0.27473920315550826,0.14077363847422358,0.0,0.5953283839815632,0.15795041595242085,0.004869639767088672,0.06730992475234686,1.3012275105742788,0.026139276601152867,0.0,0.06804387657292378,0.2831941019376557,0.008303887285038676,0.028893754340757666,0.1316086967994042,0.06019999430107493,0.0,0.13521202284849443,3.649515059399239,0.10661254113873701,0.7760703225938459,2.4504186533571413,0.24386393961858718,0.0,0.9538540772901328
R-585,1.1472980775235322,0.89337667279455,0.026704355837901903,0.0007957522926083648,0.0,0.6785310560428311,0.01298974376916948,0.0,0.028363025469279095,3.1487154670682487,0.09891608440745517,0.6983168525642823,0.2743448011222143,0.13383478826408135,0.0,0.6352773771473278,0.16012337690959957,0.004834389438554303,0.0681015041221739,1.3400971829119976,0.026712204423587533,0.0,0.07185349426988544,0.26853487364669115,0.00801739803492842,0.027470641482389153,0.1472559890962734,0.0637613572422083,0.0,0.14309933507115682,3.7448109251475707,0.11116101038491054,0.8074266617186746,2.4609809146114507,0.23850679950319176,0.0,0.8896852689131814
R-586,1.2268436040270356,0.9305558876944243,0.026036920134892703,0.0008114370147992244,0.0,0.6678484825977251,0.013434738060367251,0.0,0.027537351791210897,3.1203287903579784,0.08964030928474914,0.6362381806651053,0.25839994041136605,0.12788247496917543,0.0,0.6606389457136101,0.16893592864149037,0.0047481207298179845,0.06752800268643976,1.3995789775595597,0.029201419949415178,0.0,0.06584603463395884,0.2838934059007415,0.008078875703538654,0.026839593895589268,0.1255169287533139,0.0626600536221401,0.0,0.13113067536026227,3.8540674941115545,0.10963019727014141,0.7610129367296776,2.2288636045583603,0.225904610476927,0.0,0.9017955947824806
R-587,1.2235448833572053,0.9416696121831258,0.025392210786931872,0.0007733471815779151,0.0,0.6571923839963532,0.013000527492026518,0.0,0.02596485529282142,3.2249669949349604,0.10054453641460666,0.6523028764921867,0.27618038082493,0.1461936826742338,0.0,0.6906805193337959,0.17209682656782305,0.004578999821650041,0.0664600182334444,1.4052634966282413,0.02512021528763347,0.0,0.06979188112076881,0.26400676083312863,0.008278844283841532,0.026496998087390863,0.13239267314498143,0.06791321989566038,0.0,0.13818657900425965,4.039902367053052,0.10917185585174528,0.7293289757549999,2.4878385345485277,0.2284905578556079,0.0,0.9241467186938856
R-588,1.1841211849139353,0.9538643107247711,0.025198898814209603,0.0008363503352816619,0.0,0.7244633565473345,0.0134136801491493,0.0,0.026756128825869998,3.2523687035003763,0.10028455928948382,0.6691348101739071,0.25909720471541625,0.12620096603185263,0.0,0.686642950511588,0.16603810371588107,0.004909598535438382,0.06117869963283871,1.3188730888350513,0.02557547771000844,0.0,0.06175207548914084,0.2517554413609554,0.007724277755550626,0.02586946227083009,0.13705849597100142,0.0612105868684798,0.0,0.13559608701267398,3.8890070010548445,0.11451676609411802,0.747331030568967,2.2950848370284054,0.25102000593037616,0.0,0.8635374178233347
R-589,1.1500689610462693,0.9215115392204577,0.02612732871259168,0.0007918991186411561,0.0,0.6734242709805726,0.014173650315412338,0.0,0.028162953922819416,3.232568189978323,0.09836014461231736,0.718708082790264,0.2573079791734031,0.13660045919700986,0.0,0.6550518229667259,0.16073372449384876,0.00477201702615893,0.07000143142646652,1.3922535252869648,0.026375395564793142,0.0,0.06785445915108725,0.26526850041814753,0.008147671188153714,0.026401198196881602,0.12952784558809338,0.06872199942372215,0.0,0.1347255417964794,3.48589236044523,0.10299618258202782,0.7342252252997673,2.552209621622567,0.23766475324711694,0.0,0.8565912047886298
R-590,1.228749740741595,0.9055448354536002,0.026777120782379368,0.0008343777229858864,0.0,0.6328731722521345,0.012612446376342146,0.0,0.02663559277914256,3.273749117736929,0.09238649532582871,0.7027610159222026,0.2774437138385947,0.1358830985504698,0.0,0.681056950782231,0.15354784859377524,0.0047404989350069695,0.0670193579603656,1.292746719734069,0.026740862481845262,0.0,0.07127588161675039,0.2841559956368241,0.007815820240428411,0.02668892929318482,0.12711560264408278,0.06389850102308735,0.0,0.1284998051662624,3.520219151669431,0.11460755890475828,0.7500099842584047,2.5493784719454076,0.23767461743585713,0.0,0.8458017468491713
R-591,1.2550629857568276,0.9121362127334146,0.025749060230685687,0.000822815362440908,0.0,0.7246665705826217,0.014132999190578501,0.0,0.026730341841451885,3.1137990953158567,0.09436677725373341,0.6654072187004559,0.2718747803154561,0.14110438881779166,0.0,0.7089430496974324,0.15957284771917518,0.005106671615685012,0.06661828729174217,1.35682877798246,0.02802359506552235,0.0,0.06678516786039311,0.25656214806317484,0.008480907988213788,0.026781834512321745,0.13698641119362556,0.06711859200056818,0.0,0.1375162603958859,3.7321532469407255,0.10008659916319304,0.7569041623968968,2.332155923027263,0.2487354686952517,0.0,0.8944541379598164
R-592,1.2068552544273552,0.9042638869975532,0.028096591509108752,0.0007686310263950145,0.0,0.6892867216135069,0.013640734588530486,0.0,0.026012165380895094,3.319834540588458,0.0964108740694451,0.7072094716900279,0.25249085837306695,0.140331205931087,0.0,0.6477918052541864,0.16003376125912971,0.004973592461564869,0.06799387774715378,1.3517600362758966,0.02976968857742383,0.0,0.07051870484483817,0.27675512765577015,0.007996153963857566,0.027253225761496244,0.1301281297443037,0.061594869373228694,0.0,0.1365068877162056,3.725827059490886,0.11657149951862002,0.767724735417106,2.269707601542894,0.24519276707254292,0.0,0.8830058757139364
R-593,1.2021908497837814,0.9074697236719147,0.025181154088734264,0.0008342523248466477,0.0,0.6920650531261563,0.013874718708361811,0.0,0.02587969506489114,3.258079789989851,0.09386991634584539,0.6503416651735072,0.2597017681090529,0.15100219594291303,0.0,0.6271320610992936,0.1581085515234274,0.005098174265478083,0.06877297398531888,1.4169432013014915,0.026815843152684926,0.0,0.06423884871508355,0.2779740214229345,0.008537564665891745,0.02812853175896526,0.13188653016666962,0.06711453614272805,0.0,0.14131889798495847,3.853923560461801,0.09816274209544315,0.7534302056979383,2.442426227887764,0.24638997186284547,0.0,0.8546471433967943
R-594,1.1838922150524172,0.9393120882955173,0.027353489012862817,0.0008038455189160289,0.0,0.6176819648831345,0.013684382549628449,0.0,0.026214991477766028,3.359085307894763,0.09860015243078277,0.679111434656574,0.2633531277454044,0.1399740041435856,0.0,0.6430976748331891,0.15711756050066328,0.004525584611387438,0.0697624687878291,1.3286885868767035,0.025643709403878914,0.0,0.0674362469057049,0.25301359720983807,0.0074975400594389915,0.02777735051181451,0.1328284528301911,0.06774034145039351,0.0,0.12687045410320252,3.8002036623926476,0.10567810900153389,0.7502453993290337,2.325308139510857,0.23813652061937216,0.0,0.9063730749977434
R-595,1.2126013110547074,0.9362791509869135,0.025739389688688625,0.0008095263615040935,0.0,0.6652536272624917,0.014050415064034363,0.0,0.027149739779112822,3.011923824452942,0.08997378987234299,0.6792655298926276,0.281651374036211,0.13748041133551525,0.0,0.6637127366091016,0.15736934872501324,0.0049424541883820354,0.06724925704501815,1.427653976591232,0.027317616936638752,0.0,0.06745668883274221,0.261285883660791,0.0083107970558378,0.026899300763048486,0.1374494593588389,0.06630169968119118,0.0,0.13708910704387187,3.6197303944810666,0.11421614522637094,0.7788465826456772,2.4586229084313485,0.2226507184929843,0.0,0.9526701961447868
R-596,1.161274420137647,0.9407111615401293,0.02643473056894691,0.0008661398663387381,0.0,0.7034365474777224,0.01269615255755826,0.0,0.027318015127706728,2.9684008913203885,0.08848170028818797,0.6716004199738617,0.2471318847836768,0.1432909636792403,0.0,0.680348652398134,0.16663928834316621,0.0047138895275937315,0.06838872157179404,1.2876422904600657,0.026236532599912828,0.0,0.06950751674717127,0.2772304706087584,0.0077614342771531435,0.02931679846328629,0.12412527761602303,0.06786497051531665,0.0,0.13222822000555123,3.374914423077426,0.12002573511965589,0.7883224567992302,2.3851283586616603,0.23193735331124382,0.0,0.9665701165663039
R-597,1.198934984091857,0.9220457444011282,0.026833635144049357,0.0008253313873623486,0.0,0.7025222735498299,0.0127656273697099,0.0,0.026907887187129994,3.0370453485557136,0.09586680918394136,0.6208095771971843,0.26586894702906505,0.14142186709378687,0.0,0.6632309444462643,0.16265429881622523,0.0047695924799202325,0.06896786171309634,1.2901179916371524,0.02595338503176841,0.0,0.06758313831565188,0.2369055128469894,0.008157929097742251,0.02660940152378357,0.13216265614780007,0.06866102797264306,0.0,0.13432897254460288,3.5960402573853383,0.11365972349220398,0.7813715292190969,2.4224186128869225,0.23753060360393954,0.0,0.8779734132330504
R-598,1.2177778191855653,0.9473859842739976,0.02707045916892742,0.0007843436010194578,0.0,0.6628267621567431,0.013012696455506215,0.0,0.02587714759873617,3.0823420977445433,0.10081853098510024,0.6505647157623834,0.2648542266766883,0.1274878106123089,0.0,0.6515555542299046,0.17317421772442498,0.004762011528900064,0.0695981695389734,1.372190959402234,0.027354312128611762,0.0,0.06727243431753685,0.2631541086699013,0.007757254354992695,0.027084178980193524,0.13968361823518813,0.06970708901514988,0.0,0.12885768494400326,3.693263868176753,0.11643422684100153,0.7919308431220379,2.3835061371551665,0.23175575972917326,0.0,0.9107359982919707
