id,outer_radius_m,inner_radius_m,length_m,volume_m3,weight_kg,route,ore_grade,energy_route,electricity_kwh,carbon_kgco2e,naturalGas_nm3,wastewater_l,transport_cost_usd,manufacturing_cost_per_unit,quality_score,distance_km,price_per_kg_usd,electricity_kwh.1
non_048,0.10229003132900252,0.0448349556385687,2.8328791582819117,0.10491409347764195,419.9412527105275,recycled,high,non_renewable,33.0952,4135.226215337945,25.43170040655201,3757.293561692947,4.356062823656547,274.14724618446576,0.6655228403806209,525.3444591500474,2.7070133525515674,0.09136616334572228
non_064,0.10264710790543957,0.045909928064381475,3.560183654917754,0.0808150373159775,231.3816172392037,conventional,low,non_renewable,4745.488075815452,2719.4825688337205,61.05752967962262,4370.063668033652,6.035440723731849,680.4065937723774,0.7023464690107974,778.0530558087182,2.8379557955695773,0.08632858525749296
non_094,0.1299926692357866,0.024414760344794322,3.2029157408364815,0.10785029214547424,426.2665195320947,recycled,medium,non_renewable,4619.8704173267415,3692.6739410850314,49.01479497124882,5172.919117718358,8.047473707525306,1451.2751392552655,0.7388136742230166,491.69734979608546,2.388844097838717,0.09159789716719913
non_008,0.10901976142165946,0.05938977801233464,2.789908789245289,0.07276696295800225,128.44949853440957,recycled,medium,non_renewable,3910.3433115525213,4396.297562658705,24.844126902493084,2929.092331898804,4.227273065437085,1566.4290582669855,0.6823396808766613,486.64957960389506,2.9378947339231036,0.0942778455042696
non_151,0.13310482968672316,0.04226183634652889,3.1450232222921697,0.06211232102081058,236.92406814203355,conventional,medium,non_renewable,4455.708640865731,1874.789978886788,35.396400234376664,1826.778083924032,8.024702739729356,581.3097236986323,0.6782510083707473,610.4580764224625,2.994429486602453,0.09567803033632587
non_172,0.11146002755645906,0.056135528428294945,3.1926793043358366,0.1135136525539674,118.25882793876136,conventional,high,non_renewable,1012.9558338496931,3926.245209807409,31.57830744888546,2019.7470293331485,10.029366740806736,1700.9105344288264,0.7065187371687034,598.4732369908644,2.4918976234002894,0.08595032137260497
non_075,0.10865652460484855,0.05031576125855895,2.595036835105711,0.07961289518632401,194.06357475979843,conventional,low,non_renewable,4403.308954565447,1962.8309707341812,73.02073800596841,2088.7527021814267,7.645697137070235,321.1507196860034,0.733390332330352,637.8064239783579,2.897085540543158,0.09482479127104343
non_190,0.08876534626416295,0.03961057212813054,2.4287148373950616,0.03133917516775932,193.7192784534077,recycled,low,non_renewable,7312.592419277998,2045.5683326430703,21.202207579640465,3444.6611242432255,16.785626148526347,2159.3948708257276,0.6707989294358255,565.6330249412812,3.1454752837313666,0.08985526906333291
non_079,0.08934829413075102,0.04791788513370817,3.7298598029646244,0.09630224128099864,395.9816842928624,conventional,high,non_renewable,5159.728276046164,2309.038913446555,42.684762582361614,859.1510455143421,5.5265618808581705,861.838320471739,0.7470596510666448,458.50273672667237,2.8250771769598786,0.08949227358711381
non_033,0.10555982402319664,0.06126060161428623,3.099706086233465,0.12089270324505569,163.33638258300925,recycled,high,non_renewable,4683.264090227512,2843.2263349360373,40.49232775975493,1249.307062365298,15.606886997027992,786.6233964477814,0.7338514385572706,771.7146920723043,2.519305199558042,0.08897374671609222
non_047,0.09322350109277691,0.061101822856914054,3.619127900495152,0.13699759822613292,406.13713637097635,conventional,low,non_renewable,1619.5165368025387,3166.259361010697,33.18480193735385,1659.6197763360612,13.01896889923884,888.8749248877475,0.7965938582833324,644.795245832534,2.3928758566097637,0.09048979220596572
non_100,0.09072068167755983,0.04978835443255683,2.681373948482938,0.1885073155432707,250.72003795674735,conventional,medium,non_renewable,2600.555530963741,681.7158640884381,39.611101237348926,2891.7305317588443,2.397236921152686,1175.3704451038977,0.6427795922170787,492.43977176446083,2.485114235873657,0.09110063194113673
non_163,0.14511324543731402,0.03470447865894884,3.2332715543595274,0.0948895661028564,204.54311347540713,conventional,low,non_renewable,5890.538779050411,4974.442633496025,48.88517032730396,4029.1053330256736,7.159291913240228,610.2844936737479,0.6542557285746636,635.7803418445042,2.8816971777610068,0.08458072791794462
non_141,0.10095546156412914,0.04875656911792599,2.7640266958370603,0.11058161457104071,332.74202157543283,conventional,medium,non_renewable,797.7853316921178,2335.7366749144194,45.52477609275187,5011.215750669951,11.550865950155359,1166.6099765665635,0.6707889996695943,616.716099952079,2.740792249386576,0.09573026547177986
non_028,0.11646287245452919,0.03604696284167788,2.9221056490616295,0.10219474789600932,409.9424432440122,conventional,high,non_renewable,6608.149661912066,3148.8808233864775,44.030947133747404,4819.638173943017,5.412318530783287,2307.4455481315113,0.6556590287747266,360.31337446773716,2.810440276963911,0.08865512561437525
non_080,0.11221614603316492,0.034526955888505434,2.494209028893014,0.07252810074976854,320.8669876983517,conventional,medium,non_renewable,3227.1734610444737,4534.407633740303,40.85671700701029,1136.141983607388,8.416996744662852,469.9763281791661,0.7554639162263952,668.6500619212462,3.0466349088421727,0.0886341727999757
non_063,0.0957953626465822,0.04825811683725846,3.058345642907832,0.13133900675611546,443.86807332957216,recycled,low,non_renewable,5133.682094149159,1136.037816994095,34.92652581293116,4058.7230764900514,0.4599606106988041,1152.8155200071865,0.716783975537661,522.4703773927484,2.459200450480728,0.08682655221548116
non_096,0.11932308932802298,0.02809713036097908,2.227272241241555,0.13132563295642533,257.50174675864633,recycled,high,non_renewable,7046.081167559985,2552.611113492847,58.31665453127456,3284.503857079279,0.0304,1419.5901314778794,0.7575058116512159,610.1068547876241,2.537444454600273,0.08571183456453907
non_027,0.11042954929759227,0.04852940148933878,3.641044856497251,0.04897712893677256,183.2256049258291,recycled,low,non_renewable,7481.040910812168,3090.3251288052506,35.801116072832336,2350.1811717125584,4.471754607604918,900.7312633900656,0.6664015401482553,556.468810023548,2.99785624354173,0.09242406648148704
non_083,0.0894939790150017,0.06610446659897107,2.80663793237385,0.04072447569925309,167.91850822703503,conventional,high,non_renewable,4986.259313498647,1824.6262404198123,57.702859915046616,3988.553706645316,4.67838251168282,596.021395477289,0.6998633922950933,572.1827545884182,2.5656647330820945,0.0940364530955919
non_186,0.08164500698470248,0.03519861913643134,3.6549021493256793,0.10002793936088072,170.19713449557588,conventional,low,non_renewable,4838.361726680984,3153.326140273278,30.038828647010256,2271.087739264981,7.947655808257568,999.9873547090182,0.743630171811585,393.6726827700408,2.546057429881069,0.09318628430778451
non_073,0.12789342542701013,0.031589023585063936,2.7404232232330576,0.12951152423606332,372.7200436084147,recycled,high,non_renewable,5062.3285632571515,2813.8608249693707,42.59132344364075,2353.911550866874,11.248528821320146,1762.3721880629007,0.7577904966651369,572.7749169923255,2.9527280176949815,0.08977703485879812
non_149,0.12374104658685896,0.04869635486374769,3.6899857395615983,0.11077348517026132,400.82228894375413,conventional,high,non_renewable,4782.923287178137,4711.654030242729,2.7915578630763846,1604.122195996231,8.035664209747914,1308.3657142512145,0.8257873275067942,558.7014936876898,2.754600634377729,0.09173760515996114
non_184,0.09739756730726429,0.04951355970740521,2.1162341831137192,0.020440330643951968,365.866657493517,conventional,high,non_renewable,6678.273557962026,2136.954940519522,40.00534142403698,3452.339343199952,15.33726361414859,991.0869790945525,0.7257842666168247,540.8769147911609,2.6384088016883602,0.09810730073392954
non_129,0.11818577500884629,0.032395468587071166,3.0230069917506635,0.06604201187572235,408.0294074632908,conventional,medium,non_renewable,5492.75663294855,2459.8294128403822,43.161781222417915,2076.1574590325754,14.56971000624013,718.9803195263312,0.6875793182222822,471.12517798205727,2.489413742287899,0.0887204509385539
non_020,0.13145034657168522,0.051815928567729735,3.2107639986322547,0.11366282393768928,421.28103859032205,recycled,high,non_renewable,3030.3369440222446,2872.2712133068644,43.6955836626656,4604.856566217376,4.032529957376528,1039.2546572746564,0.7847826406978693,537.514415076845,3.11682378662417,0.09828871218449499
non_106,0.10124582645346222,0.055033111923137354,3.4829179554531002,0.0896338321210958,370.40812640320365,conventional,low,non_renewable,3041.1590639230353,20.648,37.831936674797824,2223.1311303636003,15.663463126314632,1418.7585134088251,0.7568635420561609,487.93428612735283,2.5781028097684207,0.08973088054506076
non_198,0.10588415527022023,0.07702192120187276,2.8310145025923084,0.07425490638242957,321.35952570890856,recycled,high,non_renewable,2003.8660506789258,3050.4218910525983,43.569662860243405,1818.9574104358096,1.7727567982561858,1626.276961500261,0.7145693011073133,749.3112501298515,2.5106663457218206,0.08950742367464727
non_161,0.10224537178431412,0.026097401424460265,2.7450519756310365,0.10449604713694541,163.53482402985367,recycled,low,non_renewable,1787.8774743719337,4999.096469159964,63.32509511184556,2570.9099855480013,8.410799087048767,1355.6311091657685,0.6726189647860724,553.3330193181203,2.887469957706278,0.08641227851552602
non_115,0.11119736337579506,0.037631577743516664,1.9582913737491092,0.12568946612260115,316.7614433790445,recycled,high,non_renewable,4332.484154464195,4278.032838132924,25.929833068038644,2088.695075368518,3.858938992698304,1380.732436737752,0.7352542437588018,570.5929085303102,2.688779385649156,0.0852183718501694
non_014,0.09320803073348399,0.032483131849564244,3.162880470242584,0.12465333968233734,217.96692514964235,conventional,low,non_renewable,5668.804049653821,2594.8131815701727,61.6837767999984,3192.7387731907047,11.569201535996134,953.1575466104543,0.7048588598684559,544.4029619880849,2.7623292630777625,0.08848519534738061
non_073,0.08931054195553487,0.038081602935680824,3.081358145255447,0.0726356571410193,456.6407140386902,conventional,medium,non_renewable,3928.922763958837,2502.129110063015,32.0639991442984,4483.234038466215,4.727243550985157,1312.6685832782066,0.7775314497105147,423.46630483102183,2.6461805143161863,0.09636665630734523
non_031,0.0888967692387955,0.03499054808778954,2.6899149197107,0.04085512851187826,317.3991694111189,recycled,high,non_renewable,3618.4745391379324,3422.7168616602553,42.098515107103765,2120.0724646647736,4.909518167789773,1996.3758124273882,0.7089788992522575,516.8892475812592,3.4719235089591414,0.08770787232505858
non_062,0.08219435343400268,0.04312837323979999,2.83294793652009,0.07957260096453167,393.8918806948736,recycled,medium,non_renewable,2314.873578937303,4522.837231910571,60.81457237494029,4531.287779435519,17.43927673978685,692.9100304488578,0.7809533213735965,467.5526554092882,3.1559234033210193,0.1001902858559209
non_051,0.09268488440849434,0.05064503355392357,2.6562377205830825,0.08064609526942422,319.7231659631643,recycled,medium,non_renewable,5391.40988383233,2509.6039430429896,34.89670730444234,3882.0712694434324,8.996350297645174,313.150234132856,0.718330128220133,517.707338196421,2.6263770937365027,0.09743498878001969
non_162,0.11372751185073801,0.03464369129492547,2.9227376998010985,0.11117289499538466,378.36839411617433,conventional,low,non_renewable,4675.090445912305,7232.575969299971,42.56309210076885,1816.5230491338536,12.701033504676166,10.8512,0.7228543707011905,628.2557068349098,2.6489631388668125,0.08550753998423866
non_102,0.11088779083728549,0.05126004358085408,3.211748729456594,0.03479669400422744,153.86280952179453,recycled,low,non_renewable,3642.705449541879,4904.6231800733485,53.11977657904242,3526.972070739491,4.117817928115035,380.6037002106701,0.7387057147851631,491.06258294574855,2.470452073419847,0.09094747690224028
non_157,0.09557727350002986,0.04400889952382426,3.040769282065101,0.0801247542911367,506.1002989051483,conventional,high,non_renewable,3519.322631932412,4243.285936392198,29.296597423275546,4090.4176999542738,3.8045440274578075,1924.5358431781326,0.6504027388059146,383.77552858654747,3.7472225674324844,0.09109588665203588
non_076,0.10406133043534598,0.04584960307162959,2.6361028510873554,0.08085588258983958,186.3861921008342,recycled,high,non_renewable,6547.855774797009,3516.630231407507,36.97213748086598,4015.737973567544,17.737295392590397,1330.7654439613912,0.7207667954987019,715.2834583212392,2.6514272789915085,0.09048083036277954
non_041,0.12318468477506159,0.04568514985518681,3.2592175521024127,0.060605190209973625,344.1408126622645,recycled,high,non_renewable,4339.8374353572835,2072.7160321721285,52.4624532790583,4612.573761979217,10.93054614781572,2064.557687469544,0.6996266207137491,657.2446103642159,2.6843963326797717,0.08348876726612052
non_117,0.10731378472864965,0.03956266532406558,2.7772360626899704,0.09250605078647638,219.7785837857966,conventional,high,non_renewable,3847.1862911279586,2163.5378097335633,34.96120154859634,955.6599893269065,9.585078744163422,1024.6368611731818,0.7899985316839647,610.5289192550831,2.7679817643003233,0.09029438022620002
non_120,0.1066451674749446,0.06802973225737184,3.6907456855385274,0.08363471064289249,175.7081923542684,recycled,high,non_renewable,2785.2122905528995,3055.819433750402,38.9146211006394,3484.6139516542275,4.603091912783096,1626.3151726107158,0.7008718040123338,599.2449149424724,2.939429681141592,0.08913175917030389
non_196,0.11531328672970742,0.06182047174097864,2.933737414885637,0.12160393570208329,179.61047157967107,conventional,medium,non_renewable,2374.6301887523864,3693.903489373311,19.304939259852773,2840.0145477296064,6.821510321772653,806.8554235558574,0.7475511649390651,625.382760473897,2.557518275593692,0.09306230544073678
non_108,0.09425139747782837,0.02760951741323318,3.457967315404872,0.0868511566266321,258.23138156725537,conventional,low,non_renewable,3987.849522209193,2584.755586163412,70.66887711552093,3334.9291667470234,11.506256887493636,1195.0701386381616,0.7668212020909532,479.98124112975273,2.506670628102266,0.0906770160141189
non_133,0.12285047654414431,0.06597882656095239,2.7728754933647037,0.09775056236758942,231.32556878927332,conventional,high,non_renewable,3845.2305047518116,1738.4920631019677,46.13290570884985,3742.186282222026,12.20310862599889,1069.3123406572681,0.7838977262793433,593.6730704741927,2.9678358922912196,0.09150535402484354
non_131,0.10946485696795573,0.06581374817165284,3.3424490439529144,0.05421695959457469,247.33641369834746,conventional,low,non_renewable,6690.579063367342,4113.728326055154,21.519541788836094,1989.225348455464,11.239061739430218,1083.805713430263,0.7511180398503023,702.9001859914715,2.8150370539366594,0.09371902341614806
non_073,0.07948976007614028,0.07049883900341644,3.2892638790112017,0.13236628127659808,274.48105214143015,conventional,medium,non_renewable,4400.977979042307,4494.3572242086075,39.15029530730501,3191.309973915278,13.008161056182209,1911.1431923371665,0.6832781506506296,470.0788745219382,2.7915175306632234,0.08978961570261887
non_136,0.09113960405082537,0.03969956385438172,3.57169426067546,0.10646324070826486,157.7002724094193,conventional,medium,non_renewable,3442.1846361956245,4023.1855487626462,14.261042037016843,1787.0166191084372,10.756286780001897,836.0672643574107,0.7934689581460849,436.7274791485063,2.529885304571868,0.09055849777219435
non_109,0.11608084490847215,0.04995026305131587,2.6020555359486393,0.05646372059039178,61.77010049578058,conventional,high,non_renewable,5186.949523679267,3896.768824910016,42.46039221421184,3303.749063155652,15.06264919501567,1494.281823235621,0.7524198113303282,672.9079905355242,2.775258114856113,0.09113964511958977
non_096,0.09793475665617409,0.04440073771377079,3.5126537127419253,0.03470519699063682,322.2387673065512,recycled,medium,non_renewable,5131.358698073332,3131.053919723919,38.31985991491471,2712.9028498930725,12.87428624237385,814.1183402524085,0.7110846577522404,687.174263670955,2.5491286761281904,0.09230433064984425
non_153,0.10686355388590339,0.05289735326012204,3.3735431100993667,0.1435208061094163,3.85864,conventional,low,non_renewable,4084.6383353794176,3735.6680482060374,16.826462769558752,718.8343446958993,1.5312413362957908,2856.574285167685,0.6305410924427856,407.0345986807181,2.6261240053272066,0.09649530296211817
non_044,0.10420847271817969,0.032096295582456344,4.0346385261311895,0.11325654673943697,265.2998037756724,conventional,high,non_renewable,3931.2960667896477,4977.4935619305,57.77993562067659,1.9544000000000001,0.0304,1537.8840156952112,0.7528831038577105,449.53708443844835,2.5479913816318156,0.09379223015687542
non_091,0.10059124777295099,0.05132922193148706,3.268587564192164,0.09148942972568029,259.2326275821647,recycled,low,non_renewable,4874.50586756845,4443.760142536933,74.97923547026465,4282.229502366939,11.288131551223167,1117.0075109307961,0.655592253499755,360.1970499252594,2.4755429055628158,0.09967062374700877
non_163,0.11543750898594307,0.07251107996592286,2.452373167249802,0.09692710044854189,97.46664199981686,conventional,medium,non_renewable,1081.9984758291862,2778.089707026801,24.044965816685895,2380.167398957502,4.253592334648354,807.2890287040443,0.8012054835280547,553.7134364563427,2.7627629880203486,0.09112259192292778
non_193,0.08924095200829883,0.06053619493803117,3.0895335949151423,0.1135309585594168,148.62295324506616,conventional,medium,non_renewable,5424.256041148032,2456.6185619904827,38.40991429119814,1857.303545579813,10.486714581379463,1388.4816360831257,0.7377139292941388,631.547622625878,2.133022527610969,0.09179482386630368
non_153,0.110393823599248,0.04139126328900225,3.484360796089309,0.11864859403117356,314.2044546181907,conventional,low,non_renewable,7985.349479179738,1765.629758320903,26.394781166894024,3079.391821093408,0.0304,1307.642774396806,0.6462541229729084,415.9134988242081,2.734817407231722,0.09018967472820409
non_165,0.09312526780665471,0.07076502698633684,2.5609071759748576,0.12333917501707196,228.6695003731373,recycled,low,non_renewable,5238.4426785523865,3041.145545438959,65.48009458639966,1824.8947689878862,10.65180741950351,727.7352825545256,0.776805729262134,470.0223080068161,2.71369015356293,0.09103692608008573
non_076,0.11354981671806966,0.06173044108190839,3.0116063198051433,0.11879944529618583,277.135884636036,recycled,high,non_renewable,7045.49995033895,4011.0852469354563,13.902641549215897,3763.8999466305495,11.424337733171656,1704.0436386437761,0.7758182676640838,554.2473159322275,2.4917231957857844,0.10080639618503995
non_068,0.11408708120726063,0.03946463587921772,3.141712300772673,0.07182491845708097,208.11200584255127,conventional,high,non_renewable,4042.7526871116074,2642.051297189723,68.3571521450817,3008.499196161371,13.52921230744294,836.6108080273284,0.7412323452988825,488.72606238263904,2.3980444588576297,0.08739493225628771
non_035,0.1270386546966049,0.05506540767218112,3.5252057601838436,0.05795658903596934,83.13557559460119,conventional,high,non_renewable,3750.750885160692,139.36869751742233,41.77392769398757,2611.3568418490445,7.4302612196932305,1494.1204946249488,0.696240305655801,445.7238102059007,2.7518009179467904,0.0983239523199192
non_102,0.11681656575161285,0.05812039384584029,3.561476680946749,0.10072292161783128,187.2733925734201,conventional,low,non_renewable,5688.89482203074,3987.6429322168806,38.86764372962048,3000.6063288613145,13.313797143124072,1051.9342578174014,0.7983282406830602,651.9207754915727,2.8875183240577336,0.08853626522090678
non_186,0.14128684793582644,0.06682717745804592,3.129914181525799,0.08342326983696663,359.68620640230733,recycled,high,non_renewable,6228.328233266069,2614.3324741831,41.28288456566713,3822.8020901540704,11.17902714703996,1673.2869619998428,0.8456927977884415,621.5721996865426,3.069914935408058,0.08701240848210315
non_061,0.1253112702882552,0.033807255884336425,3.5609708676046328,0.1458550300849028,149.56480978896423,conventional,high,non_renewable,3049.575934353423,1314.0501287870834,3.6000157802577633,2800.7123578529854,11.659867517064288,1189.9538942623506,0.6848587666636436,479.67366105665076,2.458214381818753,0.0900448567946348
non_103,0.11588926659468579,0.0458314083046681,2.4803850419374016,0.12166895772558012,312.7000676531531,recycled,low,non_renewable,3985.118109624983,2464.8618503134485,38.60151266051743,419.4017619315978,11.230223800720747,1536.183476836139,0.716096290878771,468.024299814612,2.806624100646235,0.08963708926165574
non_198,0.09668771894042769,0.04664399233558602,3.735715270669764,0.08564321579199868,238.0681014918029,conventional,high,non_renewable,2977.650225345267,3962.824829683519,54.56573773787224,2454.4096551796024,8.16042233158767,1515.5471844843744,0.7062599035132335,643.7898045411031,2.820678559061752,0.09721540235080141
non_148,0.11679534794113829,0.05371154517807997,2.643614880912787,0.0859415406521999,350.0316436584597,conventional,high,non_renewable,3543.208909692614,3217.755465916061,31.459280763538686,3348.6344770773476,10.072591360270694,1245.688038656588,0.7083304563680792,684.4356081949599,2.5233877061845007,0.0922415884042061
non_149,0.1052022645708881,0.0708609603781411,3.485978949156089,0.15391351197665254,186.90501498650917,conventional,low,non_renewable,1163.3463195016902,3447.538605375173,57.49674410352231,2724.435397298642,16.983737160895615,2510.5318524732074,0.613152519060376,637.5376476616182,3.0545966557121282,0.09806532185954595
non_035,0.11368178402323305,0.0510389834851021,4.017087558155238,0.09329907508244029,318.16387349706946,conventional,medium,non_renewable,3767.2313010170856,2772.124492153248,43.4009668782942,1406.2456059352287,10.051066594444038,1105.9558684624526,0.7991460319311114,517.3552531616361,2.3825088738141957,0.09212346092022548
non_072,0.09289821774545717,0.041634951054143256,2.472948050504039,0.09728486454727359,286.5670158703352,conventional,medium,non_renewable,3299.7537353542434,2357.3527171000514,72.68762663061824,4507.763681964305,10.038365104657421,1103.5824624179202,0.6811944108119021,450.6706238950178,3.0453285863099135,0.09953401193159572
non_059,0.09645660318000222,0.050995172469406866,2.670233226036808,0.1407702478438006,306.7175867737132,conventional,low,non_renewable,3561.3780607598223,2744.3047270906072,51.72684284605771,2006.4109103342626,8.03578240740575,1824.6146316236445,0.6716074738622317,451.4274861451478,2.948966340314013,0.08858346365237575
non_083,0.10060609492956862,0.04990981297035096,3.3272328280001684,0.08538897320956715,240.3313969310655,conventional,high,non_renewable,5101.0120290133,184.2448357516446,41.262697751206964,3937.8904584048287,0.0304,1969.9850726618079,0.7230473160106552,510.59281096874724,3.114948676589211,0.0871079696603018
non_143,0.11118053431346145,0.0676066487702495,3.065749652534783,0.028123105849264987,225.9273625303938,conventional,high,non_renewable,1993.3010834165377,1898.079482523196,63.04095902730316,4272.029242898839,8.395909830087552,1073.179550248943,0.7284364903633063,570.2856614865519,2.575540219798149,0.08553427435245585
non_147,0.10035249855406242,0.06682292922759309,3.4292777622750803,0.057203735393905684,181.58864642391447,recycled,medium,non_renewable,2924.635156477346,2028.3328540568668,39.24538547838244,2505.1958144292025,6.002154405906587,1637.5891661152755,0.8104172285370843,716.9682592847316,2.7199341056654047,0.08497217001038612
non_133,0.08972254274558687,0.04030460699548546,3.0446940735755215,0.1411230522955817,274.7927758702465,conventional,high,non_renewable,1534.026696854305,1671.8340858681738,45.05312510481977,1732.0183641723768,14.106786495344238,1028.1974681636268,0.7100045017672246,436.8886046942432,2.0576382317743427,0.0798949419479051
non_178,0.07281057861401802,0.03907170065339619,2.459647744207813,0.10114863555729658,304.1267014896988,conventional,medium,non_renewable,7322.254653187288,3600.116527632199,41.39178783026025,3821.2912101526385,10.725822024182786,1235.4967488713817,0.6993110394184091,638.7357976194439,2.6549717834737785,0.08972281515593558
non_024,0.08867993581924535,0.04674123412733378,2.4395988799676926,0.13365129307202495,244.50467500023464,conventional,medium,non_renewable,6082.3714633722375,4937.8436928104375,45.44015413028622,1595.8644299597554,6.933560686630923,1563.3755231751795,0.741853878330435,718.8269491106414,2.5720557720963497,0.09099544200241022
non_035,0.11112721522567508,0.05729279296158841,3.203825411027951,0.11583147897196827,249.29917325891043,conventional,high,non_renewable,1612.0174069213986,1732.6010322476739,60.119185457667825,1730.454588466464,11.669758605370943,1607.8907100857389,0.7054924436631173,662.7953030244425,2.492379284120404,0.09118728158034611
non_034,0.11537127875437378,0.061960998705042736,3.4571107294502004,0.08724885477402602,178.06735505550677,conventional,high,non_renewable,3477.7000002659106,2308.5099508199914,25.39740275950113,2895.93637590762,12.715388775542309,751.568023759892,0.7428249562888418,684.8364083901743,2.6904237072422883,0.08241635687386675
non_021,0.0772923973702032,0.04491664770981699,3.4335209264671755,0.08988260568708506,247.5597705193474,conventional,medium,non_renewable,7922.769865689618,4154.264407634316,50.35501689149464,2412.8106326966267,10.677514492140656,1127.9933199612326,0.7474965752934255,529.8076886466447,2.423739188412903,0.10103936838419778
non_112,0.09594110602009617,0.03942115974991951,3.558387636691997,0.07278671417558823,344.3596469174825,recycled,medium,non_renewable,3843.0573158308625,2969.2702928008353,57.40612187254598,1308.0135733618356,3.871712513788597,1293.4536575762036,0.6838975760428742,599.4305397822757,2.5837373596614577,0.08894529583003666
non_004,0.1200892081451226,0.0881880574007198,3.0985545005109887,0.08799463498666457,218.64971267215358,recycled,high,non_renewable,3963.085802727945,4127.027201588891,40.99693298393273,1784.8173694336228,5.245297856752316,2005.8734876246272,0.7548906667406381,646.5007557869378,2.6263284287863926,0.08329424698479718
non_009,0.08652085278176638,0.04631519471221058,3.970736772563967,0.09883017583945813,89.67430697200393,conventional,medium,non_renewable,1773.3822364988619,1012.2104030238734,51.216439933718036,1965.5999471473517,15.267821627210648,959.0509545932659,0.73396451059336,466.4930993574749,2.6909826455340724,0.09183955466176388
non_075,0.10105146712085056,0.0453279642760053,4.3160092915856705,0.0014291360000000001,303.49325456069187,conventional,medium,non_renewable,4637.036894237081,4415.8192624804915,33.4504844279547,3946.62368706055,9.093640579949632,1352.3417916298656,0.7155702347058189,406.75703027734374,2.6134059752497234,0.0911449361565509
non_018,0.09698597220289017,0.050563459914789506,3.4151885243622573,0.11220137767543187,209.83662735454794,conventional,medium,non_renewable,4831.3855620237355,4628.67614443557,57.52498118703165,3021.73857562433,0.6889992981066762,1099.1901776613918,0.6631157038788582,621.2628967694172,2.515230868548753,0.08937635339139664
non_085,0.09680904567062414,0.04640918876590108,3.74787155010918,0.11993041616604432,341.2571951550817,conventional,medium,non_renewable,33.0952,6710.362953601605,59.84698832934235,2776.7611534286625,14.093706204713804,1110.553462663023,0.777515039858218,614.4197163476003,2.2633631516900152,0.08830444868833037
non_116,0.10881354669840415,0.06697835055717305,3.7539070340002616,0.08169086245262737,216.67980572335952,conventional,medium,non_renewable,1786.2431464944352,4350.120945674757,34.90932937845267,3317.3293804586674,22.44738911288802,1240.9070480789803,0.7571143426144522,660.0201867234222,2.5464215242767616,0.0895239596393711
non_059,0.0908184472616684,0.04584208528098274,2.735856164549826,0.08219154337285911,160.05963540718602,conventional,low,non_renewable,3110.9243486178266,4518.088564354062,49.31822985198715,2673.9570738558,1.9396542430690014,1746.0316503575273,0.7247851757570827,658.670753541339,2.1870895967918056,0.09474209262931804
non_133,0.10850961728430902,0.028363383565733608,2.1462391472167823,0.15871219168374479,256.9058807787287,conventional,high,non_renewable,3362.8621653306795,2233.7008591341,33.36449442723205,4235.978232764376,14.162882109631187,1548.5105670278458,0.6660814685900224,604.1356350668785,2.240722125079497,0.08888648881275493
non_192,0.09745557768776344,0.03441057954027367,4.162194491468746,0.004293307580307867,437.1324774432078,conventional,medium,non_renewable,2031.5226880616615,4175.253889819598,41.63055268375796,5006.639369020932,5.519382001599683,1866.021947390051,0.6726974903069682,702.1369827709382,2.561102469932472,0.08940540124008751
non_097,0.09805821175084671,0.08097491221657521,2.803818162833575,0.1014587997243652,180.18606786589316,conventional,medium,non_renewable,3086.039628086368,3244.2170606176896,23.805142001629978,1.9544000000000001,15.08822342147877,364.58936943403023,0.7960747019858545,574.4127613418149,2.314860666459144,0.08866478805581163
non_048,0.12189177617765183,0.04379576149176845,2.8380025473280113,0.08830991110718635,149.8315951294401,conventional,medium,non_renewable,3876.574617785114,3060.319094918467,48.17136133785495,2605.9591733564503,7.851259490635434,820.340478024894,0.7667675461796928,605.2520947761175,3.2447266981069633,0.09101636040623735
non_132,0.10814329516041642,0.054077519610770966,3.0144139232456637,0.050171573048035704,73.25561453113684,conventional,high,non_renewable,4645.555723891592,3012.9270331470857,27.962670645448245,2546.7764008261875,2.604084216065554,1905.608706525556,0.7464944833565489,594.822013860748,2.5755186664617113,0.09295215102466321
non_060,0.09488766290194946,0.04311239392263412,3.00103305966669,0.06676333830583513,127.49680686222976,recycled,high,non_renewable,4679.863690358454,3330.8169965686957,39.17271166469955,2373.5879850096194,4.593665346160878,1645.4345867012223,0.655000371527567,440.69014522345793,2.2790600246293384,0.10446669436362718
non_096,0.1081573738509353,0.031369150272659005,3.5726017578153293,0.10181700588514649,339.14694609820833,conventional,low,non_renewable,1423.2102885881263,4347.071523378974,44.33665305931264,1078.9940519315433,5.454673250408798,1021.1310870812152,0.7229838845912533,496.3835437850024,3.2559822075122913,0.09255576527504085
non_177,0.0938331859692488,0.044238544852057984,3.1437921676092495,0.14950640087483696,345.3599809084418,conventional,medium,non_renewable,2848.5237728516518,4898.833440973055,16.358069738802033,4203.401067253267,15.805661655805942,943.9044547431963,0.6952979333248269,680.9138166347957,2.8274704574333502,0.09684294403365819
non_179,0.10812680085494064,0.06332091808804068,3.2762291817288993,0.07821785881081803,309.41586313222774,conventional,high,non_renewable,2353.5953817771197,4679.004254521526,7.295920381961693,4507.564666738551,12.129394782786358,746.6745153226482,0.7503280888106285,557.7597979192453,2.029350048122356,0.08663189553091899
