Sample_ID,Energy_Type,Thickness_mm,Length_m,Width_m,Number_of_Sheets,Total_Weight_kg,Casting_Electricity_kWh,Casting_Carbon_kgCO2e,Casting_NaturalGas_Nm3,Casting_WasteWater_L,HotRolling_Electricity_kWh,HotRolling_Carbon_kgCO2e,HotRolling_NaturalGas_Nm3,HotRolling_WasteWater_L,ColdRolling_Electricity_kWh,ColdRolling_Carbon_kgCO2e,ColdRolling_NaturalGas_Nm3,ColdRolling_WasteWater_L,HeatTreatment_Electricity_kWh,HeatTreatment_Carbon_kgCO2e,HeatTreatment_NaturalGas_Nm3,HeatTreatment_WasteWater_L,Finishing_Electricity_kWh,Finishing_Carbon_kgCO2e,Finishing_NaturalGas_Nm3,Finishing_WasteWater_L,electricity_kwh,carbon_kgco2e,naturalGas_nm3,wastewater_l,manufacturing_cost_per_unit,Quality_Score,Transport_Cost
REN-584,Renewable,4.557839452935255,3.8610611268888726,1.7101272348636094,27.829866795110537,1379.2963240712497,5563.606168254758,259.21465760111914,494.45720242377274,6328.108199945042,4274.121198245097,149.01394584285447,380.5484859130872,10504.991897613698,4269.8620232216,88.43735452949807,104.20189349502664,5618.915389921383,5639.1785622764055,69.8350079744628,483.7004223680457,1431.1303419752753,2404.503069536183,57.899206432778485,77.90456842522413,2182.677519193823,23360.80629707051,631.2395017351345,1845.8697851555728,21974.736882506804,5923.919960647869,90.98087739841914,445.29358542387587
REN-585,Renewable,5.511145387228575,3.816898170734898,1.884561337473958,21.265553664036617,2078.504082028026,5597.552166418799,220.05054822302813,602.6508107067954,13812.454401698098,3964.722244612497,73.95790142791107,507.4863106423163,7296.912211371615,2139.3686146300306,87.41827951508506,89.29333968911003,6332.835547387562,2777.622341693502,55.042875608242724,629.5815912831904,4284.01309959389,1329.9481795861507,42.90310628367913,58.57819216833451,2949.8596835779567,24252.936268933398,486.6454589110842,2771.081743280258,45637.374377952714,10812.643048899261,88.3930976675209,570.5471670282329
REN-586,Renewable,6.302268926965076,3.6897519810917907,1.8471561524410443,28.76224117619517,2070.9386884326614,2145.5308358875272,121.44180512320905,677.9066536459187,13947.558734776972,5862.078689888518,129.42431569090058,163.15819018428857,4611.214531784481,3946.8166903302044,105.07163461446919,201.67970348655197,4611.00615811132,4577.999672135153,63.26792571957493,1722.2856590119231,5260.397018202895,2285.74718442669,35.27948282895242,95.60690526409394,2372.1451630507822,19876.49749023261,640.2528425968297,1542.8285972356953,23169.250188544454,5629.963496642598,90.61157606291388,465.9492821199785
REN-587,Renewable,5.871615032690027,4.120999792586795,1.6318536169430842,21.45840800036413,1744.5206079288791,4636.955521873142,171.66720540913815,238.92528259707143,10575.783001305947,5479.968917926862,102.02226018763083,455.749160379636,12190.102858137005,2679.577919137299,124.1413046564542,140.37019422442984,8458.706618454638,3281.627705027193,121.0241462013953,1599.9187715138933,2838.5506175053742,1511.6542854210752,57.298379721601336,86.68318384459,2062.4422248871533,17063.24980296772,613.8704829610977,2340.977220153061,29836.750225684944,2214.9939866511613,90.49735102871445,544.0269653847439
REN-588,Renewable,5.983463627059182,3.668013694429293,2.0697132698682443,30.272579183454422,1994.2589696896791,7757.926945947276,145.09144522416008,309.46218599261624,10319.525146562051,6330.151732579603,203.190371255816,131.45462595442814,12747.49017981875,3291.633024862481,72.95029349720902,21.338149311644074,5925.515116259647,2437.2830471041643,153.11463711541188,801.9954751328114,4053.5695506267502,1909.483436030761,43.55616148867742,59.89642691960631,3171.903178422726,19378.05379027415,457.7507822514452,2324.375119437458,25680.22335301509,8471.433475744936,89.64741561432608,333.79681609498164
REN-589,Renewable,6.46416270014468,3.62633603441754,1.6305889853153541,27.088640554138475,1220.325119867949,7016.098938848507,70.89314809530325,427.34775719461004,7776.503730602944,3330.7235265619383,155.174277220352,176.16198095205246,6790.409130336026,2318.581431222946,17.702541279396023,126.63552177987387,3642.7172164629965,1945.8291952491131,88.29512898494332,942.9857777939709,7128.373237039981,1516.6891356951398,64.02973400038638,126.43848694615319,2184.3778906865973,30862.18503867455,488.1242247532793,2432.309291914086,19573.0613788529,5549.948238203864,89.9886404443923,374.20444472493597
REN-590,Renewable,5.393080657837957,3.5732610803925486,1.6934306193669464,25.280183154495806,2190.491206611666,9946.465787982941,296.8995238799208,377.3587519567881,12013.862479200803,3195.8097048310697,173.96706792139193,216.22994602787406,8177.116926102544,2891.517885956114,48.91785457911962,106.84984266603374,4885.481234512661,2867.1895824673384,103.70705545462354,1016.2202072187874,1256.0816898070411,1927.711867936406,58.68478893497219,97.51497828237547,3438.9864122196927,23858.49836634976,274.6514427314052,2185.3492670405753,6956.610277531727,2972.986447694465,92.03171214193898,483.62723013371595
REN-591,Renewable,5.589898448631066,3.7935916691945373,1.6313587325009644,28.889913252086583,4457.926932820208,9012.227206155305,165.5019437301356,109.81767868036218,7720.785806039847,4990.401282575416,111.77845806444427,239.09558102892203,7329.921223250939,3359.684558441837,34.68757104112168,111.98904419231796,5096.754739451552,729.0073919941829,68.24810979953676,1428.9284236891801,5204.508255954692,1819.7257333639689,34.60623609689593,37.94884534846932,2664.038201489559,27733.830331738092,489.7466769348615,1870.3705751801563,33997.923145152694,9221.83911578125,90.8533489394086,610.8734926248156
REN-592,Renewable,4.79741948923672,2.847706461078352,1.816730457695269,20.727852073676985,2112.3186410194403,7354.7670781609795,181.73091965835812,494.327056679087,8525.831568553347,4821.010112774808,162.9378615716117,444.7315757904345,9835.795371203341,3006.4404789448004,105.35878397734045,128.99641315089647,4634.461328565399,3595.9128741926643,115.70398721020914,1261.8249206829257,3416.642401582572,1991.3492622387091,46.48523925556665,53.04044341824195,1485.785919875015,12463.240155613956,797.2349054672719,1850.0726815850771,21382.330172621034,8643.193717944814,91.3830753323196,634.9868067276317
REN-593,Renewable,6.410972894178734,3.548403444168968,2.1457378947611927,26.36153484697758,2035.6347799060522,8789.49687410554,211.56504270558312,528.6798197294726,8685.786428768171,4805.629749202873,202.94978969726105,186.6078349119224,11306.797451538765,4396.546148065291,91.24765318355263,93.18736456838937,3736.696479499675,4024.67161977724,72.58939002261926,1378.8667389440002,5853.066650257388,1038.7068707994458,43.9571060895529,74.43003645044621,1716.8662239336718,9101.974622983093,698.7741307125411,2255.0408622486525,17830.46671423486,6482.4874960638745,92.90052559399315,603.7780814330135
REN-594,Renewable,5.464194573425555,3.7195652654697478,2.023406112572523,24.102778343839525,3692.9675064766534,9340.19340519547,163.8615916022694,426.1257380899975,10942.682135496427,5269.253457251741,136.57519946173886,238.89919444595324,9113.623722307484,1091.5468388815489,68.46940984323805,184.17224732479542,3208.210673982536,5152.918691226809,76.0420593603531,1115.3444288955557,1710.574384972425,1334.385512914589,50.09402120868948,84.29960859861127,1868.4440980664494,7494.727681259836,813.631289398031,2071.058655966352,36934.91590394249,3170.150855048376,89.43518820412335,446.3953486476672
REN-595,Renewable,4.749689193463078,2.8074709810433403,1.6007962463752778,26.675782676933476,2298.5488479346773,5472.498047052001,235.64477906193574,174.31530952208965,8352.775588332588,6077.231417045702,168.20298663214072,399.7025058729381,9564.813523070785,1473.3532594250207,99.5969130879306,97.82129294583655,6731.139885015311,4888.195772939744,53.947120011737425,1133.3687513161278,4853.676961558034,1448.8038003790796,69.62465385834024,73.09056792406646,3500.6595061250555,23148.109736266462,527.9422739461012,2038.9211718043362,15025.44825516093,6159.062883755804,90.12374166518566,446.0908326226595
REN-596,Renewable,5.921977282749616,3.878898742083744,1.7065402369805565,28.079773856174796,2470.3578771014604,5592.389312704281,178.5721767566098,616.0808588722442,5709.032258289732,5741.088345499823,193.40868995217062,276.27757885550614,10237.362448384667,3049.5461470229475,89.05473122535996,109.32633338694998,4419.7405281072015,4710.933637800483,153.89764089002387,1622.94547058425,4034.179438357652,2526.2053711505637,31.386981915806874,85.06748385185476,2061.006459277104,19309.3860934761,618.3515307508261,1137.5249398022922,32810.481681276826,11388.804724828933,90.11991841465053,415.6055424955115
REN-597,Renewable,4.090167602353084,3.942878963429565,1.816783228232105,30.504379052306504,3358.8860068893396,5127.435332173692,137.8716176315935,333.25837824085124,13214.700620505435,4097.0287490770625,52.695436740361885,156.59128089893665,4016.2702348085872,2941.669138304535,70.83857506735553,119.91826337886641,4152.810623575938,1132.9299181169367,78.28011109720961,1059.8767253581893,4599.531228592986,2133.400135233498,53.8156784632667,67.87268696247982,3563.801453060969,25546.166212834334,666.8244838986619,1950.568163528426,27872.590373669427,7293.702829835427,90.60685248305926,515.086963663495
REN-598,Renewable,5.755834033260758,4.669242992074946,1.675920157473653,25.3260232167421,1982.7694696014992,10416.852187798057,132.41442796624773,440.03678977718806,8129.375514802647,4106.98469417558,69.0340327089956,133.9604645914691,11894.8752851153,1321.487322972514,89.29032022980485,85.48378676706345,5643.805854457499,2723.1446234232258,23.970471441707417,1008.8422207033229,8986.064180902502,1142.0000832659814,30.875991698576357,63.07714644357184,2235.371718746278,14565.937858792528,663.1419344901724,2275.7486127043667,28735.42449430667,5769.532734227545,90.21313754565078,605.9928861874391
REN-599,Renewable,5.55814106405466,3.8367622645090935,1.8646199339779157,27.47366589267899,1868.464335604842,8829.16758717861,166.18408748177035,464.0539427095589,7085.2176345561675,3616.2408170849258,60.254939235948456,169.71678611192993,7377.124308281877,2265.1680774461342,99.84285828567795,95.47067894466127,4884.721414571992,3757.684703423012,95.74022692866792,959.6052509853259,6021.789644060209,1075.8085872660681,57.13547940814274,53.037626800280975,3064.258230188259,19124.761411366493,809.534119196707,2066.8853122084,46100.96824807347,7721.41759843321,90.62701735178015,322.17890249127447
REN-600,Renewable,4.511444037384711,3.6789839922891514,1.360253406183161,24.954905389608733,3334.1926637396427,9855.50331034624,279.2134323609333,668.3623292556224,41.776,1948.4330772588155,206.32566204882102,189.1718860513718,7805.225054589416,1745.2667915449956,82.70102483530525,50.701969123979765,4238.982934081369,3523.261585448908,39.07377064340512,1026.0023100792755,3897.8809908840394,1683.82063284742,51.60821672436076,111.11612101805602,3750.304642269137,11571.468209868333,709.3079535190279,1962.4792730441764,28417.194163062166,11870.644937144032,90.17819219335242,536.0492091036992
REN-601,Renewable,4.827680500767463,3.9589798818977098,1.9529764359156803,32.87539748536756,2561.606201381735,4871.318634478248,200.3273232582668,561.3922063314542,17420.492982893265,5592.738721597781,177.8360355810387,271.72530404257776,6511.799524648163,2431.1379246542747,55.36397875471718,147.70728436557442,2403.6510050328093,2615.7990669124933,103.02903885022215,966.4364710350377,5858.639339155426,383.27321547048473,35.19206935188847,88.21216902025628,4439.245824818966,18451.655436528315,374.63387694149355,2125.493033941159,13594.724839285744,6002.520766911486,90.4216237254509,411.50325578613945
REN-602,Renewable,5.808292953619516,2.9234648163148176,1.6861999637095406,21.151891696537366,3197.482287758937,10280.235279965336,259.72659367436063,412.6016760690959,8927.241920543,6970.494557383343,146.99065071578192,248.95115746972326,5506.563933591609,2649.7744000755133,111.4522977065948,106.49043762439159,3885.971705137992,4394.708652433618,79.8655967368597,1271.0540020043654,7894.973749274879,1733.796903671453,47.62014697768662,45.49221129244912,586.5682859732242,10084.62611346216,835.8669974525246,1060.4496387563213,41776.832277959234,10095.149140296957,89.91131512827485,346.47429589583396
REN-603,Renewable,5.234913936762369,3.2844416801614233,1.379917134551014,24.432580936201536,2056.5357529144035,3606.863552219983,256.2056614350656,707.2342815715167,10232.367459348765,2783.275638083475,128.5280973084645,217.64746099521807,8290.597252595288,3981.1909896730917,51.77055756348409,129.51684608127482,5682.649474883193,4335.478796182805,140.64267626182493,1044.071423720908,5292.0111068586,1683.6226925721203,45.88997620836802,48.63308290565752,2861.7818513853804,22322.212998784966,470.0272590141449,2190.37259659268,23383.916121080005,6453.377791218709,90.07557383642717,629.5373129945941
REN-604,Renewable,4.7511198166843,4.103292524367548,1.9761240204021548,24.47255585756473,2505.050672122797,4112.90553384882,213.21685250167297,501.974344334824,9176.571805913443,4085.940729477269,151.43985251237976,343.15046686921863,5438.063759902844,2669.5575222857096,86.13931620767464,109.15868887359056,2279.4774673071115,1615.707004674167,118.555177705895,1619.4337761589823,6492.751321178118,837.7741530614088,31.732582962307934,105.7128844177631,2248.935492057597,30218.121285132875,413.4214952677165,2200.6981903446026,38637.160098719876,8192.130508207763,89.88379048827679,388.09379938849906
REN-605,Renewable,5.204246233119052,2.7572534712727332,1.2704012907720132,29.110148838630938,734.167773874894,8557.101003285565,363.3722833046395,493.68249594876863,11279.052359866055,3869.6302312120306,124.04882722239455,243.52895716962044,7454.441651414028,2957.516890515695,86.2402650259611,63.508383411344155,5348.884577623855,3538.177333190788,70.40658499916269,644.0287236201634,3034.537096966807,1585.6048079113186,38.662259503444886,75.80436231339853,1398.9168075209532,20520.436766260627,789.9728516811766,3111.2067791094673,36891.28467552942,9371.068578435214,90.23739777610763,369.67465353533754
REN-606,Renewable,5.140160314279765,2.9562575232202577,2.0061043311024207,30.818321841471935,2057.170731595378,7298.56264187455,185.13592412526597,135.42358028497847,12390.766943488947,3532.3256544734404,149.53423727670136,261.7873707438782,4775.996659724596,793.5602770340217,69.9493681049715,162.47850707826,2167.878779759063,5237.963291786439,144.5544279682127,1177.1957037874351,5127.411340988082,1246.9069715701671,54.960923973412726,65.51387677988689,2577.712802812562,16723.867826917332,528.2731723809708,2164.5878342887063,34407.07258406291,4564.604788113683,91.98789937315266,514.3664140697839
REN-607,Renewable,6.44895833499873,2.929782192101141,1.603213317043937,24.75974333669333,2640.2143123271053,7972.966884107694,68.66880745099485,375.57150363838224,9351.57408139735,2556.6247048615755,167.7914966770779,304.1473397506101,15464.339705100472,2164.244706366407,111.34215897583125,133.05985675412143,4566.529948918109,2391.8115763705264,108.87303797531716,1005.8171873369365,6056.564372972001,1883.764541698891,69.08209981734085,70.7935449451943,2470.7290136298,19613.67034071423,332.2694338936225,851.2225681731265,33909.54554115366,8544.324132657384,89.18722083351057,340.4547256907631
REN-608,Renewable,4.8798959208030075,3.5651404130674105,1.5128009224210763,32.56241624123101,2160.2977670610035,9203.92860301414,167.72407489227035,480.7954900883475,7230.46401225456,3468.8567054661416,158.68618307303385,249.60170489668428,4524.748504413385,3052.289610831303,84.45236288025166,32.12340012302985,2598.0975728218928,4153.4152705883835,104.94598750005828,1324.7155595160405,5500.98775707737,1510.5173430872496,21.760760590882484,0.2376,1833.476670675106,22917.34923855179,268.9957509063087,1356.6833126624265,20836.284627424862,7501.286428192311,92.51971343530654,519.5129596141763
REN-609,Renewable,6.950075202133695,3.5782029214776396,2.0051910627862464,33.4878207534,2318.684932132758,7905.973127152213,90.750144691812,332.634238058794,10191.187038658949,2481.385364675404,112.20676756125248,330.62918047942867,7742.624096606457,3595.6606625770455,90.88193978756647,60.149202130408945,3346.122453849136,3525.205929564862,118.51189304676882,1150.1146031145267,4738.429789445287,1467.22094983226,53.13074218944707,29.86260264205562,1848.8901510221247,21956.41428117684,470.10862605688055,2126.6540324594343,31657.02669215758,2960.4282233412405,89.5194681943909,604.3371116231809
REN-610,Renewable,5.465308109518019,3.3061076557058153,1.9096241091221597,23.989986971213476,2872.008397143329,5283.0755458129715,145.8822003411853,325.89525597674134,14609.15944441549,3491.843533953164,104.29019763188118,170.672552032533,9348.298027345423,2333.5477964653437,95.56815442594755,60.452445601040615,3803.629414983028,3098.199689039803,96.55941542475699,555.0674190827488,4407.214237726937,1965.2082528537817,40.39914304087854,114.62249896354672,2494.401480472412,17617.420234887042,358.8308044977901,1058.1102630773485,16431.316040151414,9038.401634795591,89.76067929019305,452.18693163234485
REN-611,Renewable,5.163369551538162,3.9240063298583503,1.982779446083679,33.21397774142403,2058.022655570526,4266.792638762128,172.165252329993,518.9060571792335,21742.911705581322,4091.7140364409593,151.54234102987755,301.75940917685284,5702.532929099424,2445.1012566228264,52.10277668137576,121.43992820294136,5316.391868364718,2600.221567160985,88.73274267619755,1621.921028546185,5242.3433024653705,1248.2204929253958,40.32571727957056,74.14998992048453,2447.501399442553,23101.719603587248,642.2659585851857,1669.3664145073462,40501.536967404936,6619.026805729335,90.85158063359317,209.6908585014362
REN-612,Renewable,5.8926957175208,2.6667649884907942,2.1731900741597494,24.46467566594444,2085.867651732111,7524.040732617474,98.64305172022956,557.5214038621598,13036.344761374388,4437.7507995451215,40.788440337079805,247.92821530496556,8269.758548572101,4684.525525816981,82.63170404865552,123.7094340989877,4380.838191948975,2999.2805928084344,101.1241566641078,590.4473797450482,3051.2877774278836,1579.1644363499329,45.75027744587009,80.4554650199986,2862.136419495719,12845.416962587919,677.1546391260537,1641.8529609442003,44238.01032468341,8785.062350469057,91.20012904036004,524.9173720945003
REN-613,Renewable,5.739077250461022,4.053866717385932,2.2447539450681826,28.068895690977914,3405.021706519893,8437.793606164836,219.61328801693682,457.16271589975054,5910.138023373247,7613.896883693644,145.69387796946282,151.76889105236586,6523.91236770177,1693.059940172223,90.49532951809061,177.93245222557692,3573.6543038838113,2305.5059035142613,30.28601831378593,695.5069485059457,3136.938035162945,2477.8106613065956,25.616069721988563,83.95558396806287,3024.42804126481,18778.930829219586,494.78893422312126,2984.8748741033405,33997.00519327612,4143.297317650019,89.9272852108334,448.4480854189589
REN-614,Renewable,6.6301244482534685,3.4066700986649936,2.0184585267143587,24.53866925462745,1765.7121208754124,5066.166922362944,98.10632433639022,314.9729005912691,9664.362872534732,5162.438795204758,113.51748075604569,344.62421529765754,10050.52069665081,3082.495942377974,108.80556851669189,101.20884201044885,4406.972467148324,3479.7046187304554,90.63899729363739,1432.6234405423684,8748.792522671934,1180.0196885890177,53.08096862458516,97.4947530793394,1208.6175937562368,14176.50470994857,331.64435685945887,1228.7522464440285,43786.23192737805,8774.90633709434,89.1293180273533,271.6489668048156
REN-615,Renewable,4.9281309974462015,3.2416685543509938,1.5947843327655136,34.136059182084125,1962.150622028122,7319.743869536545,226.36908959852957,661.1190477639407,14827.16751861359,5019.429047048764,146.422688380616,264.276683128944,8515.365546581143,1777.1462500057582,93.18803867035228,132.3955279232939,2607.2492655611795,2737.4056613166204,101.10032477831066,639.6949674570756,4985.085361148348,186.9483577360818,42.882201607148886,22.957989348530816,2503.1300683561994,18313.957829989733,663.6383296080774,2296.0096487385654,30228.907332001094,10142.140260155094,90.37669999499178,446.88843601927124
REN-616,Renewable,4.328536000797672,2.8334723558827823,1.690722502174513,37.65452357873437,1442.6642569711728,7550.813324562637,216.69442668142733,487.670756033311,6662.8371232075215,8360.927402353247,120.10787561070774,244.976706845396,3073.8194423624,519.379234777612,107.8706488749916,101.70210461051994,5075.164778654349,6107.512862758047,105.11126438991707,745.2377901348868,5885.307163552834,1411.672869765303,68.64121689913145,30.23761178536406,902.7612265250245,20236.400316722036,541.1400807765352,2055.130528699481,33841.15876562212,8228.522321673676,89.91987056556566,461.81186880639484
REN-617,Renewable,5.239259644814542,3.4232359999432296,1.8648413409304752,27.305455527270514,2344.428230161286,8508.800774043888,125.97220883079858,345.460203435301,8467.810865514595,4655.5025937511455,179.3378659608921,242.93604783197623,10438.17296661892,3765.481328348712,66.08138296469522,45.84905368623616,6250.639708040994,3264.995836574243,93.98871847136469,1249.8450580246874,5099.169809864042,1547.2954906344767,45.7594851969587,43.82514865733535,1985.2669239186457,25404.95897091651,747.3954831265889,1928.3357506512275,28216.459274192533,8598.212754615173,89.96839240997575,489.22831304038397
REN-618,Renewable,5.286490328231106,4.1200172609621735,1.724926943527745,29.906384838587893,1820.6058125917446,6527.744120606437,238.41493617367604,733.1900135611991,11194.945997049146,4541.074415825919,92.59420981305936,71.51454642465035,3031.72329925778,2954.5867793811535,75.28678478996753,147.35366938427197,2990.440662566125,4873.404195381543,123.81903864633671,1361.9404232175611,4539.49336724963,1822.7148234063236,32.50849551236338,65.45786307370727,804.0334545748392,11389.771674053398,597.32159573439,1554.5941737055632,45021.783811813715,6439.687468263733,89.94327026967811,826.5940748196691
REN-619,Renewable,5.219450309449316,3.838328970803876,1.6775408970922678,24.163917781436723,3568.782646559962,2396.8119874801214,278.3884175268163,344.9141846616854,14085.814338066179,4653.631471894216,236.1430670632164,110.34016314042415,5554.975706667123,2654.4712147487235,21.023637613047335,100.37115545263495,2079.0662410775444,3625.1367809527655,159.07842117278403,1421.6110838310174,8231.32356483211,1026.0586537068643,48.36019176884552,8.392486841278135,2079.0625122238625,22688.619519164895,702.7507721775951,2264.4671499441383,15864.582506919238,9056.099656277056,89.9823133479576,426.41760075658806
REN-620,Renewable,5.878963717979164,4.34071119582382,2.0718127835028803,27.91021787489682,2980.5593131306837,10661.313243000122,205.48034818770574,273.34044099469793,11624.643215747545,4497.676867308512,116.55628239619799,233.72240359779568,6034.194136697408,2172.577936253112,63.67744050989151,98.17425620140031,3788.371344459852,5020.215252603903,62.152622273117984,1393.6521542828848,9448.324633872198,1132.409430259704,44.97681662196515,66.65457172105772,1212.6367878808699,22187.034762890675,619.1887719051593,2569.212211234494,34270.45317980688,7610.321838663687,89.61231902752591,187.22016937523824
REN-621,Renewable,5.721053297932098,3.264910332554079,1.6485839743363608,27.17311833993176,976.6295611864016,9652.741437902097,191.4265690772784,428.69315260655674,10907.08663698207,3867.74122817514,140.73565785071995,217.5101885568704,5889.447346656029,2291.1230786329934,114.22649156075109,139.95855738045114,5014.922021693863,2474.9165609656948,125.91115462540048,788.9327185360135,7257.657314638742,1772.3494246836578,23.09859050133268,52.51009676418592,3165.292016911282,19056.165279552268,648.512826084935,2180.5899487015863,21956.947184350363,10568.654178702855,89.5245561805266,452.29821107646103
REN-622,Renewable,4.754840620658792,3.4492773656346616,1.9015255368084847,22.699082600279574,2814.6956002889283,10421.176149243525,83.74305972141316,475.60936692599495,11726.33613873311,5075.7681741656725,178.19537736146754,255.14712512934793,10107.913638484824,3208.2140011554884,53.254338844656914,55.75421447283707,2674.063611644293,5321.310133004301,80.5860279419521,1090.0146524764252,7148.431308333736,1555.323225839605,56.576469648396696,87.92321917933147,2136.323780999791,12415.123991881943,719.9259027793697,2185.576369659731,25114.658030332157,9509.185499551382,90.08137033258072,511.1091462655746
REN-623,Renewable,5.793030933301194,3.4613985464586947,1.9467439662630195,28.921288428104468,2913.192958753846,6977.583142165695,223.14231965374344,534.1350652093859,8782.035240722287,5826.987101598303,149.40337625493305,219.32708905833425,6135.812138454884,2621.637703091951,71.74286303937541,97.44040073549655,3507.782928715491,4135.160879055131,90.58588459299634,1092.4228189123867,3773.5380081990206,1523.957557582661,73.8209040036822,84.87076193057077,3023.2910139723463,18275.07997382078,652.2698045078163,1914.4402864182125,32791.53323672164,4589.1732945420345,89.85033230084483,395.52388235880716
REN-624,Renewable,5.2852715890990805,3.3043329044959178,1.9599011319568926,28.089356402793417,2157.7770790911914,7068.297191675646,215.7252192475578,481.2020561673253,11876.264508454253,5581.475700271056,213.1299307549009,159.14738995637884,9281.607749344283,2738.9238947772333,104.76689950828589,144.26785884374686,2910.034270026657,1333.5334347299759,107.77959180103535,1152.2457329167316,5567.512370196963,1199.403403616143,51.290462158078064,47.78392302173879,3551.832150603298,24217.916337917275,755.7072915569338,2098.0231065110065,39567.05745336157,6266.177529333077,91.69299266222706,449.5630118394203
REN-625,Renewable,5.171936690493125,3.236634787328904,2.0064529984784816,31.188541919580402,2043.7003451202363,7402.937622660556,223.59570623277673,336.9327131260661,9757.301249610093,3598.2357983956827,213.4917811618102,149.23673191191065,6304.088947582233,3040.4122986911852,76.97206808153378,111.29374852579453,6300.330297666558,3900.000944364436,96.42111901847969,907.6921663473498,3866.1558758439523,1268.7060454232778,40.34368170551023,57.856007787452,2034.3143653223722,24109.707538136558,711.1240833497741,1363.905334122736,40464.18042223896,5850.678559796227,88.84306189894171,306.15788599837765
REN-626,Renewable,6.322083372817301,3.661576594540692,1.9153880704957198,21.501954881256765,3111.875663420922,6692.719516757458,178.95538979600997,526.1254854509266,10308.963446725413,3775.642633238494,199.08952981267248,151.6608823319373,3017.5741674350775,2892.2433553646997,92.74416976839562,121.34368463684724,3721.126769627932,1948.3092946804954,117.90382320953596,946.9992686387443,4713.170257258836,1202.1840413427226,24.213120315024394,52.31524563036514,2317.2067711896843,19694.61318337027,757.693836345921,1518.5922789808092,25255.317268576804,4720.541378533517,90.10339580572078,353.28299644582114
REN-627,Renewable,4.654341212711972,3.88183757170702,1.7576176864693065,24.726145513928447,2370.0384748168676,6956.26172530197,364.4470833322746,561.7873012009441,9372.905044361922,6230.6503674610785,179.57266170811272,207.14172746294759,9927.49144675664,3516.612860146675,70.6306627354646,67.9918417587736,5628.229040109923,3300.3184766830504,110.8404598172636,1272.506571802067,8108.132598900546,1406.7365071595193,40.974171828727094,79.84584627219134,1538.4251335256795,16818.44523549586,695.9237332291352,1947.0257627236983,40372.741271365,6049.192166385503,91.4152316883958,474.5535593219785
REN-628,Renewable,7.017064491518814,4.216549143667525,1.6281813763333917,27.202077437138833,2343.1490302717243,7377.577919774429,240.682380075247,333.1131481953219,10391.262772221173,6045.1449138254375,124.4049967702843,70.35145249475107,10450.075370427008,2670.4459106536237,106.53862681324168,114.3841297781413,6828.986876154462,3508.699492171788,76.3781642546912,1118.15715609227,5859.59489736621,1859.4592717178075,56.469826722657224,8.594395419509219,2145.59433723657,25628.619711737356,745.3682730662027,1443.09502345974,21586.759705288147,2729.738824190751,90.38738243311352,527.716650830522
REN-629,Renewable,5.909068485385051,3.1217143111670396,1.7639617142416038,33.86098527738326,2107.0675838259185,5729.22041658197,222.0350218345209,540.255977352844,15419.72382708293,3702.586388396807,102.22480361478138,182.39545441604918,7189.726027279696,3011.3906178439415,87.48611035275994,62.96127939442388,4963.12019970284,4023.467027917206,171.4586397940019,762.2417508493743,5430.819817370284,920.2060190874898,36.515204116418545,110.3462208389515,1906.5529513969914,12441.482951018941,434.4173400617772,2271.2539114669935,34634.06383063595,6976.194472319176,90.7287414867829,356.7252048334626
REN-630,Renewable,4.290996502436002,2.7338198538482326,1.9760810880673207,26.70209094202924,1446.778980087869,7910.25249632218,129.90448782496418,411.11550974898563,7193.4486411699345,2030.083864610473,190.02025761352758,170.8001190396261,11165.481624879823,2632.0294221516,64.51509607387787,72.03112152861833,4552.947631192935,4053.950257385137,135.77274684011184,1236.6028507342437,4860.893054608357,1848.376158602609,40.478544211379656,110.83571426394411,2386.6910409630486,22486.058169633165,179.38251632176684,2198.332827340989,34013.72098985842,11441.608960985268,89.83114865166068,714.6492383723115
REN-631,Renewable,4.581001814258257,3.5074579786114723,1.6418182985868537,33.60193640835084,2387.5964016280514,7037.492478464198,207.79233680594058,471.8176639632983,13027.46723292572,4919.424649534652,89.8365085933601,281.47740081911564,4348.895615070057,3663.987503342582,77.08074382314234,132.3177453703388,2944.7300169292494,2779.8500557142074,126.17996725481503,883.5653438342929,8856.593755615759,1182.0968261711737,26.793589471655135,29.613162704141878,2495.8451543947212,28827.447924245625,832.8553944971711,3641.383698564102,27632.93382577262,9182.458769413453,90.49889629522879,669.016320270755
REN-632,Renewable,6.63214089228752,3.5471740931656073,1.6165874657846846,29.540217109528978,2826.7191097202567,7991.366260389215,211.71109838726346,298.110991814462,4501.147036874941,3442.6388005508197,144.48382882893785,158.44018842862397,4532.922014117872,2305.7056279376657,37.68148711711925,191.77324822196908,4637.180383429422,3643.5499506088763,88.02579483039301,1111.9158221563616,6393.184970788308,1257.6322987390529,36.64949457871758,108.80174042545661,3330.652451574423,32826.39456114671,772.1549025044458,2487.306260318282,37979.54869167896,8301.885336323765,88.97442124180358,718.4723304425236
